,Price,Price_Change_Pct,Weighted_Sentiment
2015-04-02,901.0999755859375,0.0032621805799919468,0.032505175
2015-04-03,901.0999755859375,0.0,0.06501035
2015-04-04,901.0999755859375,0.0,0.032505175
2015-04-05,901.0999755859375,0.0,0.032505175
2015-04-06,907.010009765625,0.006558688646999933,0.032505175
2015-04-07,906.260009765625,-0.0008268927486189126,0.004246727999999998
2015-04-08,907.5800170898438,0.0014565437181324192,0.004246727999999998
2015-04-09,912.6199951171875,0.005553205152648122,0.004246727999999998
2015-04-10,918.6699829101562,0.006629251852181772,0.00515964
2015-04-11,918.6699829101562,0.0,0.004246727999999998
2015-04-12,918.6699829101562,0.0,0.004246727999999998
2015-04-13,914.719970703125,-0.004299707490733939,0.004246727999999998
2015-04-14,916.219970703125,0.0016398461256366126,0.00461775
2015-04-15,921.3900146484375,0.005642797702111846,0.00461775
2015-04-16,920.72998046875,-0.0007163461391963555,0.00461775
2015-04-17,909.8699951171875,-0.011794973099533035,0.00461775
2015-04-18,909.8699951171875,0.0,0.00461775
2015-04-19,909.8699951171875,0.0,0.00461775
2015-04-20,919.1400146484375,0.010188290174417691,0.00461775
2015-04-21,917.0499877929688,-0.002273893881410638,0.0681674598809524
2015-04-22,922.8499755859375,0.006324614655878635,0.0681674598809524
2015-04-23,924.5800170898438,0.0018746725358125271,0.016013622380952386
2015-04-24,928.530029296875,0.00427222320839693,0.08267607321428573
2015-04-25,928.530029296875,0.0,0.0645758998809524
2015-04-26,928.530029296875,0.0,0.043856744166666684
2015-04-27,925.5999755859375,-0.0031555831459282313,0.0681674598809524
2015-04-28,928.8599853515625,0.0035220504014827902,0.08767226
2015-04-29,926.1799926757812,-0.0028852493573258142,0.05995343861111112
2015-04-30,916.2899780273438,-0.010678285783160546,0.08703962000000001
2015-05-01,926.0900268554688,0.010695357433924135,0.08426523
2015-05-02,926.0900268554688,0.0,0.05995343861111112
2015-05-03,926.0900268554688,0.0,0.05995343861111112
2015-05-04,928.8800048828125,0.003012642341929883,0.05995343861111112
2015-05-05,918.5399780273438,-0.011131714323825093,0.05917085875
2015-05-06,913.6500244140625,-0.005323615444352114,0.05917085875
2015-05-07,917.1699829101562,0.003852633286308027,0.068377565
2015-05-08,930.6900024414062,0.01474101833157615,0.05917085875
2015-05-09,930.6900024414062,0.0,0.05917085875
2015-05-10,930.6900024414062,0.0,0.06054103
2015-05-11,925.2999877929688,-0.00579141780216641,0.05917085875
2015-05-12,922.4299926757812,-0.0031016915109153276,0.123827035
2015-05-13,922.4099731445312,-2.1703035903986034e-05,0.06661839500000001
2015-05-14,932.8900146484375,0.011361587373323045,0.123827035
2015-05-15,933.1199951171875,0.00024652474047193174,0.07457401
2015-05-16,933.1199951171875,0.0,0.14097631
2015-05-17,933.1199951171875,0.0,0.23319195499999998
2015-05-18,935.2000122070312,0.0022290992591820213,0.123827035
2015-05-19,935.3699951171875,0.00018176102217437595,0.060001950000000005
2015-05-20,934.4299926757812,-0.0010049525282115335,0.060001950000000005
2015-05-21,936.7999877929688,0.00253630034969321,0.060001950000000005
2015-05-22,934.0800170898438,-0.00290347004543956,0.060001950000000005
2015-05-23,934.0800170898438,0.0,0.060001950000000005
2015-05-24,934.0800170898438,0.0,0.060001950000000005
2015-05-25,934.0800170898438,0.0,0.060001950000000005
2015-05-26,924.5499877929688,-0.010202583421671019,0.0329039225
2015-05-27,933.3800048828125,0.009550610790577396,0.0329039225
2015-05-28,932.52001953125,-0.0009213668035137346,0.0329039225
2015-05-29,926.1099853515625,-0.0068738837187748425,0.0329039225
2015-05-30,926.1099853515625,0.0,0.0329039225
2015-05-31,926.1099853515625,0.0,0.07148832999999999
2015-06-01,928.1599731445312,0.0022135467983217527,-0.005680485000000006
2015-06-02,927.1699829101562,-0.0010666159530894337,0.1446891925
2015-06-03,930.1199951171875,0.003181738258794642,0.1446891925
2015-06-04,922.1599731445312,-0.008558059190688971,0.1446891925
2015-06-05,919.9000244140625,-0.0024507122367959377,0.18035592
2015-06-06,919.9000244140625,0.0,0.1446891925
2015-06-07,919.9000244140625,0.0,0.1446891925
2015-06-08,914.3900146484375,-0.005989791954984058,0.1446891925
2015-06-09,915.22998046875,0.0009186078225442706,0.04000359
2015-06-10,926.9000244140625,0.012750941505801139,0.04000359
2015-06-11,928.469970703125,0.0016937601118900414,0.04000359
2015-06-12,921.47998046875,-0.007528504372717126,0.04000359
2015-06-13,921.47998046875,0.0,0.04000359
2015-06-14,921.47998046875,0.0,0.04000359
2015-06-15,916.8499755859375,-0.0050245311682812765,0.04000359
2015-06-16,922.22998046875,0.005867922807517356,0.03280989571428574
2015-06-17,923.9500122070312,0.0018650789658853917,0.022245775714285744
2015-06-18,933.1599731445312,0.00996802945594455,0.03280989571428574
2015-06-19,927.6300048828125,-0.005926066720461698,0.03280989571428574
2015-06-20,927.6300048828125,0.0,0.03280989571428574
2015-06-21,927.6300048828125,0.0,0.116418305
2015-06-22,933.4299926757812,0.006252479719757842,0.03280989571428574
2015-06-23,934.969970703125,0.0016498055980922466,0.047926090000000005
2015-06-24,928.219970703125,-0.007219483204282784,0.04341829
2015-06-25,925.1900024414062,-0.003264278250147523,0.047926090000000005
2015-06-26,925.0700073242188,-0.0001296978100399082,0.047926090000000005
2015-06-27,925.0700073242188,0.0,0.047926090000000005
2015-06-28,925.0700073242188,0.0,0.0560696825
2015-06-29,906.1699829101562,-0.02043091254112883,0.047926090000000005
2015-06-30,908.260009765625,0.002306440176661706,-0.032754403333333335
2015-07-01,914.1500244140625,0.006484943281778399,-0.032754403333333335
2015-07-02,913.77001953125,-0.0004156920337622383,-0.030710550000000003
2015-07-03,913.77001953125,0.0,-0.032754403333333335
2015-07-04,913.77001953125,0.0,-0.032754403333333335
2015-07-05,913.77001953125,0.0,-0.032754403333333335
2015-07-06,910.780029296875,-0.0032721474446150145,-0.04700647000000001
2015-07-07,915.5599975585938,0.0052482137376341775,-0.058064425
2015-07-08,900.7999877929688,-0.016121291673930283,0.30924765499999995
2015-07-09,902.7100219726562,0.0021203754502341354,0.14155909499999997
2015-07-10,914.2999877929688,0.012839079591678182,0.14503927
2015-07-11,914.2999877929688,0.0,0.14155909499999997
2015-07-12,914.2999877929688,0.0,0.14155909499999997
2015-07-13,925.260009765625,0.011987336890502132,0.14155909499999997
2015-07-14,929.9400024414062,0.005058029771509043,0.0777882131111111
2015-07-15,930.780029296875,0.0009033129591837774,0.13496605
2015-07-16,938.969970703125,0.00879900851808868,0.10813499311111112
2015-07-17,943.27001953125,0.004579538177248654,0.13034734311111112
2015-07-18,943.27001953125,0.0,0.10813499311111112
2015-07-19,943.27001953125,0.0,0.1307148
2015-07-20,945.6099853515625,0.0024806956352489973,0.10813499311111112
2015-07-21,941.0999755859375,-0.004769418508147716,0.06853545756756757
2015-07-22,937.1599731445312,-0.004186592863264282,0.06853545756756757
2015-07-23,931.260009765625,-0.00629557764733546,0.09980523756756757
2015-07-24,921.2100219726562,-0.010791817202048692,0.13225430999999999
2015-07-25,921.2100219726562,0.0,0.09980523756756757
2015-07-26,921.2100219726562,0.0,0.09980523756756757
2015-07-27,916.6500244140625,-0.004950008629768354,0.09980523756756757
2015-07-28,928.010009765625,0.012392936288660339,0.23607601166666664
2015-07-29,934.780029296875,0.007295200978446159,0.23163619749999997
2015-07-30,934.6699829101562,-0.00011772436644963413,0.2390242916666667
2015-07-31,931.1300048828125,-0.0037874095585286316,0.23607601166666664
2015-08-01,931.1300048828125,0.0,0.23312773166666667
2015-08-02,931.1300048828125,0.0,0.24590930166666664
2015-08-03,928.5900268554688,-0.002727844676923996,0.23607601166666664
2015-08-04,925.219970703125,-0.0036292185516528797,0.0495921175
2015-08-05,927.25,0.0021941044953150968,0.0495921175
2015-08-06,919.469970703125,-0.008390433320975998,0.0495921175
2015-08-07,916.3200073242188,-0.0034258469327687058,0.066762065
2015-08-08,916.3200073242188,0.0,0.0495921175
2015-08-09,916.3200073242188,0.0,0.07605755749999998
2015-08-10,927.469970703125,0.012168198107411987,0.0495921175
2015-08-11,917.6500244140625,-0.010587885968553645,0.0008097155555555524
2015-08-12,918.969970703125,0.0014383983587917815,0.0008097155555555524
2015-08-13,917.3699951171875,-0.0017410531757782177,0.0008097155555555524
2015-08-14,920.75,0.0036844510947633413,-0.01551776
2015-08-15,920.75,0.0,0.0008097155555555524
2015-08-16,920.75,0.0,0.0008097155555555524
2015-08-17,924.97998046875,0.004594059699972952,0.0008097155555555524
2015-08-18,922.239990234375,-0.002962215715183847,0.046167898125
2015-08-19,914.47998046875,-0.008414306306163244,0.046167898125
2015-08-20,895.2000122070312,-0.02108298560219557,0.038400115000000005
2015-08-21,864.77001953125,-0.033992395286902344,0.07631125500000001
2015-08-22,864.77001953125,0.0,0.046167898125
2015-08-23,864.77001953125,0.0,0.05443821812499999
2015-08-24,830.7899780273438,-0.039293732132764214,0.036973418125
2015-08-25,819.5800170898438,-0.013493134527353456,0.07933987088888889
2015-08-26,854.6900024414062,0.04283899633891841,0.06091963088888889
2015-08-27,875.3800048828125,0.024207610223947462,0.08773161
2015-08-28,875.5800170898438,0.00022848614991843874,0.07933987088888889
2015-08-29,875.5800170898438,0.0,0.07933987088888889
2015-08-30,875.5800170898438,0.0,0.07933987088888889
2015-08-31,868.219970703125,-0.008405909503486964,0.062407645
2015-09-01,841.77001953125,-0.030464573569362385,0.09065591695238094
2015-09-02,858.7000122070312,0.02011237307454694,0.12193982695238095
2015-09-03,858.3699951171875,-0.0003843217481684924,0.11260532695238094
2015-09-04,844.77001953125,-0.015843955011592414,0.11555203
2015-09-05,844.77001953125,0.0,0.11260532695238094
2015-09-06,844.77001953125,0.0,0.11260532695238094
2015-09-07,844.77001953125,0.0,0.11260532695238094
2015-09-08,866.030029296875,0.02516662437597139,0.1485559842857143
2015-09-09,853.4099731445312,-0.014572307801601125,0.1485559842857143
2015-09-10,859.1500244140625,0.006726018502433373,0.2190350442857143
2015-09-11,863.010009765625,0.004492795486090939,0.1485559842857143
2015-09-12,863.010009765625,0.0,0.10552046000000001
2015-09-13,863.010009765625,0.0,0.1485559842857143
2015-09-14,859.75,-0.0037774877796729056,-0.0537614357142857
2015-09-15,871.530029296875,0.0137016915346031,0.01617888
2015-09-16,878.469970703125,0.007962940085781023,0.01617888
2015-09-17,875.52001953125,-0.003358055790471548,0.01617888
2015-09-18,861.3699951171875,-0.01616185135508197,0.01617888
2015-09-19,861.3699951171875,0.0,0.01617888
2015-09-20,861.3699951171875,0.0,0.01617888
2015-09-21,865.77001953125,0.00510817005352493,0.01617888
2015-09-22,856.239990234375,-0.011007576009659958,0.021397611249999993
2015-09-23,854.8099975585938,-0.0016700839625463093,0.021397611249999993
2015-09-24,852.3400268554688,-0.0028894967421759787,-0.027157335
2015-09-25,851.9000244140625,-0.0005162287673260435,0.005056011249999995
2015-09-26,851.9000244140625,0.0,0.021397611249999993
2015-09-27,851.9000244140625,0.0,0.021397611249999993
2015-09-28,831.6500244140625,-0.023770394905115788,0.037739211249999995
2015-09-29,832.5499877929688,0.0010821419497226703,0.06314686250000001
2015-09-30,848.260009765625,0.01886976422196862,0.064711315
2015-10-01,850.3499755859375,0.0024638268882790637,0.06314686250000001
2015-10-02,862.27001953125,0.014017809475562082,0.06314686250000001
2015-10-03,862.27001953125,0.0,0.06314686250000001
2015-10-04,862.27001953125,0.0,0.076199145
2015-10-05,877.75,0.017952590392932066,0.06381946250000001
2015-10-06,876.030029296875,-0.0019595223048989308,0.09310074714285713
2015-10-07,882.9500122070312,0.007899253083493596,0.057319994642857135
2015-10-08,889.780029296875,0.007735451605885846,-0.1044331825
2015-10-09,890.8499755859375,0.0012024840453073171,0.057319994642857135
2015-10-10,890.8499755859375,0.0,0.057319994642857135
2015-10-11,890.8499755859375,0.0,0.057319994642857135
2015-10-12,891.9099731445312,0.0011898721307104232,0.057319994642857135
2015-10-13,886.8800048828125,-0.005639547054267169,0.25343896499999996
2015-10-14,882.25,-0.005220553916337578,0.28734658
2015-10-15,896.52001953125,0.01617457583593085,0.27453059999999996
2015-10-16,901.239990234375,0.00526476888446159,0.29621684
2015-10-17,901.239990234375,0.0,0.2735437
2015-10-18,901.239990234375,0.0,0.2735437
2015-10-19,901.8699951171875,0.0006990423079746844,0.2735437
2015-10-20,899.6300048828125,-0.002483717438768962,0.15147629304292928
2015-10-21,895.5700073242188,-0.004512963703475648,0.15147629304292928
2015-10-22,911.6699829101562,0.01797735012815016,0.1644438461111111
2015-10-23,925.719970703125,0.015411265102882377,0.028401899999999997
2015-10-24,925.719970703125,0.0,0.15147629304292928
2015-10-25,925.719970703125,0.0,0.07062734193181817
2015-10-26,924.239990234375,-0.0015987345153911647,0.15147629304292928
2015-10-27,922.5900268554688,-0.0017852109801999028,0.11746082125000001
2015-10-28,933.5700073242188,0.011901256407652605,0.07883208791666665
2015-10-29,933.0900268554688,-0.0005141344141139648,0.07883208791666665
2015-10-30,926.739990234375,-0.006805384730660391,0.07883208791666665
2015-10-31,926.739990234375,0.0,0.07883208791666665
2015-11-01,926.739990234375,0.0,0.07883208791666665
2015-11-02,937.7000122070312,0.01182642606140738,0.11401033166666667
2015-11-03,941.1799926757812,0.003711187398365512,0.2345489770833333
2015-11-04,938.0,-0.0033787295740749235,0.2779683170833333
2015-11-05,936.5399780273438,-0.001556526623300858,0.22831109708333333
2015-11-06,937.5700073242188,0.001099824162386076,0.1761305383333333
2015-11-07,937.5700073242188,0.0,0.26600227833333334
2015-11-08,937.5700073242188,0.0,0.2345489770833333
2015-11-09,928.25,-0.009940598836792547,0.2345489770833333
2015-11-10,929.0900268554688,0.0009049575604296312,0.10376918750000001
2015-11-11,926.9600219726562,-0.002292571033209345,0.10376918750000001
2015-11-12,914.2999877929688,-0.013657583800373407,0.0879613625
2015-11-13,903.0399780273438,-0.012315443416777816,0.10376918750000001
2015-11-14,903.0399780273438,0.0,0.142906415
2015-11-15,903.0399780273438,0.0,0.10376918750000001
2015-11-16,916.5,0.014905233766127512,0.10747378500000002
2015-11-17,915.4500122070312,-0.0011456495286075175,-0.004607869999999991
2015-11-18,930.9000244140625,0.016876958873792924,-0.024969205000000008
2015-11-19,929.97998046875,-0.000988338082697604,-0.07011949
2015-11-20,932.989990234375,0.0032366393135772054,-0.025961650000000003
2015-11-21,932.989990234375,0.0,-0.026020224999999994
2015-11-22,932.989990234375,0.0,-0.025961650000000003
2015-11-23,931.0399780273438,-0.0020900676614348246,-0.047315430000000006
2015-11-24,931.9299926757812,0.0009559360171871312,0.039000158416666666
2015-11-25,931.3499755859375,-0.0006223826836803115,0.039000158416666666
2015-11-26,931.3499755859375,0.0,0.039000158416666666
2015-11-27,931.530029296875,0.00019332551206030502,0.02399084666666667
2015-11-28,931.530029296875,0.0,0.039000158416666666
2015-11-29,931.530029296875,0.0,0.05522616675
2015-11-30,926.4400024414062,-0.005464157563777827,0.04604556675
2015-12-01,936.6900024414062,0.01106385731724524,0.04575823
2015-12-02,927.02001953125,-0.01032356797334466,0.04575823
2015-12-03,914.0700073242188,-0.01396950652002038,0.04575823
2015-12-04,933.77001953125,0.021551973097443167,0.04575823
2015-12-05,933.77001953125,0.0,0.04575823
2015-12-06,933.77001953125,0.0,0.04575823
2015-12-07,927.760009765625,-0.006436284780959256,0.04575823
2015-12-08,921.1799926757812,-0.007092369816097177,-0.08333055
2015-12-09,914.3800048828125,-0.007381823147522559,-0.08333055
2015-12-10,916.8400268554688,0.0026903715736561473,-0.08333055
2015-12-11,898.489990234375,-0.020014436634087418,-0.08333055
2015-12-12,898.489990234375,0.0,-0.03607823
2015-12-13,898.489990234375,0.0,-0.08333055
2015-12-14,904.4299926757812,0.006611094732237088,-0.08333055
2015-12-15,914.0900268554688,0.010680798135749514,0.11292555
2015-12-16,927.77001953125,0.014965695143662527,0.12327992633333335
2015-12-17,913.77001953125,-0.015089946544159072,0.12327992633333335
2015-12-18,896.0499877929688,-0.019392222725113428,0.12327992633333335
2015-12-19,896.0499877929688,0.0,0.11348613833333333
2015-12-20,896.0499877929688,0.0,0.10479465300000002
2015-12-21,902.969970703125,0.007722764359609613,0.12327992633333335
2015-12-22,910.4400024414062,0.008272735506879014,-0.009777015
2015-12-23,920.75,0.011324192182842197,-0.009777015
2015-12-24,918.8400268554688,-0.0020743667059801574,-0.009777015
2015-12-25,918.8400268554688,0.0,-0.009777015
2015-12-26,918.8400268554688,0.0,-0.009777015
2015-12-27,918.8400268554688,0.0,-0.017875739999999998
2015-12-28,917.1500244140625,-0.0018392782116707362,-0.009777015
2015-12-29,927.4000244140625,0.011175925123644292,0.05704307952380953
2015-12-30,920.77001953125,-0.00714902383898619,0.07445042
2015-12-31,911.4299926757812,-0.010143713041638414,0.05704307952380953
2016-01-01,911.4299926757812,0.0,0.05704307952380953
2016-01-02,911.4299926757812,0.0,0.05704307952380953
2016-01-03,911.4299926757812,0.0,0.05704307952380953
2016-01-04,896.5399780273438,-0.016336981192294653,0.05873954
2016-01-05,897.6599731445312,0.0012492416898706171,-0.029315875833333338
2016-01-06,886.780029296875,-0.012120339742389796,-0.028406260000000003
2016-01-07,864.47998046875,-0.025147215872471373,-0.029315875833333338
2016-01-08,855.5800170898438,-0.010295164237441812,-0.029315875833333338
2016-01-09,855.5800170898438,0.0,-0.029315875833333338
2016-01-10,855.5800170898438,0.0,-0.029315875833333338
2016-01-11,858.0700073242188,0.0029102949866037786,-0.029315875833333338
2016-01-12,865.2100219726562,0.00832101645261174,0.08609444166666666
2016-01-13,844.0800170898438,-0.024421821692074963,0.06763644166666666
2016-01-14,859.77001953125,0.018588287986607055,0.06763644166666666
2016-01-15,839.8900146484375,-0.02312246813822505,0.06859256999999999
2016-01-16,839.8900146484375,0.0,0.05563544166666667
2016-01-17,839.8900146484375,0.0,0.06117944166666667
2016-01-18,839.8900146484375,0.0,0.08231261499999999
2016-01-19,840.52001953125,0.0007501040276995941,0.10991414004761905
2016-01-20,829.780029296875,-0.012777792300966984,0.11561902504761905
2016-01-21,834.3400268554688,0.0054954293880242755,0.10991414004761905
2016-01-22,851.3400268554688,0.020375385877231755,0.12432051000000002
2016-01-23,851.3400268554688,0.0,0.10746794999999999
2016-01-24,851.3400268554688,0.0,0.10991414004761905
2016-01-25,838.719970703125,-0.014823755202674427,0.09052167000000001
2016-01-26,850.030029296875,0.013484904364764905,0.009606004999999996
2016-01-27,839.8400268554688,-0.011987814653836582,-0.02019492833333334
2016-01-28,847.8400268554688,0.00952562362376752,0.066002725
2016-01-29,868.3400268554688,0.02417908962853743,0.002300031666666662
2016-01-30,868.3400268554688,0.0,0.05942242166666666
2016-01-31,868.3400268554688,0.0,0.044115554999999994
2016-02-01,866.6199951171875,-0.001980827423687992,0.09122393166666666
2016-02-02,851.0900268554688,-0.01792015918074763,0.09925929
2016-02-03,854.5999755859375,0.004124062813233742,0.08648347
2016-02-04,854.9099731445312,0.0003627399572310175,0.06717518444444444
2016-02-05,839.77001953125,-0.01770941279067484,0.06717518444444444
2016-02-06,839.77001953125,0.0,0.09949997500000002
2016-02-07,839.77001953125,0.0,0.06717518444444444
2016-02-08,832.1699829101562,-0.009050140448376598,0.06401652944444444
2016-02-09,830.969970703125,-0.0014420277487475763,0.13790477791666667
2016-02-10,829.6099853515625,-0.0016366239449203679,0.12406451624999998
2016-02-11,820.6099853515625,-0.010848471159837891,0.17987731166666665
2016-02-12,835.8900146484375,0.018620330692574738,0.15672515666666667
2016-02-13,835.8900146484375,0.0,0.13790477791666667
2016-02-14,835.8900146484375,0.0,0.17939283166666667
2016-02-15,835.8900146484375,0.0,0.13790477791666667
2016-02-16,848.3900146484375,0.014954120495454637,0.13334008
2016-02-17,861.75,0.015747457090355743,0.13334008
2016-02-18,857.1599731445312,-0.005326401921054491,0.14220721999999997
2016-02-19,857.25,0.00010502923408628462,0.13334008
2016-02-20,857.25,0.0,0.13334008
2016-02-21,857.25,0.0,0.13334008
2016-02-22,868.77001953125,0.01343834299358404,0.13334008
2016-02-23,857.0999755859375,-0.013432834562602802,0.19805295750000002
2016-02-24,860.1500244140625,0.0035585683292544967,0.16045500000000001
2016-02-25,869.6099853515625,0.01099803600417748,0.28575222749999996
2016-02-26,866.9400024414062,-0.0030703222768041494,0.18162390750000001
2016-02-27,866.9400024414062,0.0,0.18162390750000001
2016-02-28,866.9400024414062,0.0,0.1874941875
2016-02-29,859.4400024414062,-0.00865111770004745,0.18218241000000002
2016-03-01,881.010009765625,0.025097746512781516,0.0705927875
2016-03-02,884.1799926757812,0.0035981236024771324,0.0652530275
2016-03-03,885.72998046875,0.001753022920455427,0.05685617750000001
2016-03-04,887.8599853515625,0.0024048016097244496,0.07364987750000002
2016-03-05,887.8599853515625,0.0,0.01765919500000001
2016-03-06,887.8599853515625,0.0,0.0652530275
2016-03-07,887.5800170898438,-0.00031532929328703663,0.0652530275
2016-03-08,879.75,-0.008821759096736326,0.2709655975
2016-03-09,883.8900146484375,0.004705899003623282,0.2604340975
2016-03-10,883.469970703125,-0.0004752219601434904,0.28144468499999997
2016-03-11,896.5499877929688,0.014805276380173815,0.2709655975
2016-03-12,896.5499877929688,0.0,0.2709655975
2016-03-13,896.5499877929688,0.0,0.273251735
2016-03-14,895.4099731445312,-0.0012715572627955973,0.2709655975
2016-03-15,895.489990234375,8.936363480827048e-05,0.17676370000000002
2016-03-16,899.0900268554688,0.004020186334133591,0.10103155
2016-03-17,904.6900024414062,0.006228492607712743,0.21754624
2016-03-18,907.8800048828125,0.0035260723925296666,0.16492612
2016-03-19,907.8800048828125,0.0,0.16492612
2016-03-20,907.8800048828125,0.0,0.18668194
2016-03-21,909.719970703125,0.002026661905115912,0.16517178
2016-03-22,908.9000244140625,-0.0009013172354881416,0.058706850000000005
2016-03-23,903.9500122070312,-0.005446156974439953,0.05149041000000001
2016-03-24,904.0599975585938,0.00012167193990508807,0.04229023000000001
2016-03-25,904.0599975585938,0.0,0.04229023000000001
2016-03-26,904.0599975585938,0.0,0.05509243000000001
2016-03-27,904.0599975585938,0.0,0.04229023000000001
2016-03-28,903.8699951171875,-0.00021016574333487803,0.04229023000000001
2016-03-29,911.219970703125,0.008131673388477312,0.09350592
2016-03-30,915.75,0.004971389392815384,0.09350592
