date,weighted_sentiment,num_stocks,weight_percentage,sentiment_ma7
2016-07-29,0.18167549461029014,0,0.0,0.2014125414801545
2016-07-30,0.2063814943912314,2,1.22,0.20344767127746424
2016-07-31,0.19073121207917815,1,0.145,0.20385235706959143
2016-08-01,0.18167549461029014,0,0.0,0.17675270134755874
2016-08-02,0.18910368424455215,2,2.92,0.18141160026421024
2016-08-03,0.14089661209780308,1,2.725,0.18113411497380275
2016-08-04,0.12690075705841475,2,0.21000000000000002,0.1739092498702514
2016-08-05,0.1565286926222062,2,1.015,0.1703168495862394
2016-08-06,0.1786012838906199,1,0.4,0.16634824808615203
2016-08-07,0.13998828308693032,1,0.1,0.15909925823011664
2016-08-08,0.17085560733372832,1,0.8750000000000001,0.15755356004775067
2016-08-09,0.11679186571464142,0,0.0,0.14722330025776342
2016-08-10,0.11679186571464142,0,0.0,0.14377976506016887
2016-08-11,0.11679186571464142,0,0.0,0.14233563772534413
2016-08-12,0.11679186571464142,2,1.105,0.13665894816712057
2016-08-13,0.11679186571464142,0,0.0,0.12782903128483794
2016-08-14,0.11679186571464142,0,0.0,0.12451525737451097
2016-08-15,0.11679186571464142,3,5.345,0.11679186571464142
2016-08-16,0.2622423566364663,2,4.745,0.1375705072749021
2016-08-17,0.29449322312167525,2,0.13,0.16295641547590695
2016-08-18,0.2622423566364663,0,0.0,0.18373505703616763
2016-08-19,0.2622423566364663,0,0.0,0.20451369859642834
2016-08-20,0.2299914901512573,2,0.84,0.2206850735159449
2016-08-21,0.2622423566364663,0,0.0,0.2414637150762056
