Date,LOCAL_PC1,LOCAL_PC2,LOCAL_PC3,LOCAL_PC4,LOCAL_PC5
2018-01-02,-0.0675888547326424,0.1570683709216012,-0.07836461163653123,-0.07432312190655581,0.07122256266002958
2018-01-03,-0.02164011932202844,-1.9793062248376794,-0.13062248763365394,-0.13101200950214248,0.18833713282544234
2018-01-04,-0.12971713220735642,2.484547810681974,0.006529002244843431,-0.25531460649297055,0.06224884937615394
2018-01-05,-0.06431809710123208,0.05136498750233002,-0.07432334926412758,-0.019873873993028028,-0.006612685272596185
2018-01-08,-0.048287063397972875,-0.35836328779255167,-0.09543140686060732,0.1295833755518891,-0.07113375038599082
2018-01-09,0.03201418659294245,-0.707331951662932,-0.24134066809906823,0.31594972096170865,0.5132447723332915
2018-01-10,0.042116631758444725,-2.8150982396167867,-0.21201072274514368,0.4182588588236386,0.26880621760397466
2018-01-11,-0.1267182381365885,0.49900240842741017,0.014006865423181221,-0.6638548152156439,0.19586284143479923
2018-01-12,-0.0749484800006626,-1.114828922212564,-0.04642137461674259,0.009996867085506643,-0.11438589534214527
2018-01-15,-0.08506691769435883,-0.9695048468419936,-0.08524221634650463,-0.22788045244906646,-0.1803362369736975
2018-01-16,-0.1190466486304634,1.2389954357432527,0.006373417271406049,-0.3149671072418025,0.35548991703399074
2018-01-17,-0.054676325727889455,0.09291777811616915,-0.0782133687659609,0.09301397585823908,0.16498648204791977
2018-01-18,-0.027212139560637075,0.17755043517076322,-0.1552375565515342,0.3526934692610997,-0.25748318116893465
2018-01-19,-0.06257944031741267,0.0393678024028638,-0.0866953670212701,0.0015795632275134163,0.2321126356440363
2018-01-22,-0.019377174246791955,-2.1341829721667924,-0.11835151450035439,-0.22360167333191447,0.390650517443538
2018-01-23,-0.0819311970643817,0.12335444826716248,-0.05717823580418409,-0.014226532496848986,-0.10778518358291404
2018-01-24,-0.0724540910432659,0.8352942197901502,-0.09033544975253982,-0.1007888394996269,0.31414768236534785
2018-01-25,0.013213720879271753,-4.133972679106354,-0.17210803534576008,-0.09818978893399187,0.14380602604767548
2018-01-26,0.036572564829409404,-4.234138194740137,-0.15964008431317878,0.5045535929699617,-0.2102327172071377
2018-01-29,-0.14477669208724764,3.7619304140385097,-0.015309032056146197,-0.3511846557168057,0.3125327327245831
2018-01-30,-0.07239315693242714,1.7130663983412262,-0.08184290101543826,0.13836390539271118,0.11564517015276389
2018-01-31,-0.08826567293892171,0.7005525206312387,-0.05134639976725473,-0.04801429334148584,-0.06989607784782173
2018-02-01,0.04237217980436622,-3.4051333723304915,-0.22428349891859356,0.1797482763734805,0.2886250076657672
2018-02-02,-0.0205030698758133,-2.656538145888221,-0.09695497650279437,0.25773349178332683,-0.041186758253582985
2018-02-05,-0.051665041854090696,0.17050303738003553,-0.06340334692381937,0.4408764753885242,-0.34070021941131967
2018-02-06,-0.04206956647875749,-0.3719219652597807,-0.09557085728110615,-0.17445191911921387,0.2037686609624669
2018-02-07,-0.008447814570310392,-2.4950544820694835,-0.1141108393546466,0.6424328484128051,-0.4780008537873299
2018-02-08,-0.00724823804187646,-2.6261958042148787,-0.10788556625242059,0.31802038591648946,-0.10622715336122387
2018-02-09,-0.04517981897285571,-1.0303291621601187,-0.09261523369795076,0.09310457802542974,-0.20976255918273248
2018-02-12,-0.10263655019743018,2.2045317932114794,-0.04419326732211101,-0.28307638335785223,0.18736954312083706
2018-02-13,-0.08504050147678144,0.5570511873971669,-0.08411726002438,-0.05950701761461943,-0.043696279527610515
2018-02-14,-0.09364762865538738,1.2646506609994452,-0.06220991559179822,-0.612229024704389,0.6068382129652079
2018-02-15,-0.13745459605779833,2.969811975564343,-0.027698527150192383,-0.34192957219317155,0.18161380118674336
2018-02-16,-0.07793468794459159,0.2394101924452676,-0.05279068130281076,-0.13881155410092463,-0.0822477217926335
2018-02-19,-0.08932531042447737,1.1014417381552648,-0.04161567862140662,0.02629809659918652,-0.07299288065941856
2018-02-20,-0.07298296037270396,-0.4904951000203784,-0.0492039941415089,-0.0007983811692543416,-0.34191788711939713
2018-02-21,-0.012818154198394277,-1.5117361494046735,-0.12683009280717464,0.2990843915297414,-0.1524984044702453
2018-02-22,-0.051365970947710934,0.5535668643919482,-0.11022322397871345,-0.10083787245497099,0.3667083263688774
2018-02-23,-0.08030441511307533,0.3764569685351047,-0.05959404171306733,-0.19878681104278148,0.12674303883539742
2018-02-26,-0.10091656310636743,1.9300925518318621,-0.07205795220852178,-0.3074138291589551,0.07827896569523551
2018-02-27,-0.05073859370036032,-0.5495584620815804,-0.07178729691308738,0.3494075879390091,-0.28246756514983223
2018-02-28,-0.008624516013542298,-1.7765735584021825,-0.12190110202967003,0.21333768673396622,-0.03760314540784021
2018-03-01,-0.028120822298045623,-1.1633930156558092,-0.10200533250466101,0.35656200135579247,-0.07723401696532053
2018-03-02,-0.06710884240727036,0.029594656378206703,-0.08096433204812305,-0.041593723411144035,0.12941076733948875
2018-03-05,-0.04581625467660432,-0.8962805491591664,-0.10748762862623132,-0.14118724763809173,0.10158234265969573
2018-03-06,-0.06147858815593144,-0.2108726745779108,-0.08410169746010702,0.21671059069814627,-0.16089711732727377
2018-03-07,-0.061602344060121536,-0.13530038611204767,-0.0855732204695631,0.08812571848821678,-0.05576990343921945
2018-03-08,-0.04705114117017033,-0.5450185135395051,-0.08537993648267052,0.13210378484843951,-0.09651862825109318
2018-03-09,-0.032186534902247516,-1.1726397385474059,-0.1047165279657718,-0.30180171571113096,0.39462283091178724
2018-03-12,-0.06105671898188863,-1.353609859080404,-0.07094092279060978,0.0943079010815412,-0.2404649639142643
2018-03-13,-0.08502914614427774,1.57291631410972,-0.08674137548820719,0.12193133753552078,0.10828644694911443
2018-03-14,-0.061317675869601296,0.36236363560284185,-0.0932906990508405,0.08095418150337771,0.025654654025500885
2018-03-15,-0.052460428176412874,-1.0500851247992196,-0.0757401530644549,-0.010102232344072279,-0.11533780356337671
2018-03-16,-0.07873411313443555,1.868990282844306,-0.08488500354480338,0.04642855462473918,0.17124858203333124
2018-03-19,-0.02384175289169372,-2.2200123313195532,-0.11154116483783376,0.27873982056389274,-0.1897409829371466
2018-03-20,-0.05563442585368961,-0.29915937182651625,-0.08407405058178667,-0.17779400446811983,0.21330799004882184
2018-03-21,-0.08384175592448201,0.9039834894812918,-0.07721587771663259,-0.3394236932931105,0.25106716291002806
2018-03-22,-0.06414964704865571,-0.24450802196399524,-0.08423508337022087,0.18256585058207775,-0.13501892916797972
2018-03-23,-0.053352378056680624,-0.3907498997879252,-0.10720852700871934,0.014090029086436837,0.15040050689556161
2018-03-26,-0.07575792756020934,0.5587004325092029,-0.07582195256481315,-0.04720975119812768,0.2348555108959122
2018-03-27,-0.05669654321866854,0.24701709741238928,-0.10108249415214843,0.17071435636168397,-0.06334405068554617
2018-03-28,-0.03737308301655939,-1.191976946673182,-0.08022860405545702,0.16984228208755633,-0.15304389242252
2018-03-29,-0.007567321120254473,-2.268323424389676,-0.11341355738654892,-0.17702411043833544,0.2224822514110044
2018-03-30,-0.038304878118512894,-1.0530834116904086,-0.10814619061815424,-0.0167993758967586,0.06678151809971396
2018-04-02,-0.01874502105401415,-1.8401858884808484,-0.11597470395632264,0.3638404904420275,-0.21753174903910483
2018-04-03,-0.017376444430497035,-2.0342489218986826,-0.12277180797423573,0.12019906711805063,-0.036238336984722695
2018-04-04,-0.07955240305307794,0.6628900086857001,-0.0733540405675828,-0.12853168852358426,0.08186657604745373
2018-04-05,-0.10680736012926013,1.7147655115945986,-0.04097995980329905,-0.02038645724922868,-0.06907918988259923
2018-04-06,-0.05787818541996052,-0.16540187500869258,-0.07541838980756126,0.44063908176540517,-0.5571803523447981
2018-04-09,-0.042424882945221266,-0.7834187449047502,-0.07601870424604094,1.4128910151289096,-1.055738082047417
2018-04-10,-0.053325593922192514,0.05163502426907924,-0.0717604894587879,1.1570409171661211,-0.5067768328821379
2018-04-11,-0.05725028359557082,-0.01826605411641853,-0.12391135302126247,-0.16959552861550106,0.16564693675750716
2018-04-12,-0.11559596305406815,2.3664237598252136,-0.028953831066231707,-0.4880520798569949,0.3717272346112222
2018-04-13,-0.038752234580612575,-1.1581720033279397,-0.10259683327876758,0.09805922281772521,-0.06690292860080811
2018-04-16,-0.08807062855481533,0.6444754732391924,-0.0726131436691759,-0.47562539032263135,0.2636102576687725
2018-04-17,-0.1446755249548,2.5260926633577996,0.02208494307079552,-0.11155573947590855,-0.21827363429435095
2018-04-18,-0.06835502034975947,0.2710438782887549,-0.05116354692394522,-0.36345976062025265,0.24809234465361846
2018-04-19,-0.08669305858725948,1.0833609942798765,-0.050629966340337944,-0.11552105931304606,0.12125391389906075
2018-04-20,-0.06700702356032322,0.6280822227170008,-0.05878860488463594,0.183071528470747,-0.08915735742091063
2018-04-23,-0.057746628561468664,0.5857505878921585,-0.07553934877818984,0.18082267452488765,0.053885120726434026
2018-04-24,-0.1514700608028642,4.1866040843209245,0.0019455029086366375,-0.3787250759333809,0.23585419338147823
2018-04-25,-0.0005979749358413317,-2.2691272127094666,-0.12528297030395275,0.5929167646809446,-0.34512042725404246
2018-04-26,0.019369991109791276,-3.4093675319790786,-0.13994157488537948,0.3735097674346369,-0.16564537190602716
2018-04-27,-0.0761909714277785,0.5827889267447262,-0.08639638677731759,-0.3586026612842125,0.3035245010120958
2018-04-30,0.0014485296217635012,-2.3275186474534078,-0.11283613819346734,0.5423415119866192,-0.2946381083257381
2018-05-01,-0.07026812487654267,0.43463557333371133,-0.05823324486441982,0.34821665500944277,-0.29328662624010604
2018-05-02,-0.03856815771758866,-0.493665638748111,-0.09767755752641948,-0.10811108483303838,0.6698267622352455
2018-05-03,-0.06284129416755425,0.012023555024129485,-0.10794668359132972,-0.6557068009279704,0.8066149729508243
2018-05-04,-0.04675967187697738,-0.8049518679985985,-0.09957350262641534,-0.29099505173769613,0.331340234976291
2018-05-07,-0.015061477261746864,-1.9903855664987644,-0.121544738641704,0.35875986683124095,-0.26600224501075953
2018-05-08,-0.0496101867292317,-0.5333983026311274,-0.10244481682659962,0.0776059024457068,0.101819085085731
2018-05-09,-0.06324267645042395,0.11564307118730645,-0.06790171143672075,-0.10352190571327002,0.07971078278819065
2018-05-10,-0.08320315756564965,1.041529895163542,-0.08137082698608278,-0.7826403125021034,0.79535279342949
2018-05-11,-0.042537983401585586,-0.9260835781436452,-0.11702851556353767,0.24861703267318075,-0.18277994473297574
2018-05-14,-0.048037227035437384,-0.7257166972678044,-0.10416632201609177,0.058487284528699085,-0.06643038084022808
2018-05-15,-0.024637322509868997,-1.7796690331800022,-0.10922663843922094,0.21830891501121577,-0.10483969257051029
2018-05-16,-0.06999985525894759,0.49894721339545167,-0.06842286635558194,-0.38982207656885765,0.3835566955803736
2018-05-17,-0.10290128867675256,1.8893047986333302,-0.04795689771143009,-0.051200982488778295,0.2822276927413947
2018-05-18,-0.03577631223454136,-0.9309885181120067,-0.1072373856494793,0.17024727614072657,-0.04828648274007651
2018-05-21,-0.03382290227247648,-0.9716911827843969,-0.14501502939475971,-0.28810084006511166,0.40582688498077935
2018-05-22,-0.04999622529267962,-0.3017456047389629,-0.11369107383330979,-0.04783226364435687,0.024285078238877097
2018-05-23,-0.10367306859147983,2.184785726690897,-0.010624618744170285,-0.14209543550563059,0.07301080665168033
2018-05-24,-0.13658297662687224,3.3481379591128424,-0.05026128612032039,0.0947895531526648,-0.3363678782607058
2018-05-25,-0.06366025601339607,-0.3197028374851349,-0.040835099483406134,0.3132483703617771,-0.36829749175567145
2018-05-28,0.0014545278437116968,-2.181657856824918,-0.11196668326864388,0.19982730945843025,-0.01498256273780629
2018-05-29,-0.08337719030110753,1.091644024991581,-0.035115414788776264,0.22187773144973816,-0.3193828592349976
