Date,LOCAL_CORE_PC1,LOCAL_CORE_PC2,LOCAL_CORE_PC3,LOCAL_CORE_PC4,LOCAL_CORE_PC5,REGIONAL_CORE_PC1,REGIONAL_CORE_PC2,REGIONAL_CORE_PC3,REGIONAL_CORE_PC4,REGIONAL_CORE_PC5,GLOBAL_CORE_PC1,GLOBAL_CORE_PC2,GLOBAL_CORE_PC3,GLOBAL_CORE_PC4,GLOBAL_CORE_PC5
2018-01-03,,,,,,,,,,,1.9688897045555693,-1.079486236241039,0.741392449894869,1.131142206914974,-0.23178965902360477
2018-01-04,,,,,,,,,,,1.4725678234317183,0.7840870564284859,-1.5792370999902605,-0.28068654935065934,-0.4358166022476801
2018-01-05,,,,,,,,,,,1.2501253511256862,-0.4519282352289084,0.5956656315326054,2.3373684339886056,-0.3036755331894336
2018-01-08,,,,,,,,,,,-0.13735382502756077,0.2863429605482789,0.24924511230972646,-0.5226876865554593,-0.28950289238732396
2018-01-09,,,,,,,,,,,1.1964146963643159,1.6767536032675585,-0.0827028577402827,0.7303154508389961,-0.3227973997286796
2018-01-10,,,,,,,,,,,0.5443243833981692,0.27399966548155713,-0.9435510995044498,-0.5852241587353757,0.07254923410102863
2018-01-11,,,,,,,,,,,0.3060914232366915,-0.04210682818773153,1.0759731799589671,-3.111509353278603,-0.871402822206832
2018-01-12,,,,,,,,,,,2.4731285525338014,-0.3918356574005094,0.4556405087510839,1.6474449880909,0.27700285311013334
2018-01-15,,,,,,,,,,,0.9076415768736302,-1.605118094904918,3.4123938305192207,0.9533308100863181,0.09508129890252084
2018-01-16,,,,,,,,,,,-1.686643415990766,-0.26616639695685873,3.5323440044457968,-4.677249454035831,-0.5354789759177083
2018-01-17,,,,,,,,,,,0.4590947619897654,1.1169087204271222,0.3655404916965347,-0.9329291651919633,-0.3560713088067861
2018-01-18,,,,,,,,,,,0.4512477933740251,0.8757786640805498,-0.6653257601626954,0.4850044120812893,-0.43843823995941034
2018-01-19,,,,,,,,,,,0.8238776747297669,-0.19693843444886952,1.081475496626405,0.4735729884780998,-0.004807668659895298
2018-01-22,,,,,,,,,,,0.7769990547089989,0.5306234420848944,0.888362482852785,-1.5279386496108696,-0.2861364869272863
2018-01-23,,,,,,,,,,,-0.3578378151332561,-0.8414610601081942,0.7294565214259918,-0.020887218988798684,-0.7983337369486485
2018-01-24,,,,,,,,,,,2.161442396501738,-0.6611772892502661,-0.038371855039208876,0.8929254937722513,2.2419088316900995
2018-01-25,,,,,,,,,,,0.2994391771835029,-2.108291107053314,2.622703453355834,0.5333526403109848,0.0768039667743482
2018-01-26,,,,,,,,,,,0.9832172269870065,1.4136265333810671,-0.2568816068704626,-0.33040952127613726,-0.7697157573847812
2018-01-29,,,,,,,,,,,-0.9211490789234607,0.03809758259020001,0.2267960270121853,2.3545260749213552,0.6225447126049637
2018-01-30,,,,,,,,,,,-3.1749343065311124,2.05612488792647,0.6312325295064124,-2.2455664394436656,-0.36535629083937393
2018-01-31,,,,,,,,,,,0.8146329867281299,-0.38031521490869785,0.3207522397589265,0.6825311713161163,0.2732303159445979
2018-02-01,,,,,,,,,,,-0.8172933959332529,1.201553358646997,1.701656976496892,-2.2797245607932437,0.3752561456925495
2018-02-02,,,,,,,,,,,-3.6688345066621117,0.8663928237996352,3.3734009250343315,0.1548319866533059,0.7769292392988236
2018-02-05,,,,,,,,,,,-9.522683421637145,0.20218661500356758,1.182018681464807,-5.437618365190053,1.5496524505443754
2018-02-06,,,,,,,,,,,2.4986312964185196,1.1372578766424708,-4.962822842833278,1.5030905873259461,-1.65584453835083
2018-02-07,,,,,,,,,,,-1.4115474381213318,1.5830078556775857,2.37776706646436,0.739571564669224,-1.6703555034644288
2018-02-08,,,,,,,,,,,-3.380933906929744,0.48845203664126824,-2.3477769818030803,2.873967147882227,1.2612293927786098
2018-02-09,,,,,,,,,,,0.6086698871045289,-0.7410850646015441,-1.342848667003715,1.5825585008317975,-1.2940529737067386
2018-02-12,,,,,,,,,,,1.8440818217147372,0.7981147228523315,-0.9582206431630262,-0.8599936437980874,0.434908651478497
2018-02-13,,,,,,,,,,,0.6233045186979743,-0.39074808731607746,0.9352734923803783,-1.2270955731586328,0.7373561550282763
2018-02-14,,,,,,,,,,,4.563788704376267,0.2606731419476374,-0.46751371750032533,1.504626203169335,2.0830514366342774
2018-02-15,,,,,,,,,,,3.042861605198974,-1.5063013628649062,1.7050999825802502,1.1503655446973604,-0.7006276167143898
