PC,explained_variance,explained_variance_ratio,cumulative_variance_ratio
LOCAL_PC1,5.815418253374022,0.25272791465072086,0.25272791465072086
LOCAL_PC2,4.121653479755598,0.17911985750073353,0.4318477721514544
LOCAL_PC3,2.287751715789945,0.0994216916444059,0.5312694637958604
LOCAL_PC4,1.1311358256563753,0.049157186284752546,0.5804266500806129
LOCAL_PC5,1.1106001722072476,0.04826474267260534,0.6286913927532183
