PC,explained_variance,explained_variance_ratio,cumulative_variance_ratio
GLOBAL_PC1,4.405037215844711,0.2590005910185081,0.2590005910185081
GLOBAL_PC2,2.312695788002023,0.13597832358464557,0.39497891460315365
GLOBAL_PC3,2.0722898150713114,0.12184330360128005,0.5168222182044337
GLOBAL_PC4,1.62509211399475,0.09554966220721138,0.6123718804116451
GLOBAL_PC5,1.1065266868129309,0.0650598512156597,0.6774317316273049
