Date,LOCAL_RECENT_PC1,LOCAL_RECENT_PC2,LOCAL_RECENT_PC3,LOCAL_RECENT_PC4,LOCAL_RECENT_PC5
2026-02-03,1.3807986646714474,-0.1714182277120327,0.5129725057141264,-1.820845088704677,-0.08785414662305803
2026-02-04,-2.183761402510925,-0.7415098224997418,0.15727548855723938,0.2965717905068504,-0.23443377004513102
2026-02-05,-0.5216265384336156,-0.2437817213236909,0.2808060125861129,-0.36441767505947026,0.07705630322501607
2026-02-06,-0.3984559028538838,-0.6495955749436286,0.9256067741524153,0.41266678389711814,-0.1835911492584238
2026-02-09,0.8434451314881541,0.5031867845367474,-2.1993562778822646,-0.06586521864762275,1.033490422899112
2026-02-10,-0.4962054541798684,-0.580902242806838,0.27371233893445307,0.3117065563711225,0.8518577001304573
2026-02-11,7.237478310740336,0.3722894573520157,0.49601523426958954,-1.805321350431872,-0.909576895739657
2026-02-12,-0.36717458925328456,-0.6338312962188234,0.5950266332317756,0.784353722936814,-0.24455345139599535
2026-02-13,-0.22811536873384666,-0.03250788081316165,-0.006016066153225769,-0.07020811358034075,0.49661362621768235
2026-02-16,1.1612820138660795,-0.10197313935412802,-1.3995883003244531,0.9106985067558511,-0.011073579977417482
2026-02-17,0.9980323436270194,0.5193244029239208,0.2267529184216982,-0.1207201412651944,2.033038756985275
2026-02-18,0.8024897887031821,-1.5831322586060703,0.6157353762148493,-0.8205354301557991,-2.2864408340786673
2026-02-19,-0.6564352412711948,-0.1726961041253421,0.6034557709736524,-0.028907953034475416,0.06819546669076831
2026-02-20,0.07716371806888028,-0.851984696288747,0.32061454441437115,-0.10368437054766912,0.021469338243302532
2026-02-23,0.6094562905878136,0.3965603300945068,-2.2438907248277657,-0.27163851674835177,0.10575230395999881
2026-02-24,-0.2956620141559602,-0.9232089109907492,0.8648543794338398,0.5984653027225091,0.7819365461977165
2026-02-25,-0.7852325494847533,0.30672193897192346,0.7385170941303734,-0.3603936541050489,-0.08094014675112372
2026-02-26,7.592233318416693,0.7091011669729453,-0.3210523584071231,-2.261137109025375,-0.35837188762971
2026-02-27,0.03486420646164433,-0.22650961297590608,0.2790165166345928,-0.25372464712835147,0.13051881179990393
2026-03-02,-0.78370069199071,11.283895323680033,-0.40989936705365165,0.16797610144990094,-1.3301391165819192
2026-03-03,-0.15827909399898657,-1.9740544080692624,0.14590412764635408,2.2451341876129813,-0.8834953403105777
2026-03-04,-1.3745469828780175,5.525801886995484,0.7779812040234748,-0.742829265660553,-0.05500788435817091
2026-03-05,-2.426210559304531,2.9206830046685224,0.621762429744441,0.1694680736548352,-0.749689109276508
2026-03-06,-0.5301541939364915,2.0187164099089516,-1.2925810990028883,1.137096569608472,-0.7574165042607203
2026-03-09,0.6960662624217882,-0.07022622650837188,3.51168798382148,1.2068568510698243,0.6657217907463926
2026-03-10,0.07367150761024187,-5.253528927982971,-1.817939728987187,1.6857842489982247,-0.3636333467561754
2026-03-11,-0.7747695220035647,0.6263490712915362,-0.5900773267588496,-0.6651846421974014,-0.15957717182080225
2026-03-12,2.598831676576764,-1.1632006767798837,0.26935249159089425,0.8730611328580734,-1.1647467166830832
2026-03-13,-0.4919017224785821,2.286536287460317,-0.9821674318038802,2.1566316170347317,-2.0563868924488227
2026-03-16,1.4731862424783084,-3.509569921088072,2.1784060993872503,-0.9820381941719495,0.7565341598977028
2026-03-17,0.11146142178251012,-1.7849369475511196,-0.4579730622998269,0.8450177063882378,0.07657681871620851
2026-03-18,5.0016354686303925,1.217816979233269,-0.6771524001414012,-1.5388848584841504,-1.987959784598154
2026-03-19,-0.5281017240068167,1.0851606192371084,2.3257597821359672,2.2546910806349683,-0.7065018547127615
2026-03-20,-0.7629144348132968,-0.19903741566178682,-2.3829192908408348,2.623977761911,0.658770177008894
2026-03-23,1.6053656979936908,1.7765748615215515,5.4841211814909245,1.6610342538515392,3.09669378379606
2026-03-24,0.4937942355781669,-4.097601798700089,-1.9000322513461343,-0.251105622399303,1.1686721488258607
2026-03-25,2.7553863312635642,-1.9303029325251513,-1.2254356087978877,0.026451952003304958,-1.8675684167832658
2026-03-26,0.2335782162507092,0.16817990980403993,1.558736011801007,2.4261714375954018,-1.1430969087792153
2026-03-27,0.436507427347183,-2.3546427503987606,-0.6207154331985933,4.369423127407844,-1.192463388244982
2026-03-30,0.7818503561625467,0.2057616211989046,2.314597522853321,-0.9826434052315655,0.3314131497023832
2026-03-31,-0.47011122242886194,0.05888513110202409,1.1437921801181485,1.2033534471585372,0.13803610807282105
2026-04-01,-1.3153676335648898,0.469474190925976,-1.8455240885865194,-0.17768970698770614,0.32599955504129047
2026-04-02,-0.7759810955297866,0.07115202693904614,-0.12982471907593968,0.29703652175788486,-0.6051769701798912
2026-04-03,-0.6396660188252994,-0.011191123366806199,0.7302175117560014,0.5086531597424527,0.14367708352451142
2026-04-06,1.0306178291444341,-2.435363053802303,0.6567032011830485,-0.8590773007899762,2.0580907183764405
2026-04-07,-0.8523535148045681,1.2198809498415735,-0.43199777490116353,1.061531331626344,0.6987234099801236
2026-04-08,-11.428589578047932,0.7356094450720297,-1.539384416057807,-1.3220487033015489,2.0600887832121884
2026-04-09,-0.8250779199742236,0.08350079749976276,-0.6796046915712037,-1.657501080783738,1.2007989000552854
2026-04-10,-0.7716743208534006,0.15080533382278136,-0.4308670313689278,-0.5969498404400393,0.9188309010369208
2026-04-13,0.7737622195152762,0.03185623870167392,0.3508682531210531,-0.30076560800685864,1.6748675829693813
2026-04-14,-1.1581543494372515,-0.018126121243907233,-2.3173622673537717,-0.8575179596408053,1.986204809737764
2026-04-15,4.299211668064443,0.14897705699874284,-0.36400728045353514,-3.6659970636376515,-1.288370292707744
2026-04-16,-0.7898421241702701,-0.9604037318234294,-1.0443931807090547,-0.8439329683061384,-1.9999700591040044
2026-04-17,-0.42883497223974865,-0.2448927933395415,-2.1691585430214175,-0.6967664264571327,0.6422523912575577
2026-04-20,0.9225851992150614,-0.42190854573682246,1.063626690071117,-1.585156523383734,1.592885200244487
2026-04-21,0.041299911740324345,1.3225712989754999,-0.5099334842165143,0.4931308088719713,-0.7405111612040605
2026-04-22,2.633493046050484,-0.16731334570907402,0.06482499551945764,-0.9006340596366229,-0.48244472407672084
2026-04-23,-0.2086515334094096,-0.41438110014625934,0.038061410610555235,0.020648150711974123,-0.8972881701802868
2026-04-24,-0.4238587543295525,0.18474416074882719,-0.8546728748182537,-0.4697330156344772,1.453025616704495
2026-04-27,0.9366410755153867,0.34744936100042023,0.8450589250252891,0.23249997536368755,0.14795619912260768
2026-04-28,-0.15025246235382142,-0.3087845472382332,-1.7615604351669696,-0.04424062072434057,-0.6036888001960267
2026-04-29,0.6632472158006653,-0.24999313342102458,0.2828955299382742,0.4769966316786887,-1.1052348402975103
2026-04-30,-0.30679250931263014,-0.4008390061016171,0.6077913217207499,0.4497461559659781,0.4808201520136913
2026-05-01,-0.49101945051417994,0.9749389783661159,-3.0402728641546513,1.0864910926457305,-0.018111851620962984
2026-05-04,1.2742149683354307,-0.46878349322764695,1.2076151651831346,0.2512535442183204,-0.017215001488286082
2026-05-05,-0.7807715408075395,-0.1946431406294646,0.33985902573718507,0.09786513469888064,0.14245070621762404
2026-05-06,-1.240721920233172,-0.03665846782788934,-0.8057082589222565,-2.092077200906321,1.7924942031097455
2026-05-07,-11.454056715829283,-3.3430883343672226,3.051878196720671,-3.4605804273843837,-4.292694643571491
2026-05-08,-1.2986261411544677,1.204018406059318,-0.010794190664930911,-0.3016909571094133,1.0537111860216524
