split_date,r2_shift_0,r2_shift_1,corr_shift_0,corr_shift_1,direction_accuracy_shift_0,direction_accuracy_shift_1
2025-01-01,0.3675969803700432,0.01628770771426924,0.6499167983134978,0.23613547796154222,0.6293103448275862,0.5057471264367817
2026-01-01,0.45054904701632137,0.04840364920985585,0.7347307982488144,0.32801807961649626,0.6483516483516484,0.5604395604395604
