Years,2001,,2002,,2003,,2004,,2005,,2006,,2007,,2008,,2009,,2010,,2011,,2012,,2013,,2014,,2015,,2016,,2017,,2018,,2019,,2020,,2021,,2022,,2023,
Japan,244868000.00,M,308750100.00,M,378643900.00,M,396697200.00,M,418895500.00,M,418467100.00,M,419155000.00,M,414274000.00,M,420912400.00,M,433928200.00,M,460169000.00,M,476602400.00,M,504446700.00,M,529721500.00,M,553072600.00,M,613643600.00,M,661220600.00,M,701903100.00,M,740374500.00,M,854893200.00,M,911429800.00,M,951475100.00,M,997664200.00,M
