,2001,,2002,,2003,,2004,,2005,,2006,,2007,,2008,,2009,,2010,,2011,,2012,,2013,,2014,,2015,,2016,,2017,,2018,,2019,,2020,,2021,,2022,,2023,
Japan,12716600.00,M,18095200.00,M,28183000.00,M,31507900.00,M,30381500.00,M,9781400.00,M,9711600.00,M,13993000.00,M,18335000.00,M,20214500.00,M,33063500.00,M,44451900.00,M,102619300.00,M,172050000.00,M,244712900.00,M,313278600.00,M,344882900.00,M,361414400.00,M,373085900.00,M,460853800.00,M,509128300.00,M,469481700.00,M,505190800.00,M
