Date,EURUSD,GBPUSD,EURGEL,USDGEL,GELRUB,GELTRY,USDAMD,USDAZN,USDRUB,USDTRY
2019-08-26,1.1143054962158203,1.2262415885925293,3.2468,2.925,22.2947,1.9629,475.98,1.7068,65.2119975,5.7414825
2019-08-27,1.1103708744049072,1.222195029258728,3.2361,2.918,22.4651,1.9682,475.92,1.7068,65.5531618,5.7432076
2019-08-28,1.109004020690918,1.2283201217651367,3.2323,2.918,22.7423,1.9642,476.0,1.7068,66.3620314,5.7315356
2019-08-29,1.1085859537124634,1.2218515872955322,3.2281,2.92,22.5428,1.9793,476.0,1.7062,65.82497599999999,5.779556
2019-08-30,1.1061947345733643,1.218650221824646,3.2253,2.935,22.4847,1.9661,476.11,1.7072,65.9925945,5.7705035
2019-09-02,1.0991789102554321,1.21592378616333,3.2185,2.935,22.4773,1.9541,476.11,1.7072,65.9708755,5.7352834999999995
2019-09-03,1.0968520641326904,1.2066656351089478,3.2313,2.945,22.437,1.9247,476.3,1.7062,66.076965,5.6682415
2019-09-04,1.0974539518356323,1.2090436220169067,3.2495,2.945,22.2366,1.9045,476.5,1.7062,65.48678699999999,5.6087525
2019-09-05,1.10349702835083,1.2248897552490234,3.2473,2.943,22.28,1.9121,476.33,1.7062,65.57004,5.6273102999999995
2019-09-06,1.1036310195922852,1.2323921918869019,3.2452,2.943,22.1233,1.9221,476.33,1.7062,65.1088719,5.6567403
2019-09-09,1.1020619869232178,1.2283051013946533,3.2641,2.955,21.9512,1.9255,476.6,1.7062,64.865796,5.6898525
2019-09-10,1.1048381328582764,1.2345373630523682,3.2577,2.95,21.945,1.9346,476.6,1.7062,64.73775,5.707070000000001
2019-09-11,1.1050333976745605,1.2354830503463745,3.2477,2.95,21.9834,1.9297,476.33,1.7062,64.85103000000001,5.692615
2019-09-12,1.1013457775115967,1.233471393585205,3.2575,2.945,21.7891,1.9019,476.22,1.7068,64.1688995,5.6010955
2019-09-13,1.1058276891708374,1.2329391241073608,3.2643,2.948,21.6009,1.909,476.18,1.7062,63.6794532,5.627732
2019-09-16,1.1083402633666992,1.2497344017028809,3.2285,2.935,21.5863,1.9318,477.0,1.7062,63.355790500000005,5.669833
2019-09-17,1.100594401359558,1.2428536415100098,3.2549,2.94,21.6851,1.9179,476.05,1.7062,63.75419399999999,5.6386259999999995
2019-09-18,1.1074687242507935,1.2502655982971191,3.2536,2.95,21.526,1.9034,476.2,1.7062,63.50170000000001,5.61503
2019-09-19,1.1031439304351807,1.247053861618042,3.2623,2.955,21.394,1.9113,476.26,1.6965,63.219269999999995,5.6478915
2019-09-20,1.1048502922058105,1.2525050640106201,3.2555,2.955,21.4389,1.9239,476.1,1.7068,63.3519495,5.6851245
2019-09-23,1.1019041538238525,1.2471938133239746,3.2478,2.955,21.3904,1.9127,476.12,1.7068,63.208632,5.6520285
2019-09-24,1.0993722677230835,1.243456244468689,3.258,2.957,21.4221,1.907,476.1,1.7068,63.3451497,5.638999
2019-09-25,1.1016855239868164,1.2485953569412231,3.2385,2.96,21.4525,1.8957,476.05,1.7068,63.4994,5.611272
2019-09-26,1.0952903032302856,1.2359564304351807,3.2329,2.935,21.71,1.8967,476.01,1.7068,63.71885,5.5668145
2019-09-27,1.0922753810882568,1.2331976890563965,3.2212,2.945,21.7294,1.9058,476.0,1.7068,63.99308299999999,5.612581
2019-09-30,1.0942714214324951,1.2293167114257812,3.2313,2.965,21.6406,1.8858,476.0,1.7068,64.164379,5.591397
2019-10-01,1.0899657011032104,1.2289994955062866,3.2407,2.965,21.7727,1.9106,476.0,1.6965,64.5560555,5.664929
2019-10-02,1.0934937000274658,1.2292261123657227,3.2414,2.958,21.8201,1.9094,476.15,1.7068,64.5438558,5.6480052
2019-10-03,1.0963709354400635,1.230436086654663,3.2366,2.952,21.8711,1.9105,476.22,1.7068,64.5634872,5.6397960000000005
2019-10-04,1.0975382328033447,1.2342326641082764,3.2379,2.95,21.7228,1.9137,476.33,1.6976,64.08226,5.645415
2019-10-07,1.098659634590149,1.2334411144256592,3.2405,2.954,21.805,1.9559,476.52,1.7062,64.41197,5.7777286000000005
2019-10-08,1.0972130298614502,1.2288031578063965,3.2347,2.953,21.8865,1.9567,476.5,1.7062,64.6308345,5.7781351
2019-10-09,1.0960105657577515,1.2219561338424683,3.2402,2.954,21.7856,1.9707,476.65,1.7068,64.3546624,5.8214478
2019-10-10,1.0987803936004639,1.2212995290756226,3.2506,2.954,21.6387,1.9582,476.68,1.7068,63.9207198,5.7845228
2019-10-11,1.1011033058166504,1.2433171272277832,3.2656,2.958,21.5332,1.9729,476.73,1.7062,63.69520560000001,5.8358382
2019-10-14,1.1030004024505615,1.261899709701538,3.2621,2.958,21.5355,1.9873,477.25,1.7068,63.702009000000004,5.8784334000000005
2019-10-15,1.1029006242752075,1.2611771821975708,3.2608,2.956,21.5762,1.9821,477.5,1.7068,63.7792472,5.8590876
2019-10-16,1.1034727096557617,1.2760635614395142,3.2756,2.959,21.5191,1.9758,477.5,1.7062,63.67501690000001,5.8463922
2019-10-17,1.107493281364441,1.2823801040649414,3.2943,2.962,21.4982,1.9547,477.25,1.7062,63.67766840000001,5.789821400000001
2019-10-18,1.1127183437347412,1.286860466003418,3.3083,2.962,21.3783,1.942,477.25,1.6962,63.3225246,5.752204
2019-10-21,1.1155734062194824,1.2900229692459106,3.2953,2.956,21.4236,1.9672,477.25,1.6965,63.3281616,5.8150432
2019-10-22,1.1151753664016724,1.297168254852295,3.2871,2.955,21.4134,1.9516,477.25,1.7062,63.276597,5.766978
2019-10-23,1.112928867340088,1.2884771823883057,3.2808,2.948,21.5271,1.9313,475.95,1.7072,63.4618908,5.6934724
2019-10-24,1.1132385730743408,1.2923235893249512,3.2579,2.934,21.682,1.9504,475.85,1.7068,63.614988,5.7224736
2019-10-25,1.1103955507278442,1.2840267419815063,3.2514,2.935,21.6029,1.9539,475.8,1.7068,63.404511500000005,5.7346965
2019-10-28,1.1084262132644653,1.283202886581421,3.265,2.942,21.551,1.9339,476.02,1.707,63.403042,5.6895338
2019-10-29,1.1099148988723755,1.2857435941696167,3.2852,2.957,21.483,1.9259,476.12,1.7078,63.525231,5.694886299999999
2019-10-30,1.1114816665649414,1.2866700887680054,3.2976,2.958,21.3925,1.9144,476.15,1.7072,63.279015,5.662795200000001
2019-10-31,1.1154489517211914,1.290172815322876,3.2865,2.9475,21.5094,1.9133,476.25,1.7073,63.3989565,5.639451749999999
2019-11-01,1.1157102584838867,1.2939623594284058,3.2937,2.95,21.3886,1.9188,476.45,1.7072,63.09637000000001,5.6604600000000005
2019-11-04,1.1166571378707886,1.2937614917755127,3.29,2.957,21.331,1.9273,476.55,1.7072,63.07576699999999,5.699026099999999
2019-11-05,1.1128545999526978,1.2891582250595093,3.2713,2.954,21.3315,1.933,477.5,1.6965,63.013251,5.710082000000001
2019-11-06,1.107419729232788,1.288062334060669,3.2642,2.95,21.479,1.9347,477.75,1.7068,63.36305,5.707365
2019-11-07,1.1070396900177002,1.2856775522232056,3.257,2.948,21.3982,1.9365,477.75,1.7068,63.081893599999994,5.708802
2019-11-08,1.1019697189331055,1.2779992818832397,3.2503,2.95,21.4722,1.9413,477.75,1.7157,63.34299000000001,5.726835
2019-11-11,1.102244257926941,1.2796396017074585,3.2566,2.952,21.4881,1.9409,478.0,1.7157,63.432871199999994,5.7295368
2019-11-12,1.1035456657409668,1.2858428955078125,3.192,2.95,21.8838,1.9682,478.0,1.7157,64.55721000000001,5.80619
2019-11-13,1.1012367010116577,1.285214900970459,3.2413,2.945,21.7066,1.9357,477.45,1.7148,63.925937000000005,5.7006365
2019-11-14,1.1013215780258179,1.2853800058364868,3.2567,2.955,21.4965,1.9308,478.0,1.7155,63.522157500000006,5.705514
2019-11-15,1.1020498275756836,1.2881784439086914,3.2686,2.958,21.3039,1.9192,478.25,1.696,63.0169362,5.6769936
2019-11-18,1.105509877204895,1.2921231985092163,3.2745,2.958,21.4297,1.9251,477.75,1.7153,63.38905260000001,5.6944458000000004
2019-11-19,1.1072357892990112,1.2950851917266846,3.2835,2.964,21.3882,1.9095,477.5,1.7153,63.3946248,5.659758
2019-11-20,1.1080001592636108,1.2929502725601196,3.2906,2.972,21.3285,1.9024,477.5,1.7148,63.388301999999996,5.653932800000001
2019-11-21,1.1078859567642212,1.2927078008651733,3.2795,2.966,21.3312,1.9061,477.5,1.7153,63.2683392,5.6534926
2019-11-22,1.1065863370895386,1.2919896841049194,3.2669,2.964,21.3923,1.9143,477.5,1.7153,63.40677719999999,5.6739852
2019-11-25,1.1022562980651855,1.2853471040725708,3.2687,2.968,21.3855,1.9205,477.5,1.7148,63.472164,5.700044
2019-11-26,1.1014429330825806,1.289723515510559,3.2591,2.958,21.4823,1.9338,477.5,1.7153,63.5446434,5.7201804
2019-11-27,1.1022562980651855,1.2860909700393677,3.2554,2.96,21.3556,1.928,477.5,1.6965,63.212576,5.70688
2019-11-28,1.1004853248596191,1.2929919958114624,3.2559,2.958,21.5065,1.931,478.0,1.7148,63.616227,5.711898000000001
2019-11-29,1.101176142692566,1.29128897190094,3.2582,2.958,21.6098,1.9295,478.0,1.7146,63.921788400000004,5.707461
2019-12-02,1.1019041538238525,1.29128897190094,3.2721,2.954,21.5899,1.9303,478.0,1.7,63.77656460000001,5.7021062
2019-12-03,1.1079105138778687,1.294062852859497,3.2622,2.944,21.6152,1.9369,478.0,1.7146,63.6351488,5.7022336000000005
2019-12-04,1.1085245609283447,1.2997816801071167,3.2608,2.944,21.5486,1.9391,478.25,1.7,63.4390784,5.7087104
2019-12-05,1.108303427696228,1.311131477355957,3.269,2.944,21.4984,1.938,478.25,1.6965,63.2912896,5.705471999999999
2019-12-06,1.1105434894561768,1.3158414363861084,3.2485,2.938,21.5182,1.9525,478.25,1.6965,63.2204716,5.736445
2019-12-09,1.105888843536377,1.3139568567276,3.2135,2.905,21.6445,1.9787,478.25,1.7153,62.8772725,5.748123499999999
2019-12-10,1.106499433517456,1.314578652381897,3.1834,2.87,21.8091,1.994,478.0,1.7148,62.592117,5.72278
2019-12-11,1.1092746257781982,1.3131287097930908,3.177,2.855,21.8702,2.0091,478.01,1.7148,62.439421,5.7359805
2019-12-12,1.1135857105255127,1.3200099468231201,3.1325,2.815,21.9697,2.0276,478.0,1.6965,61.844705499999996,5.707694
2019-12-13,1.1186057329177856,1.347527265548706,3.1522,2.835,22.014,2.0199,478.0,1.704,62.40969,5.726416499999999
2019-12-16,1.1124460697174072,1.335327386856079,3.1922,2.865,21.5044,2.0132,477.75,1.6965,61.61010600000001,5.767818
2019-12-17,1.1136974096298218,1.3272457122802734,3.2109,2.88,21.3604,2.0156,478.0,1.7153,61.517951999999994,5.804928
2019-12-18,1.115138053894043,1.3122154474258423,3.2,2.88,21.4443,2.0283,478.25,1.696,61.75958399999999,5.8415040000000005
2019-12-19,1.1115927696228027,1.3087291717529297,3.1914,2.87,21.4302,2.0405,478.25,1.7153,61.504674,5.856235000000001
2019-12-20,1.1125946044921875,1.3017443418502808,3.1462,2.84,21.6053,2.0621,478.25,1.7148,61.359052,5.856364
2019-12-23,1.1079840660095215,1.3005423545837402,3.1373,2.83,21.6794,2.0722,478.25,1.7153,61.35270200000001,5.864326
2019-12-24,1.109385371208191,1.2944984436035156,3.1354,2.828,21.573,2.0732,478.25,1.7148,61.008444,5.8630096
2019-12-25,1.1090162992477417,1.2934937477111816,3.1604,2.85,21.4712,2.0604,478.25,1.7148,61.19292,5.87214
2019-12-26,1.1095454692840576,1.2973533868789673,3.1568,2.845,21.6435,2.0621,478.25,1.7153,61.5757575,5.8666745
2019-12-27,1.110111951828003,1.3002209663391113,3.1849,2.85,21.5321,2.0657,479.0,1.7148,61.366485000000004,5.887245
2019-12-30,1.1182304620742798,1.3091918230056763,3.1855,2.845,21.5607,2.0675,479.0,1.7153,61.3401915,5.8820375
2019-12-31,1.120229721069336,1.3113033771514893,3.1892,2.845,21.5371,2.0688,479.0,1.7148,61.2730495,5.8857360000000005
2020-01-01,1.1220825910568237,1.326259970664978,3.1892,2.845,21.5416,2.068,479.0,1.7148,61.285852,5.88346
2020-01-02,1.1220825910568237,1.3250298500061035,3.1784,2.845,21.4671,2.071,479.0,1.7148,61.0738995,5.8919950000000005
2020-01-03,1.1171437501907349,1.3152703046798706,3.1753,2.845,21.5896,2.0769,478.75,1.7,61.42241200000001,5.908780500000001
2020-01-06,1.1161960363388062,1.308010220527649,3.1855,2.845,21.483,2.076,478.75,1.7148,61.11913500000001,5.90622
2020-01-07,1.1197994947433472,1.317002534866333,3.1727,2.845,21.5393,2.0767,478.75,1.7148,61.279308500000006,5.908211500000001
2020-01-08,1.1154738664627075,1.31137216091156,3.1646,2.85,21.2674,2.0501,478.75,1.7148,60.612089999999995,5.842785
2020-01-09,1.1113210916519165,1.3105130195617676,3.1927,2.875,21.0919,2.0202,478.75,1.7,60.6392125,5.808075
2020-01-10,1.1111111640930176,1.3070186376571655,3.1914,2.87,21.0392,2.0264,479.25,1.696,60.382504000000004,5.815768000000001
2020-01-13,1.1116669178009033,1.3045634031295776,3.1952,2.87,21.109,2.0209,478.75,1.7148,60.58283000000001,5.799983000000001
2020-01-14,1.1135733127593994,1.2988194227218628,3.1823,2.86,21.2512,2.0343,479.75,1.7148,60.778432,5.818098
2020-01-15,1.113089919090271,1.3022528886795044,3.1886,2.86,21.2457,2.0328,479.75,1.7153,60.762702,5.813808
2020-01-16,1.1154004335403442,1.3041210174560547,3.1824,2.858,21.3293,2.0283,479.75,1.7153,60.959139400000005,5.796881400000001
2020-01-17,1.1139578819274902,1.3078734874725342,3.1656,2.855,21.3365,2.0401,479.75,1.7153,60.9157075,5.8244855
2020-01-20,1.1094592809677124,1.3007283210754395,3.1729,2.86,21.2913,2.0463,478.75,1.6965,60.893117999999994,5.852418
2020-01-21,1.109693169593811,1.3005592823028564,3.1805,2.87,21.376,2.0518,478.25,1.7153,61.349120000000006,5.888666000000001
2020-01-22,1.108561396598816,1.3048017024993896,3.1831,2.87,21.364,2.045,478.25,1.7153,61.31468,5.86915
2020-01-23,1.1096439361572266,1.3144749402999878,3.1719,2.87,21.3742,2.0492,478.5,1.7153,61.343954,5.881204
2020-01-24,1.1055220365524292,1.311991572380066,3.168,2.874,21.4139,2.049,478.85,1.7148,61.54354860000001,5.888826
2020-01-27,1.1025358438491821,1.3061821460723877,3.1688,2.876,21.7019,2.0493,478.5,1.7148,62.41466439999999,5.8937868
2020-01-28,1.101976990699768,1.3060115575790405,3.1738,2.88,21.4205,2.0449,478.5,1.7148,61.69104,5.889312
2020-01-29,1.1022562980651855,1.3024563789367676,3.1728,2.882,21.467,2.0445,478.5,1.6963,61.867894,5.8922490000000005
2020-01-30,1.1016855239868164,1.3022021055221558,3.1766,2.88,21.6955,2.0501,478.5,1.7153,62.483039999999995,5.904288
2020-01-31,1.1029127836227417,1.3089004755020142,3.1903,2.876,22.0369,2.0611,478.0,1.6971,63.3781244,5.9277236
2020-02-03,1.1089794635772705,1.31816565990448,3.146,2.845,22.1047,2.0773,478.8,1.7153,62.88787150000001,5.909918500000001
2020-02-04,1.1062926054000854,1.2997479438781738,3.1329,2.837,21.9565,2.085,478.5,1.6965,62.2905905,5.915145
2020-02-05,1.1047282218933105,1.3032711744308472,3.1198,2.837,21.9288,2.0854,478.5,1.7153,62.2120056,5.9162798
2020-02-06,1.1002310514450073,1.2997140884399414,3.1205,2.842,22.0764,2.0871,478.5,1.7148,62.7411288,5.9315382
2020-02-07,1.0982975959777832,1.2930254936218262,3.1116,2.8435,22.2824,2.0894,478.5,1.7148,63.3600044,5.9412089
2020-02-10,1.0949305295944214,1.2891582250595093,3.1094,2.85,22.3001,2.0907,478.5,1.6965,63.555285000000005,5.958495
2020-02-11,1.0913456678390503,1.2918227910995483,3.1149,2.854,22.0445,2.093,478.5,1.7112,62.915003,5.973422
2020-02-12,1.091941475868225,1.2956557273864746,3.1026,2.854,21.9894,2.1013,478.75,1.7107,62.7577476,5.997110200000001
2020-02-13,1.0875948667526245,1.295756459236145,3.1057,2.865,22.0594,2.0924,479.1,1.7118,63.20018100000001,5.994726000000001
2020-02-14,1.0845986604690552,1.3046824932098389,3.092,2.855,22.0852,2.104,478.5,1.7103,63.053246,6.00692
2020-02-17,1.0841753482818604,1.3052955865859985,3.0931,2.855,22.0652,2.1015,478.5,1.7098,62.996146,5.9997825
2020-02-18,1.0840108394622803,1.3008975982666016,3.07,2.845,22.2847,2.1155,478.5,1.7103,63.39997150000001,6.0185975
2020-02-19,1.079540491104126,1.3002209663391113,3.0392,2.813,22.3373,2.1387,478.5,1.7103,62.8348249,6.016163100000001
2020-02-20,1.081009864807129,1.2928247451782227,3.0319,2.812,22.6167,2.1497,478.25,1.7105,63.5981604,6.0449564
2020-02-21,1.078799843788147,1.2883278131484985,3.0534,2.816,22.5564,2.1453,478.25,1.6988,63.5188224,6.041164800000001
2020-02-24,1.0839051008224487,1.29537034034729,3.0331,2.795,23.2107,2.1724,478.25,1.7112,64.87390649999999,6.071858
2020-02-25,1.0849199295043945,1.292657732963562,3.0222,2.778,23.3381,2.1945,478.25,1.7,64.8332418,6.0963210000000005
2020-02-26,1.0881996154785156,1.3003394603729248,3.022,2.7778,23.2482,2.1882,478.25,1.7098,64.57884996,6.078381960000001
2020-02-27,1.0885894298553467,1.2906889915466309,3.0464,2.77,23.6185,2.2127,478.25,1.7098,65.42324500000001,6.129179
2020-02-28,1.0997228622436523,1.2888922691345215,3.0539,2.77,23.7799,2.2241,478.5,1.7,65.870323,6.160757
2020-03-02,1.1051311492919922,1.2807048559188843,3.0836,2.77,23.5847,2.2001,478.75,1.7098,65.32961900000001,6.094277
2020-03-03,1.1144047975540161,1.2767152786254883,3.0944,2.77,23.7029,2.1719,479.25,1.7103,65.657033,6.016163
2020-03-04,1.118067979812622,1.2820841073989868,3.0841,2.77,23.6061,2.1657,479.0,1.6965,65.388897,5.998989000000001
2020-03-05,1.113908290863037,1.2874983549118042,3.1129,2.77,24.0834,2.1771,479.0,1.7103,66.71101800000001,6.030567
2020-03-06,1.1223849058151245,1.295068383216858,3.1259,2.77,24.4349,2.1711,479.0,1.7098,67.684673,6.013947
2020-03-09,1.1386020183563232,1.3099292516708374,3.1708,2.77,26.83,2.1711,478.75,1.7103,74.31909999999999,6.013947
2020-03-10,1.1397960186004639,1.3075313568115234,3.1914,2.8215,26.83,2.1943,483.0,1.7103,75.70084499999999,6.19121745
2020-03-11,1.1316505670547485,1.2909722328186035,3.1914,2.9097,26.83,2.2124,483.5,1.7107,78.067251,6.43742028
2020-03-12,1.1261515617370605,1.2818212509155273,3.1914,2.9374,26.83,2.2505,484.25,1.7103,78.810442,6.6106187
2020-03-13,1.1184931993484497,1.257023572921753,3.1914,2.9885,26.83,2.2567,489.25,1.7103,80.181455,6.74414795
2020-03-16,1.115536093711853,1.2399870157241821,3.3478,3.006,24.5626,2.1218,487.5,1.6965,73.8351756,6.378130799999999
2020-03-17,1.1163206100463867,1.2266627550125122,3.2917,2.9935,25.0476,2.1111,489.75,1.7103,74.9799906,6.31957785
2020-03-18,1.101552128791809,1.2121652364730835,3.4571,3.1106,25.5352,2.0108,490.25,1.7105,79.42979312,6.25479448
2020-03-19,1.0961546897888184,1.1625338792800903,3.3993,3.1405,24.9011,2.032,491.25,1.6923,78.20190455,6.381495999999999
2020-03-20,1.0657345056533813,1.149438500404358,3.3686,3.15,25.2617,2.0567,493.75,1.7103,79.574355,6.478605000000001
2020-03-23,1.0694386959075928,1.162304162979126,3.4731,3.2395,24.4212,2.0028,493.75,1.6923,79.1124774,6.4880706
2020-03-24,1.0764610767364502,1.1595547199249268,3.4944,3.2395,23.883,1.9601,493.75,1.7107,77.3689785,6.34974395
2020-03-25,1.080263614654541,1.1792036294937134,3.8145,3.4496,22.3249,1.8008,494.0,1.7098,77.01197504000001,6.21203968
2020-03-26,1.0889569520950317,1.1851149797439575,3.7287,3.3263,22.9073,1.8615,494.5,1.6911,76.19655198999999,6.1919074499999995
2020-03-27,1.1048258543014526,1.2200626134872437,3.6556,3.2815,23.9173,1.9457,496.25,1.7103,78.48461995,6.38481455
2020-03-30,1.113908290863037,1.245319128036499,3.6265,3.2825,24.0828,1.9814,497.25,1.6965,79.051791,6.5039455
2020-03-31,1.1030466556549072,1.2371643781661987,3.6383,3.2707,23.8255,1.9879,501.75,1.7103,77.92606285000001,6.50182453
2020-04-01,1.102657437324524,1.2408487796783447,3.5465,3.2353,24.0383,2.0487,501.75,1.7107,77.77111199,6.62815911
2020-04-02,1.0953621864318848,1.238236665725708,3.4963,3.2206,23.8076,2.0254,501.75,1.6976,76.67475656,6.5230032399999995
2020-04-03,1.0847399234771729,1.2394952774047852,3.4041,3.1496,24.1761,2.113,501.25,1.7105,76.14504456,6.6551048
2020-04-06,1.0806955099105835,1.2220158576965332,3.4255,3.1455,23.9636,2.1168,501.25,1.6965,75.3775038,6.658394400000001
2020-04-07,1.0803803205490112,1.2240501642227173,3.4636,3.1542,23.7449,2.1048,499.35,1.7103,74.89616358,6.63896016
2020-04-08,1.0895144939422607,1.2338672876358032,3.445,3.1734,23.3636,2.1099,500.0,1.7103,74.14204824000001,6.69555666
2020-04-09,1.0863661766052246,1.23931086063385,3.4676,3.1734,23.1133,2.0794,493.05,1.7105,73.34774621999999,6.598767960000001
2020-04-10,1.0927408933639526,1.2454850673675537,3.4339,3.1406,23.2003,2.1078,491.18,1.7107,72.86286218,6.61975668
2020-04-13,1.0932666063308716,1.2461059093475342,3.4143,3.1289,23.2688,2.1392,486.5,1.7115,72.80574831999999,6.69334288
2020-04-14,1.0922993421554565,1.2523951530456543,3.4341,3.1279,23.2318,2.1546,485.5,1.7103,72.66674721999999,6.739373339999999
2020-04-15,1.098538875579834,1.26262629032135,3.4121,3.1284,23.8048,2.1837,486.1,1.6984,74.47093632,6.8314870800000005
2020-04-16,1.0905101299285889,1.252097249031067,3.4204,3.1312,23.4696,2.181,484.55,1.7105,73.48801152,6.8291472
2020-04-17,1.0858471393585205,1.2487823963165283,3.4041,3.1311,23.5007,2.1887,483.95,1.7103,73.58304177,6.85303857
2020-04-20,1.0866966247558594,1.248751163482666,3.4295,3.1325,23.9289,2.1801,482.0,1.7103,74.95727925,6.82916325
2020-04-21,1.0864840745925903,1.2442762851715088,3.4365,3.1357,24.4381,2.1851,480.85,1.7103,76.63055016999999,6.851818069999999
2020-04-22,1.0856467485427856,1.2298610210418701,3.4305,3.1699,23.8378,2.1775,479.8,1.7103,75.56344222000001,6.902457250000001
2020-04-23,1.080964207649231,1.2323921918869019,3.4405,3.1687,23.4499,2.1589,479.65,1.7105,74.30569813,6.8409064299999995
2020-04-24,1.077702283859253,1.235223650932312,3.4762,3.1886,23.2092,2.1548,479.67,1.6969,74.00485512,6.870795279999999
2020-04-27,1.08236825466156,1.2366595268249512,3.4755,3.1846,23.1787,2.1594,479.55,1.7107,73.81488802,6.8768252400000005
2020-04-28,1.0824854373931885,1.2422668933868408,3.4589,3.1974,22.9244,2.1606,479.5,1.7103,73.29847656,6.90830244
2020-04-29,1.0836584568023682,1.2435646057128906,3.4908,3.18,22.7596,2.1444,479.5,1.7107,72.375528,6.819192000000001
2020-04-30,1.087725043296814,1.2471472024917603,3.5061,3.2005,22.9609,2.1582,479.25,1.7107,73.48636044999999,6.9073191
2020-05-01,1.094546914100647,1.2581465244293213,3.5015,3.1893,23.5014,2.1735,479.25,1.7107,74.95301502,6.931943550000001
2020-05-04,1.0959625244140625,1.2454230785369873,3.498,3.1761,23.3195,2.1752,480.0,1.7107,74.06506395000001,6.908652719999999
2020-05-05,1.0904293060302734,1.244555115699768,3.4605,3.1938,22.9615,2.1904,480.65,1.7107,73.3344387,6.99569952
2020-05-06,1.0838581323623657,1.2444202899932861,3.4595,3.1786,23.261,2.2273,481.5,1.7004,73.9374146,7.07969578
2020-05-07,1.0798553228378296,1.232559323310852,3.461,3.1949,23.069,2.2033,483.12,1.6965,73.70314809999999,7.03932317
2020-05-08,1.0837171077728271,1.237593173980713,3.4721,3.203,22.6436,2.1871,484.1,1.7107,72.5274508,7.0052813
2020-05-11,1.0839520692825317,1.2417423725128174,3.4651,3.2066,22.854,2.1823,486.0,1.7107,73.28363639999999,6.99776318
2020-05-12,1.080940842628479,1.2333498001098633,3.4677,3.1972,22.8995,2.16,486.5,1.7107,73.2142814,6.905952000000001
2020-05-13,1.0846810340881348,1.2254902124404907,3.4739,3.1782,23.0621,2.1484,487.66,1.7089,73.29596622,6.82804488
2020-05-14,1.08236825466156,1.224155068397522,3.4464,3.1899,22.8947,2.1405,488.88,1.7092,73.03180353,6.82798095
2020-05-15,1.0806955099105835,1.2233912944793701,3.4678,3.1817,22.9139,2.1355,487.88,1.7086,72.90515563000001,6.79452035
2020-05-18,1.0821340084075928,1.2085760831832886,3.5083,3.19,22.6205,2.1244,485.88,1.6965,72.159395,6.776836
2020-05-19,1.0915124416351318,1.2200031280517578,3.4917,3.1972,22.4301,2.0956,484.65,1.7103,71.71351572,6.70005232
2020-05-20,1.0927767753601074,1.2255953550338745,3.5093,3.197,21.9692,2.1,483.6,1.6965,70.2355324,6.7137
2020-05-21,1.0982975959777832,1.2236906290054321,3.4694,3.1687,22.2507,2.1116,481.65,1.6965,70.50579309,6.6910269200000005
2020-05-22,1.0952903032302856,1.2223445177078247,3.4713,3.185,22.1894,2.1151,481.98,1.7103,70.673239,6.7365935
2020-05-25,1.0907801389694214,1.218605637550354,3.4713,3.185,22.2283,2.1137,481.99,1.6965,70.79713550000001,6.732134500000001
2020-05-26,1.0902997255325317,1.220137119293213,3.4978,3.1856,22.1113,2.088,483.8,1.7103,70.43775728,6.6515328
2020-05-27,1.0981770753860474,1.23350191116333,3.5035,3.1841,22.042,2.103,483.91,1.7107,70.1839322,6.6961623
2020-05-28,1.1016855239868164,1.2264822721481323,3.5218,3.1797,21.8642,2.1137,483.9,1.7,69.52159674,6.72093189
2020-05-29,1.1079105138778687,1.2321492433547974,3.5305,3.1565,22.0683,2.1276,483.9,1.703,69.65858895,6.7157694
2020-06-01,1.1118524074554443,1.2347996234893799,3.5377,3.1492,21.7356,2.1248,483.0,1.7107,68.44975152,6.69142016
2020-06-02,1.1125946044921875,1.248704433441162,3.5325,3.1628,21.572,2.0946,482.45,1.7107,68.22792159999999,6.624800879999999
2020-06-03,1.118943691253662,1.2581465244293213,3.5605,3.17,21.5065,2.1002,482.38,1.7103,68.17560499999999,6.657634
2020-06-04,1.1235954761505127,1.2575136423110962,3.3851,2.9583,23.1615,2.241,482.0,1.7103,68.51866545,6.6295503
2020-06-05,1.1337867975234985,1.2609069347381592,3.3444,2.9391,23.1877,2.2648,481.72,1.6984,68.15096906999999,6.65647368
2020-06-08,1.1319515705108643,1.2725722789764404,3.3953,2.9788,22.697,2.2353,481.4,1.7105,67.6098236,6.65851164
2020-06-09,1.1305567026138306,1.2735283374786377,3.4657,3.0326,22.4855,2.2052,481.23,1.7107,68.1895273,6.68748952
2020-06-10,1.1332215070724487,1.2711325883865356,3.4395,3.0253,22.5008,2.2131,481.02,1.7107,68.07167024,6.69529143
2020-06-11,1.1365444660186768,1.2710679769515991,3.4222,3.0293,22.8646,2.232,481.6,1.7107,69.26373278,6.7613976000000005
2020-06-12,1.1288082599639893,1.257703423500061,3.4135,3.0331,22.905,2.2198,481.77,1.7107,69.4731555,6.732875380000001
2020-06-15,1.1252011060714722,1.2508755922317505,3.4515,3.0485,22.7278,2.2161,481.4,1.7107,69.2856983,6.755780850000001
2020-06-16,1.1337740421295166,1.2637752294540405,3.4507,3.064,22.6199,2.2073,481.25,1.7107,69.3073736,6.7631672
2020-06-17,1.1265701055526733,1.258510708808899,3.4536,3.0409,22.6933,2.2058,480.3,1.698,69.00805597,6.70761722
