Date,US900123BB58,US900123AY60,US900123CB40,RU000A0JXU14,XS0767473852,XS0088543193,RU000A1006S9,XS3020792696,XS2010028939,XS2010043904,XS1678623734,XS1678623064,XS2808539410,XS2334109423,XS3262542155,XS2801343414
2023-06-12,8.943693670442629,8.94018828696395,8.622622531941074,13.926307444431032,9.770133845017005,14.647203426324925,16.579434528717332,,7.227597378304323,7.3427227855935,5.5351491436971,5.847369772872473,,6.681652506332478,,
2023-06-13,8.886792845276629,8.857775179179088,8.560472903199022,13.926307444431032,9.770133845017005,14.647203426324925,16.579434528717332,,7.158317677440264,7.373492708780839,5.485612255241117,5.982057503603466,,6.66169769925611,,
2023-06-14,8.83564657967953,8.794994317997121,8.496074547826652,13.768586096907226,9.729834324280219,14.364855052707936,16.217569110433523,,7.2391804204500785,7.371292827842341,5.523119498545207,5.9203408070208745,,6.653719505901651,,
2023-06-15,8.827599730702033,8.787722149796728,8.49465083851,13.768586096907226,9.729834324280219,14.364855052707936,16.217569110433523,,7.225667886486054,7.366894003486077,5.545685990427457,5.972398071337246,,6.649731207871611,,
2023-06-16,8.804842831752566,8.825600829988652,8.477591104689022,13.926307444431032,9.770133845017005,14.364855052707936,16.217569110433523,,7.2025365681332225,7.312013904475177,5.523119498545207,5.9492399404267,,6.645743442097726,,
2023-06-19,8.874650605982678,8.952022450440637,8.526046170061116,13.926307444431032,9.770133845017005,14.364855052707936,16.217569110433523,,7.229527160042465,7.340527272464653,5.523119498545207,5.9646748529319655,,6.649731207871611,,
2023-06-20,8.976385061009024,9.036786701433451,8.673659669086607,14.252906546996517,9.689768409862412,14.647203426324925,16.579434528717332,,7.279803520869719,7.364695059899222,5.5351491436971,5.972398071337246,,6.649731207871611,,
2023-06-21,8.953215323269479,8.965354205962562,8.68244994410282,14.595410468401399,9.770133845017005,14.647203426324925,16.579434528717332,,7.26044316507468,7.366894003486077,5.529132660682403,5.9646748529319655,,6.66169769925611,,
2023-06-22,8.953215323269479,9.09223199176125,8.634252285384107,14.955180405991275,9.770133845017005,14.647203426324925,16.579434528717332,,7.190986515267088,7.333942600868647,5.51710965377008,5.9492399404267,,6.697625950768198,,
2023-06-23,9.006466034864772,9.072712964973388,8.7621104195072,15.007302968216047,9.770133845017005,14.647203426324925,16.579434528717332,,7.216024773279211,7.296682282701104,5.529132660682403,5.9492399404267,,6.665687594843532,,
2023-06-26,8.95593780964251,8.838749370624372,8.735446672592783,14.647249229128203,9.610327526622708,14.477431631476142,16.39692546901907,,7.2314572317838595,7.292304607702392,5.509602007495113,5.970466906289151,,6.665687594843532,,
2023-06-27,8.63548426692602,8.875372694287186,8.664881458314765,14.647249229128203,9.610327526622708,14.477431631476142,16.579434528717332,,7.196760243039363,7.281365835215023,5.484114648780874,5.92226574175581,,6.685645067148087,,
2023-06-28,8.8168827855279,8.938710092312558,8.670732259872391,14.647249229128203,9.770133845017005,14.779339931786705,16.954333372176187,,7.187138805272496,7.294493290403839,5.488608086124993,5.937673825530988,,6.697625950768198,,
2023-06-29,8.775485581470157,8.941666720509344,8.675123876299153,14.647249229128203,9.770133845017005,14.779339931786705,16.954333372176187,,7.177524571954971,7.279179008338529,5.488608086124993,5.956955477172047,,6.6936317892340265,,
2023-06-30,8.799497374351763,8.96683671180335,8.695658044355879,14.647249229128203,9.770133845017005,14.779339931786705,16.954333372176187,,7.2314572317838595,7.355902407523112,5.512604445096036,5.966605297143334,,6.677660478825982,,
