Date,US900123BB58,US900123AY60,US900123CB40,RU000A0JXU14,XS0767473852,XS0088543193,RU000A1006S9,XS3020792696,XS2010028939,XS2010043904,XS1678623734,XS1678623064,XS2808539410,XS2334109423,XS3262542155,XS2801343414
2018-01-01,,,,104.93,111.88,173.625,,,,,,,,,,
2018-01-02,116.48,111.7,88.2,104.29,112.12,173.625,,,,,,,,,,
2018-01-03,116.92,112.22,88.5,104.89,112.25,173.75,,,,,,,,,,
2018-01-04,116.97,112.17,88.45,105.88,112.62,173.875,,,,,,,,,,
2018-01-05,117.12,112.4,88.81,105.2,112.75,174.0,,,,,,,,,,
2018-01-08,117.19,112.17,88.65,106.58,113.88,174.625,,,,,,,,,,
2018-01-09,116.98,111.64,88.35,105.78,113.12,174.5,,,,,,,,,,
2018-01-10,116.13,111.18,87.16,105.33,112.38,174.0,,,,,,,,,,
2018-01-11,116.15,111.69,87.35,105.78,112.38,174.0,,,,,,,,,,
2018-01-12,116.2,111.96,87.43,105.19,112.25,173.875,,,,,,,,,,
2018-01-15,116.28,111.88,87.5,105.47,112.5,174.0,,,,,,,,,,
2018-01-16,116.03,111.46,87.24,105.56,112.75,174.125,,,,,,,,,,
2018-01-17,115.92,111.05,86.94,105.16,112.38,174.125,,,,,,,,,,
2018-01-18,115.43,110.51,86.66,104.43,111.5,173.125,,,,,,,,,,
2018-01-19,114.6,109.9,86.18,104.35,110.62,172.75,,,,,,,,,,
2018-01-22,114.33,109.88,85.54,103.84,110.5,172.5,,,,,,,,,,
2018-01-23,115.36,110.2,86.25,104.52,111.38,172.75,,,,,,,,,,
2018-01-24,114.8,109.82,86.19,104.36,110.88,172.375,,,,,,,,,,
2018-01-25,114.59,110.12,86.03,104.89,111.5,172.375,,,,,,,,,,
2018-01-26,114.77,110.33,86.24,104.86,112.0,172.5,,,,,,,,,,
2018-01-29,114.7,110.0,85.9,104.14,110.5,171.75,,,,,,,,,,
2018-01-30,114.12,109.47,85.38,104.39,111.12,171.875,,,,,,,,,,
2018-01-31,114.43,109.91,86.1,105.37,112.0,172.25,,,,,,,,,,
2018-02-01,114.48,110.13,85.99,105.96,112.88,172.375,,,,,,,,,,
2018-02-02,114.1,108.88,85.74,105.08,111.88,172.0,,,,,,,,,,
2018-02-05,112.68,108.26,84.59,104.38,111.38,171.625,,,,,,,,,,
2018-02-06,112.43,108.03,84.07,104.03,110.88,171.375,,,,,,,,,,
2018-02-07,112.84,108.43,84.44,104.37,111.75,171.75,,,,,,,,,,
2018-02-08,112.25,106.98,83.89,103.79,111.75,170.875,,,,,,,,,,
2018-02-09,110.8,106.13,82.29,102.09,108.88,170.0,,,,,,,,,,
2018-02-12,110.27,106.04,81.96,101.86,109.0,170.375,,,,,,,,,,
2018-02-13,110.35,105.71,82.21,102.06,108.38,169.625,,,,,,,,,,
2018-02-14,109.94,104.92,81.75,100.82,107.75,169.0,,,,,,,,,,
2018-02-15,109.7,105.41,81.69,101.76,108.38,169.25,,,,,,,,,,
2018-02-16,110.8,106.33,82.95,102.68,109.12,169.375,,,,,,,,,,
2018-02-19,110.95,106.73,83.15,103.11,109.5,169.625,,,,,,,,,,
2018-02-20,110.84,105.81,82.95,102.26,109.12,169.5,,,,,,,,,,
2018-02-21,110.42,106.05,82.28,102.46,109.25,169.25,,,,,,,,,,
2018-02-22,109.72,105.45,81.68,102.77,109.12,169.125,,,,,,,,,,
2018-02-23,109.62,105.26,81.75,103.71,110.25,169.375,,,,,,,,,,
2018-02-26,110.14,105.82,82.2,104.34,111.12,169.75,,,,,,,,,,
2018-02-27,110.3,105.61,82.25,103.89,110.75,169.75,,,,,,,,,,
2018-02-28,109.5,105.45,81.7,104.13,110.38,169.5,,,,,,,,,,
2018-03-01,109.53,105.18,82.01,103.28,109.62,168.875,,,,,,,,,,
2018-03-02,109.2,105.0,81.61,102.69,109.25,168.625,,,,,,,,,,
2018-03-05,109.3,105.0,81.52,102.14,109.38,168.5,,,,,,,,,,
2018-03-06,109.5,105.14,81.8,102.52,109.38,168.375,,,,,,,,,,
2018-03-07,109.39,105.0,81.74,101.63,108.88,168.0,,,,,,,,,,
2018-03-08,109.14,105.0,81.36,101.12,108.75,167.75,,,,,,,,,,
2018-03-09,109.07,105.0,81.21,101.01,108.62,167.5,,,,,,,,,,
2018-03-12,109.09,105.0,81.16,101.62,108.75,167.5,,,,,,,,,,
2018-03-13,108.55,104.12,80.55,101.77,108.75,167.5,,,,,,,,,,
2018-03-14,108.62,104.45,80.96,100.54,108.38,167.125,,,,,,,,,,
2018-03-15,108.57,104.31,80.96,100.04,107.88,166.625,,,,,,,,,,
2018-03-16,108.43,104.06,80.79,100.59,108.0,166.875,,,,,,,,,,
2018-03-19,107.93,103.62,80.57,99.93,107.75,166.75,,,,,,,,,,
2018-03-20,107.5,103.44,80.11,99.99,106.75,166.25,,,,,,,,,,
2018-03-21,107.68,103.57,80.19,100.19,107.0,166.375,,,,,,,,,,
2018-03-22,108.14,103.88,80.8,100.04,107.25,166.5,,,,,,,,,,
2018-03-23,107.67,103.56,80.4,99.78,106.75,166.25,,,,,,,,,,
2018-03-26,107.62,103.3,80.41,99.55,106.62,166.125,,,,,,,,,,
2018-03-27,107.48,103.49,80.15,99.99,107.12,166.375,,,,,,,,,,
2018-03-28,107.53,103.39,80.15,100.32,107.62,166.625,,,,,,,,,,
2018-03-29,108.0,103.61,80.74,100.23,107.62,166.5,,,,,,,,,,
2018-03-30,108.0,103.61,80.74,100.27,107.62,166.5,,,,,,,,,,
2018-04-02,108.0,103.61,80.74,100.09,107.62,166.5,,,,,,,,,,
2018-04-03,108.05,103.66,80.8,100.09,108.25,166.625,,,,,,,,,,
2018-04-04,108.05,103.65,80.78,100.56,109.0,166.875,,,,,,,,,,
2018-04-05,108.0,103.5,80.62,101.33,109.75,167.0,,,,,,,,,,
2018-04-06,108.13,103.89,81.06,101.24,110.25,167.125,,,,,,,,,,
2018-04-09,108.4,103.5,81.01,97.25,106.0,163.875,,,,,,,,,,
2018-04-10,108.0,103.5,80.14,94.25,102.25,160.0,,,,,,,,,,
2018-04-11,107.05,102.83,79.96,95.25,103.25,160.5,,,,,,,,,,
2018-04-12,107.0,102.98,80.33,97.38,105.5,162.125,,,,,,,,,,
2018-04-13,107.35,103.2,81.01,96.5,104.75,161.5,,,,,,,,,,
2018-04-16,107.4,102.65,80.99,95.62,104.0,160.75,,,,,,,,,,
2018-04-17,107.15,102.61,80.54,96.25,104.38,161.0,,,,,,,,,,
2018-04-18,107.72,103.52,81.15,97.38,105.25,161.5,,,,,,,,,,
2018-04-19,108.53,103.43,81.25,97.25,105.38,161.625,,,,,,,,,,
2018-04-20,107.65,102.86,80.79,96.12,104.25,161.0,,,,,,,,,,
2018-04-23,107.15,102.61,80.46,96.75,104.5,161.5,,,,,,,,,,
2018-04-24,107.04,102.91,80.39,97.0,104.38,161.625,,,,,,,,,,
2018-04-25,107.29,102.8,80.1,95.75,103.75,161.25,,,,,,,,,,
2018-04-26,107.45,102.93,80.08,96.0,104.0,161.0,,,,,,,,,,
2018-04-27,106.9,102.62,80.02,96.25,104.25,161.25,,,,,,,,,,
2018-04-30,106.7,102.57,79.64,97.05,105.0,161.75,,,,,,,,,,
2018-05-01,106.7,102.57,79.64,96.0,104.25,161.25,,,,,,,,,,
2018-05-02,106.17,101.15,78.22,95.5,103.75,160.75,,,,,,,,,,
2018-05-03,104.13,100.8,77.44,95.0,102.8,160.5,,,,,,,,,,
2018-05-04,103.48,100.12,76.75,93.5,102.0,159.75,,,,,,,,,,
2018-05-07,102.86,99.37,76.41,93.5,101.75,159.625,,,,,,,,,,
2018-05-08,102.58,98.29,76.44,93.12,101.8,159.75,,,,,,,,,,
2018-05-09,101.18,97.94,74.71,91.5,99.62,158.5,,,,,,,,,,
2018-05-10,101.49,97.97,76.69,94.62,102.75,160.125,,,,,,,,,,
2018-05-11,102.17,97.98,77.09,95.75,103.62,161.375,,,,,,,,,,
2018-05-14,101.62,97.5,76.84,95.0,103.25,161.625,,,,,,,,,,
2018-05-15,100.05,94.1,75.39,93.12,101.75,160.5,,,,,,,,,,
2018-05-16,97.56,94.23,73.93,94.0,102.0,160.625,,,,,,,,,,
2018-05-17,97.14,93.79,73.59,93.25,101.62,160.5,,,,,,,,,,
2018-05-18,96.82,93.53,73.43,92.62,101.38,160.375,,,,,,,,,,
2018-05-21,96.82,93.53,73.43,92.75,101.12,160.5,,,,,,,,,,
2018-05-22,96.0,92.24,72.94,93.5,101.5,160.875,,,,,,,,,,
2018-05-23,96.15,93.45,74.53,94.88,102.5,161.75,,,,,,,,,,
2018-05-24,99.55,94.99,75.97,96.0,103.62,162.25,,,,,,,,,,
2018-05-25,98.6,96.34,76.42,95.88,103.75,162.125,,,,,,,,,,
2018-05-28,99.65,96.3,76.86,95.88,103.75,162.125,,,,,,,,,,
2018-05-29,101.63,97.74,77.94,96.0,103.88,162.75,,,,,,,,,,
2018-05-30,101.47,98.0,77.99,95.62,103.62,162.75,,,,,,,,,,
2018-05-31,101.21,96.68,77.44,95.0,103.25,162.0,,,,,,,,,,
2018-06-01,98.14,94.47,75.48,94.25,102.5,162.25,,,,,,,,,,
2018-06-04,98.55,94.68,74.4,94.75,102.5,162.0,,,,,,,,,,
2018-06-05,98.55,94.49,74.44,94.5,102.5,161.75,,,,,,,,,,
2018-06-06,97.27,94.18,73.74,94.5,102.5,161.625,,,,,,,,,,
2018-06-07,98.24,95.22,75.02,94.12,102.0,161.5,,,,,,,,,,
2018-06-08,97.87,94.94,74.56,93.38,101.5,161.5,,,,,,,,,,
2018-06-11,97.72,94.29,74.33,93.12,101.5,161.375,,,,,,,,,,
2018-06-12,96.72,93.21,73.67,92.88,101.0,161.125,,,,,,,,,,
2018-06-13,95.77,92.5,72.44,92.75,100.5,161.2,,,,,,,,,,
2018-06-14,95.77,93.09,73.45,94.12,101.75,161.375,,,,,,,,,,
2018-06-15,95.27,92.5,72.55,94.0,102.0,161.625,,,,,,,,,,
2018-06-18,94.82,90.65,71.96,93.0,101.25,161.0,,,,,,,,,,
2018-06-19,93.54,89.33,70.74,92.75,100.88,160.75,,,,,,,,,,
2018-06-20,94.69,91.1,72.09,94.0,101.88,161.25,,,,,,,,,,
2018-06-21,95.32,92.3,72.92,94.12,102.0,161.375,,,,,,,,,,
2018-06-22,97.85,94.81,75.13,94.75,102.88,161.875,,,,,,,,,,
2018-06-25,99.27,93.28,75.9,94.75,102.88,162.0,,,,,,,,,,
2018-06-26,96.08,92.4,72.95,94.75,103.0,161.625,,,,,,,,,,
2018-06-27,96.4,92.74,73.39,94.88,103.38,161.75,,,,,,,,,,
2018-06-28,96.94,93.22,73.98,95.5,103.75,162.125,,,,,,,,,,
2018-06-29,97.41,94.01,74.33,96.5,104.5,163.0,,,,,,,,,,
2018-07-02,98.15,93.35,74.47,96.38,104.88,162.875,,,,,,,,,,
2018-07-03,97.38,93.49,73.93,97.5,105.5,164.0,,,,,,,,,,
2018-07-04,97.33,93.58,74.24,97.5,105.5,164.0,,,,,,,,,,
2018-07-05,99.0,94.14,74.41,98.5,106.5,164.25,,,,,,,,,,
2018-07-06,99.0,94.75,75.34,98.38,106.5,164.0,,,,,,,,,,
2018-07-09,99.32,96.01,75.67,98.5,107.25,164.125,,,,,,,,,,
2018-07-10,97.27,92.61,73.57,99.75,107.88,164.75,,,,,,,,,,
2018-07-11,95.47,91.29,72.17,99.62,107.62,164.25,,,,,,,,,,
2018-07-12,93.6,90.34,70.68,99.75,108.0,164.5,,,,,,,,,,
2018-07-13,94.16,91.17,72.27,100.75,108.5,165.125,,,,,,,,,,
2018-07-16,94.45,91.32,72.1,100.5,108.5,165.0,,,,,,,,,,
2018-07-17,95.0,92.15,72.83,99.75,107.5,164.5,,,,,,,,,,
2018-07-18,96.2,92.46,73.73,99.0,106.62,164.0,,,,,,,,,,
2018-07-19,96.52,93.19,73.93,98.5,106.38,163.875,,,,,,,,,,
2018-07-20,97.12,93.73,74.38,99.0,106.75,163.5,,,,,,,,,,
2018-07-23,97.37,93.82,74.53,98.62,106.88,163.5,,,,,,,,,,
2018-07-24,97.23,91.68,74.28,98.5,106.5,163.75,,,,,,,,,,
2018-07-25,96.3,92.76,73.38,98.38,105.88,163.75,,,,,,,,,,
2018-07-26,96.71,93.5,73.75,98.88,106.75,163.5,,,,,,,,,,
2018-07-27,96.07,92.51,73.33,99.0,106.75,164.25,,,,,,,,,,
2018-07-30,95.83,91.88,72.98,99.25,107.0,163.625,,,,,,,,,,
2018-07-31,94.92,91.6,72.53,99.75,107.25,164.25,,,,,,,,,,
2018-08-01,94.65,91.25,72.33,98.75,106.75,163.5,,,,,,,,,,
2018-08-02,92.63,89.62,70.88,97.75,106.25,163.0,,,,,,,,,,
2018-08-03,93.63,90.55,71.93,97.88,105.88,163.0,,,,,,,,,,
2018-08-06,93.8,90.43,71.98,97.5,105.88,162.875,,,,,,,,,,
2018-08-07,93.56,90.17,72.08,97.25,105.62,162.375,,,,,,,,,,
2018-08-08,94.0,89.68,72.18,95.3,103.62,160.75,,,,,,,,,,
2018-08-09,92.57,89.1,71.19,94.75,103.25,159.625,,,,,,,,,,
2018-08-10,91.8,83.15,68.38,94.62,103.38,160.125,,,,,,,,,,
2018-08-13,85.6,79.87,68.38,93.75,102.0,158.75,,,,,,,,,,
2018-08-14,81.74,82.0,68.79,95.12,102.88,159.25,,,,,,,,,,
2018-08-15,81.74,82.86,68.68,95.12,102.88,159.75,,,,,,,,,,
2018-08-16,83.51,86.31,71.33,94.25,102.38,159.5,,,,,,,,,,
2018-08-17,83.51,84.99,71.18,94.62,102.5,159.625,,,,,,,,,,
2018-08-20,90.61,84.36,69.18,94.25,102.75,159.75,,,,,,,,,,
2018-08-21,88.18,85.73,68.88,94.38,102.5,159.5,,,,,,,,,,
2018-08-22,90.25,87.18,71.38,94.5,103.12,159.75,,,,,,,,,,
2018-08-23,92.73,87.39,71.58,94.5,103.0,159.875,,,,,,,,,,
2018-08-24,90.5,86.13,70.68,95.0,103.25,159.75,,,,,,,,,,
2018-08-27,90.5,86.28,69.88,94.62,102.88,159.875,,,,,,,,,,
2018-08-28,90.5,87.0,69.68,94.88,103.5,160.375,,,,,,,,,,
2018-08-29,90.5,83.77,68.53,94.88,103.5,160.125,,,,,,,,,,
2018-08-30,87.01,81.67,67.83,95.12,103.88,160.875,,,,,,,,,,
2018-08-31,85.45,81.0,67.28,95.0,103.62,160.875,,,,,,,,,,
2018-09-03,84.0,81.0,66.13,95.0,103.5,160.875,,,,,,,,,,
2018-09-04,84.0,80.75,66.13,93.75,102.5,160.5,,,,,,,,,,
2018-09-05,84.08,80.82,67.08,94.0,102.5,160.5,,,,,,,,,,
2018-09-06,85.73,82.82,68.53,93.88,102.75,160.125,,,,,,,,,,
2018-09-07,87.35,82.93,69.78,93.25,102.62,159.75,,,,,,,,,,
2018-09-10,86.49,82.46,68.83,92.5,101.88,158.375,,,,,,,,,,
2018-09-11,86.43,82.61,68.78,92.38,102.12,158.0,,,,,,,,,,
2018-09-12,86.92,84.5,69.18,93.12,102.88,158.25,,,,,,,,,,
2018-09-13,86.88,88.02,72.18,94.0,103.25,158.625,,,,,,,,,,
2018-09-14,86.88,89.01,73.53,94.0,103.38,158.75,,,,,,,,,,
2018-09-17,91.17,87.98,71.88,93.25,102.88,158.75,,,,,,,,,,
2018-09-18,91.11,87.04,71.28,93.38,103.0,158.625,,,,,,,,,,
2018-09-19,91.29,88.19,71.33,92.62,102.12,158.25,,,,,,,,,,
2018-09-20,93.14,89.0,71.78,92.88,102.62,158.625,,,,,,,,,,
2018-09-21,93.14,88.32,71.73,93.5,103.0,158.875,,,,,,,,,,
2018-09-24,93.05,89.24,71.7,93.62,103.0,158.875,,,,,,,,,,
2018-09-25,93.52,89.85,72.28,93.75,103.25,158.875,,,,,,,,,,
2018-09-26,93.23,89.91,72.03,94.25,103.62,159.125,,,,,,,,,,
2018-09-27,93.54,90.61,73.13,95.25,104.75,159.75,,,,,,,,,,
2018-09-28,94.6,90.61,73.28,96.12,105.25,160.125,,,,,,,,,,
2018-10-01,93.92,90.34,73.37,96.0,105.12,160.5,,,,,,,,,,
2018-10-02,93.09,88.98,72.18,95.5,104.75,160.25,,,,,,,,,,
2018-10-03,93.09,88.98,72.18,95.75,104.88,160.375,,,,,,,,,,
2018-10-04,91.0,87.22,69.78,93.62,103.0,158.875,,,,,,,,,,
2018-10-05,90.07,86.28,69.53,93.62,102.75,158.625,,,,,,,,,,
2018-10-08,89.68,86.1,69.53,93.38,102.75,158.5,,,,,,,,,,
2018-10-09,89.57,86.54,69.68,93.0,102.0,158.625,,,,,,,,,,
2018-10-10,90.34,86.95,70.38,93.5,102.25,158.25,,,,,,,,,,
2018-10-11,90.83,87.74,70.93,93.0,101.88,158.0,,,,,,,,,,
2018-10-12,92.44,87.85,72.23,93.62,102.12,158.25,,,,,,,,,,
2018-10-15,92.35,88.17,72.48,93.75,102.5,158.625,,,,,,,,,,
2018-10-16,92.08,87.71,72.08,93.75,102.5,159.0,,,,,,,,,,
2018-10-17,92.77,88.39,72.38,93.62,103.0,158.75,,,,,,,,,,
2018-10-18,92.48,88.16,72.43,92.88,101.75,158.375,,,,,,,,,,
2018-10-19,92.17,88.0,71.73,92.75,101.62,158.75,,,,,,,,,,
2018-10-22,92.02,88.0,71.73,92.88,101.75,158.375,,,,,,,,,,
2018-10-23,91.61,88.0,71.13,92.5,101.5,158.125,,,,,,,,,,
2018-10-24,91.72,88.0,71.58,93.0,102.0,158.25,,,,,,,,,,
2018-10-25,91.95,88.11,71.78,92.88,101.62,158.375,,,,,,,,,,
2018-10-26,92.24,88.36,71.98,93.0,101.75,158.5,,,,,,,,,,
2018-10-29,92.42,88.4,72.18,92.88,101.75,158.5,,,,,,,,,,
2018-10-30,92.49,88.5,72.03,92.88,102.0,158.75,,,,,,,,,,
2018-10-31,92.49,88.0,71.83,92.5,101.75,158.25,,,,,,,,,,
2018-11-01,92.75,88.0,70.98,92.38,101.5,158.375,,,,,,,,,,
2018-11-02,92.29,90.0,71.88,92.5,101.62,158.375,,,,,,,,,,
2018-11-05,93.55,90.0,72.43,92.12,101.25,158.125,,,,,,,,,,
2018-11-06,94.04,90.0,72.68,92.25,101.38,158.125,,,,,,,,,,
2018-11-07,94.68,90.05,72.88,91.62,101.25,158.0,,,,,,,,,,
2018-11-08,93.75,90.0,72.48,91.0,100.62,157.5,,,,,,,,,,
2018-11-09,94.0,90.0,71.93,90.12,100.0,157.5,,,,,,,,,,
2018-11-12,94.5,90.0,71.78,90.12,99.88,157.25,,,,,,,,,,
2018-11-13,93.53,90.0,71.75,90.38,100.25,157.25,,,,,,,,,,
2018-11-14,93.17,90.0,71.73,91.0,100.62,157.375,,,,,,,,,,
2018-11-15,92.97,90.0,71.7,91.12,101.38,157.75,,,,,,,,,,
2018-11-16,92.89,90.0,71.43,90.88,101.25,157.625,,,,,,,,,,
2018-11-19,92.21,88.03,70.83,91.0,101.0,157.875,,,,,,,,,,
2018-11-20,91.89,85.95,70.35,90.62,100.75,157.5,,,,,,,,,,
2018-11-21,91.01,86.07,69.73,91.0,100.62,157.375,,,,,,,,,,
2018-11-22,91.0,86.17,69.88,91.0,100.62,157.375,,,,,,,,,,
2018-11-23,90.93,85.95,69.78,91.0,100.62,157.5,,,,,,,,,,
2018-11-26,89.96,86.0,69.58,89.5,99.25,156.25,,,,,,,,,,
2018-11-27,89.82,84.76,69.28,89.5,99.38,156.0,,,,,,,,,,
2018-11-28,88.79,84.93,68.83,89.62,99.12,155.875,,,,,,,,,,
2018-11-29,90.76,86.61,70.38,89.62,100.62,156.625,,,,,,,,,,
2018-11-30,90.66,86.59,70.33,91.5,100.5,156.75,,,,,,,,,,
2018-12-03,91.72,87.5,71.18,92.5,101.5,157.125,,,,,,,,,,
2018-12-04,91.76,87.06,71.08,92.88,101.75,158.0,,,,,,,,,,
2018-12-05,91.3,87.12,70.53,92.25,101.62,157.875,,,,,,,,,,
2018-12-06,91.1,86.97,70.48,92.0,101.0,157.625,,,,,,,,,,
2018-12-07,91.24,87.7,70.78,92.88,101.38,157.75,,,,,,,,,,
2018-12-10,91.97,87.71,71.18,92.75,101.38,158.25,,,,,,,,,,
2018-12-11,92.2,88.15,71.33,92.75,101.25,157.75,,,,,,,,,,
2018-12-12,92.11,89.3,71.28,92.75,101.38,157.75,,,,,,,,,,
2018-12-13,92.77,89.43,71.58,93.0,101.38,157.875,,,,,,,,,,
2018-12-14,93.16,89.8,71.98,93.38,101.5,158.125,,,,,,,,,,
2018-12-17,93.48,89.94,72.18,93.5,101.75,158.25,,,,,,,,,,
2018-12-18,93.73,90.36,72.38,93.38,101.75,158.5,,,,,,,,,,
2018-12-19,94.1,92.38,73.68,93.5,101.88,158.25,,,,,,,,,,
2018-12-20,97.28,93.44,74.83,94.0,102.5,158.875,,,,,,,,,,
2018-12-21,97.09,92.87,74.28,93.88,102.5,158.75,,,,,,,,,,
2018-12-24,97.09,92.87,74.28,93.88,102.25,158.875,,,,,,,,,,
2018-12-25,97.09,92.87,74.28,93.88,102.25,158.875,,,,,,,,,,
2018-12-26,97.09,92.87,74.28,94.0,102.38,158.875,,,,,,,,,,
2018-12-27,96.75,93.13,74.13,93.88,102.25,158.75,,,,,,,,,,
2018-12-28,96.58,93.13,73.78,93.5,102.25,158.625,,,,,,,,,,
2018-12-31,96.58,93.13,73.78,93.75,102.25,158.75,,,,,,,,,,
2019-01-01,96.58,93.13,73.78,93.75,102.25,158.75,,,,,,,,,,
2019-01-02,96.45,92.49,73.93,93.88,102.5,158.625,,,,,,,,,,
2019-01-03,96.03,92.13,73.43,93.88,103.75,160.0,,,,,,,,,,
2019-01-04,96.07,92.48,73.78,93.88,104.5,160.5,,,,,,,,,,
2019-01-07,96.2,92.58,73.88,98.25,105.88,161.25,,,,,,,,,,
2019-01-08,95.83,91.03,73.43,97.5,105.38,160.625,,,,,,,,,,
2019-01-09,94.69,91.08,72.88,97.38,105.38,160.5,,,,,,,,,,
2019-01-10,95.09,91.3,72.93,96.5,105.0,159.875,,,,,,,,,,
2019-01-11,94.73,90.98,73.0,96.75,105.12,159.75,,,,,,,,,,
2019-01-14,93.95,90.16,71.92,96.75,105.12,159.75,,,,,,,,,,
2019-01-15,94.45,90.87,72.71,97.12,105.38,159.75,,,,,,,,,,
2019-01-16,95.12,91.83,73.56,97.38,105.62,160.125,,,,,,,,,,
2019-01-17,96.46,92.71,74.34,97.12,105.5,160.0,,,,,,,,,,
2019-01-18,98.01,94.36,75.25,97.62,105.62,160.0,,,,,,,,,,
2019-01-21,98.82,94.41,75.77,97.75,105.75,160.0,,,,,,,,,,
2019-01-22,98.26,93.94,75.14,97.62,105.88,160.0,,,,,,,,,,
2019-01-23,99.49,95.35,75.96,97.88,106.0,160.125,,,,,,,,,,
2019-01-24,100.27,96.34,77.19,98.5,106.38,160.375,,,,,,,,,,
2019-01-25,100.75,96.05,77.12,98.38,106.5,160.5,,,,,,,,,,
2019-01-28,99.38,94.61,76.07,97.88,106.25,160.0,,,,,,,,,,
2019-01-29,98.63,94.86,76.08,97.8,105.88,159.875,,,,,,,,,,
2019-01-30,99.38,95.52,76.69,97.7,106.0,160.0,,,,,,,,,,
2019-01-31,101.37,97.69,78.31,98.7,106.62,160.25,,,,,,,,,,
2019-02-01,101.01,96.81,78.18,98.0,106.5,160.375,,,,,,,,,,
2019-02-04,100.23,96.29,76.96,97.87,106.0,160.25,,,,,,,,,,
2019-02-05,101.65,97.93,78.51,98.13,105.88,160.25,,,,,,,,,,
2019-02-06,101.71,96.82,78.22,98.25,106.62,160.375,,,,,,,,,,
2019-02-07,100.12,96.14,76.88,98.0,106.62,160.375,,,,,,,,,,
2019-02-08,99.7,95.82,76.78,98.0,106.5,160.375,,,,,,,,,,
2019-02-11,98.99,94.8,76.41,98.0,106.5,160.0,,,,,,,,,,
2019-02-12,99.1,95.4,76.22,98.13,106.5,160.25,,,,,,,,,,
2019-02-13,99.58,95.86,76.6,98.0,106.5,160.0,,,,,,,,,,
2019-02-14,99.15,95.44,76.22,96.87,105.38,158.5,,,,,,,,,,
2019-02-15,99.1,95.42,76.36,97.12,105.75,159.25,,,,,,,,,,
2019-02-18,99.27,95.39,76.19,97.38,105.88,159.375,,,,,,,,,,
2019-02-19,98.95,95.22,75.86,97.74,106.12,159.25,,,,,,,,,,
2019-02-20,98.71,94.77,76.23,98.0,106.75,159.625,,,,,,,,,,
2019-02-21,98.73,94.61,75.71,98.25,106.88,159.75,,,,,,,,,,
2019-02-22,98.19,94.41,75.51,98.63,106.62,159.875,,,,,,,,,,
2019-02-25,98.72,94.91,75.58,99.12,107.38,159.625,,,,,,,,,,
2019-02-26,99.1,95.34,76.0,99.0,107.5,159.875,,,,,,,,,,
2019-02-27,99.2,95.52,76.29,98.87,107.38,159.75,,,,,,,,,,
2019-02-28,99.17,95.23,76.14,99.25,107.75,159.875,,,,,,,,,,
2019-03-01,99.38,94.27,75.72,99.0,107.75,159.5,,,,,,,,,,
2019-03-04,98.0,94.18,74.73,98.63,107.25,159.625,,,,,,,,,,
2019-03-05,97.93,93.98,74.46,98.5,107.25,159.625,,,,,,,,,,
2019-03-06,98.75,94.01,74.43,98.74,107.38,159.875,,,,,,,,,,
2019-03-07,97.68,93.31,74.25,98.87,107.5,160.0,,,,,,,,,,
2019-03-08,96.62,92.9,73.4,98.5,107.5,159.875,,,,,,,,,,
2019-03-11,96.77,93.07,73.96,99.0,107.62,160.25,,,,,,,,,,
2019-03-12,97.83,94.09,75.3,99.12,108.12,160.625,,,,,,,,,,
2019-03-13,98.25,94.38,75.75,99.25,107.75,160.5,,,,,,,,,,
2019-03-14,98.23,94.27,75.95,99.38,107.62,160.625,,,,,,,,,,
2019-03-15,98.33,94.69,76.03,99.25,107.5,160.75,,,,,,,,,,
2019-03-18,98.78,94.85,76.13,99.5,107.62,160.625,,,,,,,,,,
2019-03-19,99.17,94.27,76.12,99.63,107.75,161.0,,,,,,,,,,
2019-03-20,98.46,93.75,75.36,99.5,107.88,161.25,,,,,,,,,,
2019-03-21,98.52,94.74,75.52,99.87,108.0,161.25,,,,,,,,,,
2019-03-22,96.5,90.52,73.58,100.01,108.25,161.25,,,,,,,,,,
2019-03-25,93.9,89.66,72.04,99.87,108.25,161.5,101.25,,,,,,,,,
2019-03-26,93.8,90.5,72.79,100.88,108.5,161.375,100.98,,,,,,,,,
2019-03-27,92.48,88.45,72.21,101.38,108.75,161.5,101.36,,,,,,,,,
2019-03-28,92.59,89.22,72.61,100.76,108.12,161.0,101.74,,,,,,,,,
2019-03-29,93.68,90.42,74.08,101.25,108.5,160.875,101.56,,,,,,,,,
2019-04-01,95.3,92.0,75.02,100.62,108.25,161.0,100.77,,,,,,,,,
2019-04-02,94.76,90.81,74.98,100.76,108.25,161.0,100.75,,,,,,,,,
2019-04-03,94.18,90.86,74.23,100.62,108.5,161.0,100.35,,,,,,,,,
2019-04-04,94.82,92.0,75.39,100.5,108.38,161.0,100.44,,,,,,,,,
2019-04-05,94.92,91.77,75.39,100.62,108.38,161.0,100.51,,,,,,,,,
2019-04-08,95.79,90.67,75.08,100.76,108.62,161.0,101.35,,,,,,,,,
2019-04-09,93.8,90.13,74.57,100.99,108.88,161.25,101.92,,,,,,,,,
2019-04-10,93.68,90.11,74.81,101.62,109.12,161.5,101.98,,,,,,,,,
2019-04-11,93.32,88.33,74.24,101.5,109.25,161.625,101.7,,,,,,,,,
2019-04-12,90.36,87.5,73.15,101.5,109.12,161.75,101.24,,,,,,,,,
2019-04-15,91.76,86.51,72.49,101.62,109.25,161.75,101.23,,,,,,,,,
2019-04-16,91.7,88.0,72.2,101.8,109.38,161.875,100.91,,,,,,,,,
