split_date,r2_shift_0,r2_shift_1,corr_shift_0,corr_shift_1,direction_accuracy_shift_0,direction_accuracy_shift_1
2025-01-01,0.3670765627071111,0.01628770771426935,0.649991509617737,0.2361354779615422,0.6350574712643678,0.5057471264367817
2026-01-01,0.4504400344465883,0.04840364920985585,0.7344200029323015,0.3280180796164963,0.6483516483516484,0.5604395604395604
