Date,Price,,,
11/13/2024,93.63,,,
11/14/2024,93.73,,,
11/15/2024,93.73,,,
11/18/2024,93.67,,,
11/19/2024,93.8,,,
11/20/2024,93.76,,,
11/21/2024,93.86,,,
11/22/2024,93.93,,,
11/25/2024,94.02,,,
11/26/2024,94.04,,,
11/27/2024,94.18,,,
11/28/2024,94.03,,,
11/29/2024,94.02,,,
12/2/2024,93.79,,,
12/3/2024,93.72,,,
12/4/2024,93.68,,,
12/5/2024,93.72,,,
12/6/2024,93.67,,,
12/9/2024,93.68,,,
12/10/2024,93.65,,,
12/11/2024,93.64,,,
12/12/2024,93.68,,,
12/13/2024,93.67,,,
12/16/2024,93.66,,,
12/17/2024,93.66,,,
12/18/2024,93.64,,,
12/19/2024,93.53,,,
12/20/2024,93.58,,,
12/23/2024,93.68,,,
12/27/2024,93.66,,,
12/30/2024,93.44,,,
1/2/2025,93.44,,,
1/3/2025,93.35,,,
1/6/2025,93.64,,,
1/7/2025,93.7,,,
1/8/2025,93.69,,,
1/9/2025,93.75,,,
1/10/2025,93.65,,,
1/13/2025,93.58,,,
1/14/2025,93.7,,,
1/15/2025,93.76,,,
1/16/2025,93.93,,,
1/17/2025,93.96,,,
1/20/2025,94.06,,,
1/21/2025,94.01,,,
1/22/2025,94.01,,,
1/23/2025,94.06,,,
1/24/2025,94.05,,,
1/27/2025,94.05,,,
1/28/2025,94.01,,,
1/29/2025,94.08,,,
1/30/2025,94.04,,,
1/31/2025,94.12,,,
2/3/2025,94.13,,,
2/4/2025,94.14,,,
2/5/2025,94.19,,,
2/6/2025,94.21,,,
2/7/2025,94.23,,,
2/10/2025,94.26,,,
2/11/2025,94.3,,,
2/12/2025,94.25,,,
2/13/2025,94.3,,,
2/14/2025,94.38,,,
2/17/2025,94.48,,,
2/18/2025,94.49,,,
2/19/2025,94.43,,,
2/20/2025,94.5,,,
2/21/2025,94.57,,,
2/24/2025,94.62,,,
2/25/2025,94.72,,,
2/26/2025,94.68,,,
2/27/2025,94.76,,,
2/28/2025,94.75,,,
3/3/2025,94.83,,,
3/4/2025,94.81,,,
3/5/2025,94.83,,,
3/6/2025,94.82,,,
3/7/2025,94.82,,,
3/10/2025,94.85,,,
3/11/2025,94.84,,,
3/12/2025,94.87,,,
3/13/2025,94.84,,,
3/14/2025,94.88,,,
3/17/2025,94.83,,,
3/18/2025,94.86,,,
3/19/2025,94.86,,,
3/20/2025,94.92,,,
3/21/2025,94.94,,,
3/24/2025,94.95,,,
