Date,Price,,,
3/25/2025,94.93,,,
3/26/2025,94.96,,,
3/27/2025,95.01,,,
3/28/2025,94.98,,,
3/31/2025,95.09,,,
4/1/2025,95.14,,,
4/2/2025,95.15,,,
4/3/2025,95.11,,,
4/4/2025,95.21,,,
4/7/2025,95.03,,,
4/8/2025,94.65,,,
4/9/2025,94.85,,,
4/10/2025,94.62,,,
4/11/2025,94.67,,,
4/14/2025,94.66,,,
4/15/2025,94.76,,,
4/16/2025,94.77,,,
4/17/2025,94.84,,,
4/22/2025,94.75,,,
4/23/2025,94.88,,,
4/24/2025,94.92,,,
4/25/2025,95,,,
4/28/2025,94.98,,,
4/29/2025,95.04,,,
4/30/2025,95.18,,,
5/2/2025,95.21,,,
5/5/2025,95.42,,,
5/6/2025,95.23,,,
5/7/2025,95.34,,,
5/8/2025,95.41,,,
5/9/2025,95.38,,,
5/12/2025,95.43,,,
5/13/2025,95.43,,,
5/14/2025,95.43,,,
5/15/2025,95.49,,,
5/16/2025,95.5,,,
5/19/2025,95.49,,,
5/20/2025,95.59,,,
5/21/2025,95.52,,,
5/22/2025,95.55,,,
5/23/2025,95.55,,,
5/26/2025,95.77,,,
5/27/2025,95.56,,,
5/28/2025,95.59,,,
5/29/2025,95.66,,,
5/30/2025,95.62,,,
6/2/2025,95.95,,,
6/3/2025,96,,,
6/4/2025,96.02,,,
6/5/2025,96.13,,,
6/6/2025,96.18,,,
6/9/2025,94.88,,,
6/10/2025,96.17,,,
6/11/2025,96.21,,,
6/12/2025,96.25,,,
6/13/2025,96.26,,,
6/16/2025,96.27,,,
6/17/2025,96.32,,,
6/18/2025,96.41,,,
6/19/2025,96.5,,,
6/20/2025,96.63,,,
6/23/2025,96.63,,,
6/24/2025,96.68,,,
6/25/2025,96.73,,,
6/26/2025,96.71,,,
6/27/2025,96.8,,,
6/30/2025,96.78,,,
7/1/2025,96.94,,,
7/2/2025,96.94,,,
7/3/2025,97.05,,,
7/4/2025,96.28,,,
7/7/2025,97.03,,,
7/8/2025,97.02,,,
7/9/2025,96.96,,,
7/10/2025,96.99,,,
7/11/2025,97.02,,,
7/14/2025,97,,,
7/15/2025,97,,,
7/16/2025,97,,,
7/17/2025,96.97,,,
7/18/2025,96.95,,,
7/21/2025,96.96,,,
7/22/2025,96.99,,,
7/23/2025,96.98,,,
7/24/2025,96.97,,,
7/25/2025,96.9,,,
7/28/2025,96.92,,,
7/29/2025,96.94,,,
7/30/2025,96.84,,,
7/31/2025,96.92,,,
8/1/2025,96.86,,,
8/4/2025,96.98,,,
8/5/2025,97.01,,,
8/6/2025,97,,,
8/7/2025,97.04,,,
8/8/2025,97.04,,,
8/11/2025,97.02,,,
8/12/2025,97.03,,,
8/13/2025,97.07,,,
8/14/2025,97.08,,,
8/15/2025,97.09,,,
8/18/2025,97.22,,,
8/19/2025,97.22,,,
8/20/2025,97.2,,,
8/21/2025,97.2,,,
8/22/2025,97.24,,,
8/25/2025,97.33,,,
8/26/2025,97.2,,,
8/27/2025,97.17,,,
8/28/2025,97.18,,,
8/29/2025,97.18,,,
9/1/2025,97.19,,,
9/2/2025,96.93,,,
9/3/2025,97,,,
9/4/2025,97.02,,,
9/5/2025,97.04,,,
9/8/2025,97.33,,,
9/9/2025,97.35,,,
9/10/2025,97.42,,,
9/11/2025,97.46,,,
9/12/2025,97.52,,,
9/15/2025,97.5,,,
9/16/2025,97.5,,,
9/17/2025,97.53,,,
9/18/2025,97.54,,,
9/19/2025,97.52,,,
9/22/2025,96.81,,,
9/23/2025,97.58,,,
9/24/2025,97.59,,,
9/25/2025,97.62,,,
9/26/2025,97.55,,,
9/29/2025,97.51,,,
9/30/2025,97.49,,,
10/1/2025,97.4,,,
10/2/2025,97.44,,,
10/3/2025,97.57,,,
10/6/2025,97.44,,,
10/7/2025,97.48,,,
10/8/2025,97.51,,,
10/9/2025,97.5,,,
10/10/2025,97.51,,,
10/13/2025,97.06,,,
10/14/2025,97.5,,,
10/15/2025,97.59,,,
10/16/2025,97.59,,,
10/17/2025,97.61,,,
10/20/2025,97.55,,,
10/21/2025,97.56,,,
10/22/2025,97.59,,,
10/23/2025,97.57,,,
10/24/2025,97.56,,,
10/27/2025,97.62,,,
10/28/2025,97.67,,,
10/29/2025,97.68,,,
10/30/2025,97.67,,,
10/31/2025,97.65,,,
11/3/2025,97.68,,,
11/4/2025,97.64,,,
11/5/2025,97.71,,,
11/6/2025,97.73,,,
11/7/2025,97.71,,,
11/10/2025,97.78,,,
11/11/2025,97.77,,,
11/12/2025,97.78,,,
11/13/2025,97.93,,,
11/14/2025,97.93,,,
11/17/2025,97.95,,,
11/18/2025,97.96,,,
11/19/2025,97.93,,,
11/20/2025,97.96,,,
11/21/2025,97.97,,,
11/24/2025,97.98,,,
11/25/2025,98.07,,,
11/26/2025,98.05,,,
11/27/2025,98.16,,,
11/28/2025,98.19,,,
12/1/2025,98.32,,,
12/2/2025,98.28,,,
12/3/2025,98.22,,,
12/4/2025,98.45,,,
12/5/2025,98.39,,,
12/8/2025,98.45,,,
12/9/2025,98.48,,,
12/10/2025,98.42,,,
12/11/2025,98.43,,,
12/12/2025,98.42,,,
12/15/2025,98.48,,,
12/16/2025,98.45,,,
12/17/2025,98.47,,,
12/18/2025,98.44,,,
12/19/2025,98.49,,,
12/22/2025,98.5,,,
12/23/2025,98.49,,,
12/29/2025,98.5,,,
12/30/2025,98.55,,,
1/2/2026,98.53,,,
1/5/2026,97.97,,,
1/6/2026,98.58,,,
1/7/2026,98.62,,,
1/8/2026,98.7,,,
1/9/2026,98.59,,,
1/12/2026,98.61,,,
1/13/2026,98.61,,,
1/14/2026,98.68,,,
1/15/2026,98.74,,,
1/16/2026,98.73,,,
1/19/2026,98.78,,,
1/21/2026,99.26,,,
1/22/2026,99.21,,,
1/23/2026,99.16,,,
1/26/2026,99.13,,,
1/27/2026,99.14,,,
1/28/2026,99.12,,,
1/29/2026,99.14,,,
1/30/2026,99.16,,,
2/2/2026,99.16,,,
2/3/2026,99.09,,,
2/4/2026,99.11,,,
2/5/2026,99.1,,,
2/6/2026,99.17,,,
2/9/2026,99.12,,,
2/10/2026,99.11,,,
2/11/2026,98.97,,,
2/12/2026,99,,,
2/13/2026,99.01,,,
2/16/2026,99,,,
2/17/2026,98.61,,,
2/18/2026,99.17,,,
2/19/2026,99.17,,,
2/20/2026,99.18,,,
2/23/2026,99.15,,,
2/24/2026,99.22,,,
2/25/2026,99.22,,,
2/26/2026,99.23,,,
2/27/2026,99.23,,,
3/2/2026,99.23,,,
3/3/2026,99.22,,,
3/4/2026,99.23,,,
3/5/2026,99.22,,,
3/6/2026,99.23,,,
3/9/2026,99.3,,,
3/10/2026,99.22,,,
3/11/2026,99.26,,,
3/12/2026,99.26,,,
3/13/2026,99.24,,,
3/16/2026,99.33,,,
3/17/2026,99.27,,,
3/18/2026,99.22,,,
3/19/2026,99.2,,,
3/20/2026,99.17,,,
3/23/2026,99.16,,,
3/24/2026,99.19,,,
3/25/2026,99.19,,,
3/26/2026,99.22,,,
3/27/2026,99.26,,,
3/30/2026,99.2,,,
3/31/2026,99.27,,,
4/1/2026,99.27,,,
4/2/2026,99.3,,,
4/7/2026,99.28,,,
4/8/2026,99.28,,,
4/9/2026,99.28,,,
4/10/2026,99.28,,,
4/13/2026,99.28,,,
4/14/2026,99.3,,,
4/15/2026,99.44,,,
4/16/2026,99.7,,,
4/17/2026,99.7,,,
