Date,Price,,,
5/20/2024,97.17%,,,
5/21/2024,97.20%,,,
5/22/2024,97.16%,,,
5/23/2024,97.19%,,,
5/24/2024,96.99%,,,
5/27/2024,97.09%,,,
5/28/2024,97.01%,,,
5/29/2024,96.98%,,,
5/30/2024,96.74%,,,
5/31/2024,96.74%,,,
6/3/2024,96.82%,,,
6/4/2024,96.89%,,,
6/5/2024,97.07%,,,
6/6/2024,97.09%,,,
6/7/2024,97.04%,,,
6/10/2024,96.83%,,,
6/11/2024,96.82%,,,
6/12/2024,96.80%,,,
6/13/2024,97.12%,,,
6/14/2024,96.71%,,,
6/17/2024,97.17%,,,
6/18/2024,97.11%,,,
6/19/2024,97.20%,,,
6/20/2024,97.12%,,,
6/21/2024,97.22%,,,
6/24/2024,97.10%,,,
6/25/2024,97.15%,,,
6/26/2024,97.18%,,,
6/27/2024,97.09%,,,
6/28/2024,97.11%,,,
7/1/2024,97.11%,,,
7/2/2024,96.96%,,,
7/3/2024,96.74%,,,
7/4/2024,96.99%,,,
7/5/2024,96.97%,,,
7/8/2024,96.97%,,,
7/9/2024,97.18%,,,
7/10/2024,97.00%,,,
7/11/2024,97.02%,,,
7/12/2024,97.10%,,,
7/15/2024,97.03%,,,
7/16/2024,97.14%,,,
7/17/2024,97.15%,,,
7/18/2024,97.06%,,,
7/19/2024,96.93%,,,
7/22/2024,96.93%,,,
7/23/2024,96.88%,,,
7/24/2024,96.81%,,,
7/25/2024,96.82%,,,
7/26/2024,96.79%,,,
7/29/2024,97.25%,,,
7/30/2024,97.61%,,,
7/31/2024,97.64%,,,
8/1/2024,97.93%,,,
8/2/2024,98.19%,,,
8/5/2024,98.26%,,,
8/6/2024,98.01%,,,
8/7/2024,97.93%,,,
8/8/2024,98.14%,,,
8/9/2024,98.10%,,,
8/12/2024,98.37%,,,
8/13/2024,98.33%,,,
8/14/2024,98.50%,,,
8/15/2024,98.60%,,,
8/16/2024,98.81%,,,
8/19/2024,98.84%,,,
8/20/2024,98.92%,,,
8/21/2024,98.96%,,,
8/22/2024,98.96%,,,
8/23/2024,98.92%,,,
8/26/2024,99.01%,,,
8/27/2024,98.98%,,,
8/28/2024,99.20%,,,
8/29/2024,99.19%,,,
8/30/2024,99.28%,,,
9/2/2024,99.21%,,,
9/3/2024,99.23%,,,
9/4/2024,99.23%,,,
9/5/2024,99.18%,,,
9/6/2024,99.24%,,,
9/9/2024,99.14%,,,
9/10/2024,99.21%,,,
9/11/2024,99.25%,,,
9/12/2024,99.23%,,,
9/13/2024,99.24%,,,
9/16/2024,99.09%,,,
9/17/2024,99.17%,,,
9/18/2024,98.78%,,,
9/19/2024,98.81%,,,
9/20/2024,98.94%,,,
9/23/2024,98.94%,,,
9/24/2024,98.94%,,,
9/25/2024,99.00%,,,
9/26/2024,98.95%,,,
9/27/2024,99.02%,,,
9/30/2024,99.01%,,,
10/1/2024,99.00%,,,
10/2/2024,99.02%,,,
10/3/2024,98.89%,,,
10/4/2024,98.91%,,,
10/7/2024,98.78%,,,
10/8/2024,98.68%,,,
10/9/2024,98.51%,,,
10/10/2024,98.43%,,,
10/11/2024,98.24%,,,
10/14/2024,98.27%,,,
10/15/2024,98.23%,,,
10/16/2024,98.20%,,,
10/17/2024,98.17%,,,
10/18/2024,98.15%,,,
10/21/2024,98.14%,,,
10/22/2024,97.94%,,,
10/23/2024,97.84%,,,
10/24/2024,97.75%,,,
10/25/2024,97.60%,,,
10/28/2024,97.59%,,,
10/29/2024,97.55%,,,
10/30/2024,97.72%,,,
10/31/2024,97.65%,,,
11/1/2024,97.58%,,,
11/4/2024,97.58%,,,
11/5/2024,97.60%,,,
11/6/2024,97.43%,,,
11/7/2024,97.51%,,,
11/8/2024,97.71%,,,
11/11/2024,97.84%,,,
11/12/2024,97.68%,,,
11/13/2024,97.52%,,,
11/14/2024,97.40%,,,
11/15/2024,97.30%,,,
11/18/2024,97.21%,,,
11/19/2024,97.26%,,,
11/20/2024,97.19%,,,
11/21/2024,97.20%,,,
11/22/2024,97.15%,,,
11/25/2024,97.13%,,,
11/26/2024,97.19%,,,
11/27/2024,97.23%,,,
11/28/2024,97.28%,,,
11/29/2024,97.28%,,,
12/2/2024,97.19%,,,
12/3/2024,97.25%,,,
12/4/2024,97.16%,,,
12/5/2024,97.32%,,,
12/6/2024,97.16%,,,
12/9/2024,97.25%,,,
12/10/2024,97.22%,,,
12/11/2024,97.13%,,,
12/12/2024,97.11%,,,
12/13/2024,97.07%,,,
12/16/2024,96.92%,,,
12/17/2024,96.94%,,,
12/18/2024,96.87%,,,
12/19/2024,96.57%,,,
12/20/2024,96.34%,,,
12/23/2024,96.40%,,,
12/27/2024,96.23%,,,
12/30/2024,95.98%,,,
1/2/2025,96.06%,,,
1/3/2025,96.00%,,,
1/6/2025,96.20%,,,
1/7/2025,96.25%,,,
1/8/2025,96.15%,,,
1/9/2025,96.24%,,,
1/10/2025,96.35%,,,
1/13/2025,96.02%,,,
1/14/2025,95.94%,,,
1/15/2025,95.94%,,,
1/16/2025,96.46%,,,
1/17/2025,96.59%,,,
1/20/2025,96.61%,,,
1/21/2025,96.70%,,,
1/22/2025,96.80%,,,
1/23/2025,96.86%,,,
1/24/2025,96.82%,,,
1/27/2025,96.93%,,,
1/28/2025,96.98%,,,
1/29/2025,97.13%,,,
1/30/2025,97.20%,,,
1/31/2025,97.31%,,,
2/3/2025,97.21%,,,
2/4/2025,97.19%,,,
2/5/2025,97.38%,,,
2/6/2025,97.50%,,,
2/7/2025,97.52%,,,
2/10/2025,97.54%,,,
2/11/2025,97.57%,,,
2/12/2025,97.48%,,,
2/13/2025,97.38%,,,
2/14/2025,97.51%,,,
2/17/2025,97.59%,,,
2/18/2025,97.66%,,,
2/19/2025,97.68%,,,
2/20/2025,97.74%,,,
2/21/2025,97.65%,,,
2/24/2025,97.63%,,,
2/25/2025,97.86%,,,
2/26/2025,97.90%,,,
2/27/2025,97.93%,,,
2/28/2025,98.03%,,,
3/3/2025,98.11%,,,
3/4/2025,98.04%,,,
3/5/2025,98.06%,,,
3/6/2025,97.79%,,,
3/7/2025,97.88%,,,
3/10/2025,97.81%,,,
3/11/2025,97.80%,,,
3/12/2025,97.88%,,,
3/13/2025,97.85%,,,
3/14/2025,97.91%,,,
3/17/2025,97.84%,,,
3/18/2025,97.87%,,,
3/19/2025,97.96%,,,
3/20/2025,98.01%,,,
3/21/2025,97.97%,,,
3/24/2025,97.83%,,,
3/25/2025,97.82%,,,
3/26/2025,97.82%,,,
3/27/2025,97.69%,,,
3/28/2025,97.64%,,,
3/31/2025,97.66%,,,
4/1/2025,97.65%,,,
4/2/2025,97.66%,,,
4/3/2025,97.49%,,,
4/4/2025,97.46%,,,
4/7/2025,96.76%,,,
4/8/2025,96.34%,,,
4/9/2025,95.95%,,,
4/10/2025,96.27%,,,
4/11/2025,96.33%,,,
4/14/2025,96.15%,,,
4/15/2025,96.32%,,,
4/16/2025,96.48%,,,
4/17/2025,96.51%,,,
4/22/2025,96.50%,,,
4/23/2025,96.65%,,,
4/24/2025,96.79%,,,
4/25/2025,96.77%,,,
4/28/2025,96.99%,,,
4/29/2025,96.81%,,,
4/30/2025,96.98%,,,
5/2/2025,97.05%,,,
5/5/2025,96.94%,,,
5/6/2025,96.97%,,,
5/7/2025,97.03%,,,
5/8/2025,97.04%,,,
5/9/2025,97.01%,,,
5/12/2025,97.06%,,,
5/13/2025,97.07%,,,
5/14/2025,97.07%,,,
5/15/2025,97.00%,,,
5/16/2025,97.03%,,,
5/19/2025,96.83%,,,
5/20/2025,97.00%,,,
5/21/2025,97.02%,,,
5/22/2025,96.95%,,,
5/23/2025,96.91%,,,
5/26/2025,97.08%,,,
5/27/2025,97.02%,,,
5/28/2025,97.09%,,,
5/29/2025,97.09%,,,
5/30/2025,97.15%,,,
6/2/2025,97.20%,,,
6/3/2025,97.23%,,,
6/4/2025,97.33%,,,
6/5/2025,97.44%,,,
6/6/2025,97.44%,,,
6/9/2025,96.50%,,,
6/10/2025,97.58%,,,
6/11/2025,97.64%,,,
6/12/2025,97.72%,,,
6/13/2025,97.74%,,,
6/16/2025,97.77%,,,
6/17/2025,97.80%,,,
6/18/2025,97.76%,,,
6/19/2025,97.88%,,,
6/20/2025,97.91%,,,
6/23/2025,97.90%,,,
6/24/2025,97.94%,,,
6/25/2025,98.00%,,,
6/26/2025,98.12%,,,
6/27/2025,98.06%,,,
6/30/2025,98.22%,,,
7/1/2025,98.24%,,,
7/2/2025,98.52%,,,
7/3/2025,98.73%,,,
7/4/2025,97.67%,,,
7/7/2025,98.66%,,,
7/8/2025,98.60%,,,
7/9/2025,98.66%,,,
7/10/2025,98.69%,,,
7/11/2025,98.71%,,,
7/14/2025,98.69%,,,
7/15/2025,98.82%,,,
7/16/2025,98.77%,,,
7/17/2025,98.72%,,,
7/18/2025,98.77%,,,
7/21/2025,98.90%,,,
7/22/2025,99.05%,,,
7/23/2025,99.16%,,,
7/24/2025,99.55%,,,
7/25/2025,99.22%,,,
7/28/2025,99.20%,,,
7/29/2025,99.26%,,,
7/30/2025,99.54%,,,
7/31/2025,99.43%,,,
8/1/2025,99.32%,,,
8/4/2025,99.52%,,,
8/5/2025,99.55%,,,
8/6/2025,99.40%,,,
8/7/2025,99.50%,,,
8/8/2025,99.61%,,,
8/11/2025,99.68%,,,
8/12/2025,99.68%,,,
8/13/2025,99.80%,,,
8/14/2025,99.97%,,,
8/15/2025,100.11%,,,
8/18/2025,100.16%,,,
8/19/2025,100.15%,,,
8/20/2025,100.12%,,,
8/21/2025,100.20%,,,
8/22/2025,100.16%,,,
8/25/2025,100.45%,,,
8/26/2025,100.21%,,,
8/27/2025,100.21%,,,
8/28/2025,100.30%,,,
8/29/2025,100.20%,,,
9/1/2025,100.28%,,,
9/2/2025,99.95%,,,
9/3/2025,99.90%,,,
9/4/2025,99.98%,,,
9/5/2025,100.06%,,,
9/8/2025,100.33%,,,
9/9/2025,100.38%,,,
9/10/2025,100.43%,,,
9/11/2025,100.40%,,,
9/12/2025,100.57%,,,
9/15/2025,100.52%,,,
9/16/2025,100.63%,,,
9/17/2025,100.73%,,,
9/18/2025,100.67%,,,
9/19/2025,100.77%,,,
9/22/2025,99.84%,,,
9/23/2025,100.82%,,,
9/24/2025,100.80%,,,
9/25/2025,100.78%,,,
9/26/2025,100.76%,,,
9/29/2025,100.78%,,,
9/30/2025,100.85%,,,
10/1/2025,100.82%,,,
10/2/2025,100.85%,,,
10/3/2025,100.93%,,,
10/6/2025,100.78%,,,
10/7/2025,100.85%,,,
10/8/2025,100.86%,,,
10/9/2025,100.82%,,,
10/10/2025,100.84%,,,
10/13/2025,100.27%,,,
10/14/2025,100.82%,,,
10/15/2025,100.89%,,,
10/16/2025,100.82%,,,
10/17/2025,100.86%,,,
10/20/2025,100.86%,,,
10/21/2025,100.89%,,,
10/22/2025,100.93%,,,
10/23/2025,100.91%,,,
10/24/2025,100.81%,,,
10/27/2025,100.84%,,,
10/28/2025,100.91%,,,
10/29/2025,100.94%,,,
10/30/2025,100.90%,,,
10/31/2025,100.90%,,,
11/3/2025,100.89%,,,
11/4/2025,100.92%,,,
11/5/2025,100.86%,,,
11/6/2025,100.86%,,,
11/7/2025,100.88%,,,
11/10/2025,100.81%,,,
11/11/2025,100.86%,,,
11/12/2025,100.84%,,,
11/13/2025,100.89%,,,
11/14/2025,100.87%,,,
11/17/2025,100.81%,,,
11/18/2025,100.87%,,,
11/19/2025,100.88%,,,
11/20/2025,100.88%,,,
11/21/2025,100.90%,,,
11/24/2025,100.87%,,,
11/25/2025,100.93%,,,
11/26/2025,100.92%,,,
11/27/2025,100.93%,,,
11/28/2025,100.93%,,,
12/1/2025,100.94%,,,
12/2/2025,100.95%,,,
12/3/2025,100.91%,,,
12/4/2025,100.92%,,,
12/5/2025,100.93%,,,
12/8/2025,100.89%,,,
12/9/2025,100.94%,,,
12/10/2025,100.81%,,,
12/11/2025,100.93%,,,
12/12/2025,100.91%,,,
12/15/2025,101.00%,,,
12/16/2025,101.02%,,,
12/17/2025,101.09%,,,
12/18/2025,101.12%,,,
12/19/2025,101.19%,,,
12/22/2025,101.18%,,,
12/23/2025,101.23%,,,
12/29/2025,101.26%,,,
12/30/2025,101.32%,,,
1/2/2026,101.30%,,,
1/5/2026,101.40%,,,
1/6/2026,101.30%,,,
1/7/2026,101.29%,,,
1/8/2026,101.48%,,,
1/9/2026,101.26%,,,
1/12/2026,101.21%,,,
1/13/2026,101.15%,,,
1/14/2026,101.28%,,,
1/15/2026,101.25%,,,
1/16/2026,101.18%,,,
1/19/2026,101.22%,,,
1/20/2026,101.24%,,,
1/21/2026,101.26%,,,
1/22/2026,101.25%,,,
1/23/2026,101.23%,,,
1/26/2026,101.24%,,,
1/27/2026,101.25%,,,
1/28/2026,101.28%,,,
1/29/2026,101.27%,,,
1/30/2026,101.23%,,,
2/2/2026,101.17%,,,
2/3/2026,101.13%,,,
2/4/2026,101.13%,,,
2/5/2026,101.15%,,,
2/6/2026,101.28%,,,
2/9/2026,101.22%,,,
2/10/2026,101.29%,,,
2/11/2026,101.28%,,,
2/12/2026,101.24%,,,
2/13/2026,101.29%,,,
2/16/2026,101.37%,,,
2/17/2026,101.29%,,,
2/18/2026,101.34%,,,
2/19/2026,101.40%,,,
2/20/2026,101.33%,,,
2/23/2026,101.60%,,,
2/24/2026,101.54%,,,
2/25/2026,101.42%,,,
2/26/2026,101.59%,,,
2/27/2026,101.65%,,,
3/2/2026,101.57%,,,
3/3/2026,101.41%,,,
3/4/2026,101.31%,,,
3/5/2026,101.43%,,,
3/6/2026,101.41%,,,
3/9/2026,101.28%,,,
3/10/2026,100.95%,,,
3/11/2026,100.99%,,,
3/12/2026,100.89%,,,
3/13/2026,100.74%,,,
3/16/2026,100.84%,,,
3/17/2026,100.72%,,,
3/18/2026,100.80%,,,
3/19/2026,100.65%,,,
3/20/2026,100.55%,,,
3/23/2026,100.18%,,,
3/24/2026,100.29%,,,
3/25/2026,100.31%,,,
3/26/2026,100.35%,,,
3/27/2026,100.20%,,,
3/30/2026,100.18%,,,
3/31/2026,100.11%,,,
4/1/2026,100.26%,,,
4/2/2026,100.18%,,,
4/7/2026,100.23%,,,
4/8/2026,100.46%,,,
4/9/2026,100.62%,,,
4/10/2026,100.71%,,,
4/13/2026,100.76%,,,
4/14/2026,100.89%,,,
4/15/2026,101.16%,,,
4/16/2026,101.18%,,,
4/17/2026,101.09%,,,
4/20/2026,101.15%,,,
4/21/2026,101.28%,,,
4/22/2026,101.24%,,,
4/23/2026,101.25%,,,
4/24/2026,101.30%,,,
4/27/2026,101.37%,,,
4/28/2026,101.37%,,,
4/29/2026,101.39%,,,
4/30/2026,101.26%,,,
5/4/2026,101.29%,,,
5/5/2026,101.28%,,,
5/6/2026,101.41%,,,
5/7/2026,101.56%,,,
5/8/2026,101.50%,,,
,,,,
