Date,Price,,,
10/4/2021,110.56%,,,
10/5/2021,110.58%,,,
10/6/2021,110.56%,,,
10/7/2021,110.60%,,,
10/8/2021,110.55%,,,
10/11/2021,110.47%,,,
10/12/2021,110.36%,,,
10/13/2021,110.42%,,,
10/14/2021,110.43%,,,
10/15/2021,110.79%,,,
10/18/2021,110.76%,,,
10/19/2021,110.68%,,,
10/20/2021,110.70%,,,
10/21/2021,110.67%,,,
10/22/2021,110.57%,,,
10/25/2021,110.52%,,,
10/26/2021,110.53%,,,
10/27/2021,110.54%,,,
10/28/2021,110.55%,,,
10/29/2021,110.59%,,,
11/1/2021,110.55%,,,
11/2/2021,110.57%,,,
11/3/2021,110.59%,,,
11/4/2021,110.66%,,,
11/5/2021,110.62%,,,
11/8/2021,111.08%,,,
11/9/2021,111.00%,,,
11/10/2021,110.93%,,,
11/11/2021,110.56%,,,
11/12/2021,110.44%,,,
11/15/2021,110.47%,,,
11/16/2021,110.25%,,,
11/17/2021,109.91%,,,
11/18/2021,109.83%,,,
11/19/2021,109.81%,,,
11/22/2021,109.60%,,,
11/23/2021,109.26%,,,
11/24/2021,109.22%,,,
11/25/2021,109.03%,,,
11/26/2021,108.90%,,,
11/29/2021,108.77%,,,
11/30/2021,108.53%,,,
12/1/2021,108.44%,,,
12/2/2021,109.02%,,,
12/3/2021,109.28%,,,
12/6/2021,109.21%,,,
12/7/2021,109.26%,,,
12/8/2021,109.28%,,,
12/9/2021,109.29%,,,
12/10/2021,109.03%,,,
12/13/2021,109.28%,,,
12/14/2021,109.34%,,,
12/15/2021,109.30%,,,
12/16/2021,109.19%,,,
12/17/2021,109.31%,,,
12/20/2021,109.16%,,,
12/21/2021,108.88%,,,
12/22/2021,108.81%,,,
12/23/2021,108.85%,,,
12/27/2021,108.74%,,,
12/28/2021,108.74%,,,
12/29/2021,108.75%,,,
12/30/2021,108.77%,,,
1/3/2022,108.82%,,,
1/4/2022,108.76%,,,
1/5/2022,108.74%,,,
1/6/2022,108.17%,,,
1/7/2022,108.35%,,,
1/10/2022,108.07%,,,
1/11/2022,108.23%,,,
1/12/2022,108.21%,,,
1/13/2022,108.21%,,,
1/14/2022,108.18%,,,
1/17/2022,108.04%,,,
1/18/2022,107.47%,,,
1/19/2022,107.20%,,,
1/20/2022,107.17%,,,
1/21/2022,107.96%,,,
1/24/2022,107.33%,,,
1/25/2022,107.25%,,,
1/26/2022,107.28%,,,
1/27/2022,107.05%,,,
1/28/2022,106.97%,,,
1/31/2022,107.36%,,,
2/1/2022,107.03%,,,
2/2/2022,107.23%,,,
2/3/2022,107.17%,,,
2/4/2022,107.15%,,,
2/7/2022,107.04%,,,
2/8/2022,106.92%,,,
2/9/2022,106.92%,,,
2/10/2022,106.97%,,,
2/11/2022,107.09%,,,
2/14/2022,106.60%,,,
2/15/2022,106.75%,,,
2/16/2022,106.80%,,,
2/17/2022,106.80%,,,
2/18/2022,106.60%,,,
2/21/2022,106.53%,,,
2/22/2022,106.48%,,,
2/23/2022,106.27%,,,
2/24/2022,106.35%,,,
2/25/2022,105.44%,,,
2/28/2022,105.07%,,,
3/1/2022,104.60%,,,
3/2/2022,104.93%,,,
3/3/2022,103.20%,,,
3/4/2022,102.08%,,,
3/8/2022,100.72%,,,
3/9/2022,100.29%,,,
3/10/2022,100.09%,,,
3/11/2022,100.73%,,,
3/14/2022,99.85%,,,
3/15/2022,100.51%,,,
3/16/2022,100.69%,,,
3/17/2022,101.76%,,,
3/18/2022,101.87%,,,
3/21/2022,102.32%,,,
3/22/2022,102.57%,,,
3/23/2022,102.54%,,,
3/24/2022,102.81%,,,
3/25/2022,102.72%,,,
3/28/2022,102.39%,,,
3/29/2022,102.19%,,,
3/30/2022,102.22%,,,
3/31/2022,102.25%,,,
4/1/2022,102.00%,,,
4/4/2022,101.97%,,,
4/5/2022,101.93%,,,
4/6/2022,101.79%,,,
4/7/2022,101.86%,,,
4/8/2022,101.67%,,,
4/11/2022,101.63%,,,
4/12/2022,101.18%,,,
4/13/2022,100.98%,,,
4/14/2022,100.97%,,,
4/19/2022,100.67%,,,
4/20/2022,99.67%,,,
4/21/2022,99.38%,,,
4/22/2022,98.93%,,,
4/25/2022,98.70%,,,
4/26/2022,98.56%,,,
4/27/2022,98.62%,,,
4/28/2022,98.49%,,,
4/29/2022,98.43%,,,
5/2/2022,97.88%,,,
5/3/2022,98.08%,,,
5/4/2022,97.03%,,,
5/5/2022,97.09%,,,
5/6/2022,96.95%,,,
5/9/2022,97.09%,,,
5/10/2022,96.47%,,,
5/11/2022,95.65%,,,
5/12/2022,95.64%,,,
5/13/2022,94.86%,,,
5/16/2022,94.95%,,,
5/17/2022,94.83%,,,
5/18/2022,94.55%,,,
5/19/2022,94.55%,,,
5/20/2022,94.47%,,,
5/23/2022,94.31%,,,
5/24/2022,94.33%,,,
5/25/2022,94.32%,,,
5/26/2022,94.53%,,,
5/27/2022,94.41%,,,
5/30/2022,94.61%,,,
5/31/2022,94.58%,,,
6/1/2022,94.62%,,,
6/2/2022,94.16%,,,
6/3/2022,94.22%,,,
6/6/2022,94.59%,,,
6/7/2022,94.53%,,,
6/8/2022,94.61%,,,
6/9/2022,94.63%,,,
6/10/2022,94.53%,,,
6/13/2022,92.96%,,,
6/14/2022,92.51%,,,
6/15/2022,92.27%,,,
6/16/2022,91.95%,,,
6/17/2022,91.69%,,,
6/20/2022,91.71%,,,
6/21/2022,91.63%,,,
6/22/2022,90.67%,,,
6/23/2022,90.52%,,,
6/24/2022,90.69%,,,
6/27/2022,90.57%,,,
6/28/2022,90.41%,,,
6/29/2022,89.33%,,,
6/30/2022,88.39%,,,
7/1/2022,87.95%,,,
7/4/2022,88.45%,,,
7/5/2022,88.39%,,,
7/6/2022,88.50%,,,
7/7/2022,88.52%,,,
7/8/2022,88.73%,,,
7/11/2022,88.64%,,,
7/12/2022,88.87%,,,
7/13/2022,88.53%,,,
7/14/2022,88.76%,,,
7/15/2022,88.67%,,,
7/18/2022,88.96%,,,
7/19/2022,89.23%,,,
7/20/2022,89.57%,,,
7/21/2022,90.19%,,,
7/22/2022,90.94%,,,
7/25/2022,91.87%,,,
7/26/2022,91.86%,,,
7/27/2022,91.71%,,,
7/28/2022,91.97%,,,
7/29/2022,91.75%,,,
8/1/2022,92.36%,,,
8/2/2022,93.27%,,,
8/3/2022,92.93%,,,
8/4/2022,93.00%,,,
8/5/2022,93.54%,,,
8/8/2022,93.41%,,,
8/9/2022,94.62%,,,
8/10/2022,94.61%,,,
8/11/2022,94.62%,,,
8/12/2022,94.62%,,,
8/15/2022,94.63%,,,
8/16/2022,94.63%,,,
8/17/2022,94.63%,,,
8/18/2022,94.63%,,,
8/19/2022,94.62%,,,
8/22/2022,94.68%,,,
8/23/2022,94.67%,,,
8/24/2022,94.68%,,,
8/25/2022,94.67%,,,
8/26/2022,94.67%,,,
8/29/2022,94.66%,,,
8/30/2022,94.67%,,,
9/1/2022,94.69%,,,
9/2/2022,94.71%,,,
9/5/2022,94.72%,,,
9/6/2022,94.71%,,,
9/7/2022,94.71%,,,
9/8/2022,95.42%,,,
9/9/2022,95.42%,,,
9/12/2022,95.50%,,,
9/13/2022,95.49%,,,
9/14/2022,94.69%,,,
9/15/2022,93.68%,,,
9/16/2022,93.36%,,,
9/19/2022,92.97%,,,
9/20/2022,93.27%,,,
9/21/2022,93.26%,,,
9/22/2022,93.25%,,,
9/23/2022,93.09%,,,
9/26/2022,92.66%,,,
9/27/2022,92.49%,,,
9/28/2022,91.44%,,,
9/29/2022,91.87%,,,
9/30/2022,91.09%,,,
10/3/2022,91.15%,,,
10/4/2022,91.71%,,,
10/5/2022,92.47%,,,
10/6/2022,92.30%,,,
10/7/2022,91.97%,,,
10/10/2022,91.63%,,,
10/11/2022,91.54%,,,
10/12/2022,91.28%,,,
10/13/2022,91.24%,,,
10/14/2022,91.13%,,,
10/17/2022,91.11%,,,
10/18/2022,91.11%,,,
10/19/2022,90.96%,,,
10/20/2022,90.82%,,,
10/21/2022,90.56%,,,
10/24/2022,90.18%,,,
10/25/2022,90.26%,,,
10/26/2022,90.60%,,,
10/27/2022,90.74%,,,
10/28/2022,90.47%,,,
10/31/2022,91.01%,,,
11/1/2022,90.32%,,,
11/2/2022,90.94%,,,
11/3/2022,90.90%,,,
11/4/2022,90.64%,,,
11/7/2022,90.54%,,,
11/8/2022,91.01%,,,
11/9/2022,91.20%,,,
11/10/2022,91.23%,,,
11/11/2022,92.93%,,,
11/14/2022,93.71%,,,
11/15/2022,93.79%,,,
11/16/2022,94.17%,,,
11/17/2022,94.20%,,,
11/18/2022,94.13%,,,
11/21/2022,93.66%,,,
11/22/2022,93.91%,,,
11/23/2022,93.89%,,,
11/24/2022,94.13%,,,
11/25/2022,94.00%,,,
11/28/2022,93.82%,,,
11/29/2022,94.18%,,,
11/30/2022,94.09%,,,
12/1/2022,94.57%,,,
12/2/2022,94.56%,,,
12/5/2022,94.81%,,,
12/6/2022,94.69%,,,
12/7/2022,94.61%,,,
12/8/2022,94.53%,,,
12/9/2022,94.51%,,,
12/12/2022,94.56%,,,
12/13/2022,94.59%,,,
12/14/2022,95.07%,,,
12/15/2022,95.17%,,,
12/16/2022,95.11%,,,
12/19/2022,94.57%,,,
12/20/2022,94.89%,,,
12/21/2022,94.79%,,,
12/22/2022,94.83%,,,
12/23/2022,94.82%,,,
12/27/2022,94.12%,,,
12/28/2022,94.13%,,,
12/29/2022,94.25%,,,
12/30/2022,94.23%,,,
1/2/2023,94.19%,,,
1/3/2023,94.13%,,,
1/4/2023,94.53%,,,
1/5/2023,94.37%,,,
1/6/2023,94.48%,,,
1/9/2023,94.62%,,,
1/10/2023,94.85%,,,
1/11/2023,94.90%,,,
1/12/2023,94.86%,,,
1/13/2023,94.94%,,,
1/16/2023,95.06%,,,
1/17/2023,95.04%,,,
1/18/2023,95.36%,,,
1/19/2023,95.73%,,,
1/20/2023,95.94%,,,
1/23/2023,95.39%,,,
1/24/2023,95.99%,,,
1/25/2023,96.05%,,,
1/26/2023,96.21%,,,
1/27/2023,96.36%,,,
1/30/2023,96.33%,,,
1/31/2023,96.41%,,,
2/1/2023,96.35%,,,
2/2/2023,96.82%,,,
2/3/2023,96.59%,,,
2/6/2023,96.32%,,,
2/7/2023,95.78%,,,
2/8/2023,96.59%,,,
2/9/2023,96.74%,,,
2/10/2023,96.72%,,,
2/13/2023,96.49%,,,
2/14/2023,96.53%,,,
2/15/2023,96.38%,,,
2/16/2023,96.44%,,,
2/17/2023,96.46%,,,
2/20/2023,96.28%,,,
2/21/2023,96.28%,,,
2/22/2023,96.10%,,,
2/23/2023,95.74%,,,
2/24/2023,95.96%,,,
2/27/2023,95.67%,,,
2/28/2023,95.64%,,,
3/1/2023,95.60%,,,
3/2/2023,95.51%,,,
3/3/2023,95.65%,,,
3/6/2023,95.30%,,,
3/7/2023,95.69%,,,
3/8/2023,95.48%,,,
3/9/2023,95.45%,,,
3/10/2023,95.61%,,,
3/13/2023,95.25%,,,
3/14/2023,95.54%,,,
3/15/2023,95.26%,,,
3/16/2023,95.19%,,,
3/17/2023,95.32%,,,
3/20/2023,95.29%,,,
3/21/2023,95.21%,,,
3/22/2023,95.33%,,,
3/23/2023,95.44%,,,
3/24/2023,95.68%,,,
3/27/2023,95.52%,,,
3/28/2023,95.60%,,,
3/29/2023,95.60%,,,
3/30/2023,95.65%,,,
3/31/2023,95.71%,,,
4/3/2023,95.68%,,,
4/4/2023,96.21%,,,
4/5/2023,96.26%,,,
4/6/2023,96.30%,,,
4/11/2023,96.11%,,,
4/12/2023,96.03%,,,
4/13/2023,96.17%,,,
4/14/2023,96.16%,,,
4/17/2023,95.99%,,,
4/18/2023,96.09%,,,
4/19/2023,96.11%,,,
4/20/2023,96.13%,,,
4/21/2023,96.32%,,,
4/24/2023,96.04%,,,
4/25/2023,96.27%,,,
4/26/2023,96.51%,,,
4/27/2023,96.31%,,,
4/28/2023,96.36%,,,
5/2/2023,96.16%,,,
5/3/2023,96.37%,,,
5/4/2023,96.21%,,,
5/5/2023,96.15%,,,
5/8/2023,96.01%,,,
5/9/2023,95.95%,,,
5/10/2023,95.92%,,,
5/11/2023,95.98%,,,
5/12/2023,96.09%,,,
5/15/2023,96.00%,,,
5/16/2023,96.07%,,,
5/17/2023,95.92%,,,
5/18/2023,95.66%,,,
5/19/2023,95.72%,,,
5/22/2023,95.54%,,,
5/23/2023,95.62%,,,
5/24/2023,95.84%,,,
5/25/2023,95.52%,,,
5/26/2023,95.49%,,,
5/29/2023,95.40%,,,
5/30/2023,95.17%,,,
5/31/2023,95.54%,,,
6/1/2023,95.51%,,,
6/2/2023,95.51%,,,
6/5/2023,95.37%,,,
6/6/2023,95.56%,,,
6/7/2023,95.71%,,,
6/8/2023,95.50%,,,
6/9/2023,95.57%,,,
6/12/2023,96.14%,,,
6/13/2023,95.44%,,,
6/14/2023,95.76%,,,
6/15/2023,95.49%,,,
6/16/2023,95.61%,,,
6/19/2023,95.53%,,,
6/20/2023,95.49%,,,
6/21/2023,95.53%,,,
6/22/2023,95.61%,,,
6/23/2023,95.61%,,,
6/26/2023,95.50%,,,
6/27/2023,95.75%,,,
6/28/2023,95.67%,,,
6/29/2023,95.57%,,,
6/30/2023,95.52%,,,
7/3/2023,95.64%,,,
7/4/2023,95.60%,,,
7/5/2023,95.58%,,,
7/6/2023,95.59%,,,
7/7/2023,95.00%,,,
7/10/2023,94.91%,,,
7/11/2023,95.04%,,,
7/12/2023,95.01%,,,
7/13/2023,95.31%,,,
7/14/2023,95.43%,,,
7/17/2023,95.28%,,,
7/18/2023,95.33%,,,
7/19/2023,95.50%,,,
7/20/2023,95.48%,,,
7/21/2023,95.36%,,,
7/24/2023,95.25%,,,
7/25/2023,95.67%,,,
7/26/2023,95.56%,,,
7/27/2023,95.96%,,,
7/28/2023,95.99%,,,
7/31/2023,95.99%,,,
8/1/2023,96.04%,,,
8/2/2023,95.92%,,,
8/3/2023,95.62%,,,
8/4/2023,95.47%,,,
8/7/2023,95.52%,,,
8/8/2023,95.66%,,,
8/9/2023,95.62%,,,
8/10/2023,95.52%,,,
8/11/2023,95.48%,,,
8/14/2023,95.46%,,,
8/15/2023,95.39%,,,
8/16/2023,95.21%,,,
8/17/2023,94.91%,,,
8/18/2023,94.70%,,,
8/21/2023,94.65%,,,
8/22/2023,94.58%,,,
8/23/2023,94.54%,,,
8/24/2023,94.72%,,,
8/25/2023,94.61%,,,
8/28/2023,94.49%,,,
8/29/2023,94.71%,,,
8/30/2023,94.70%,,,
8/31/2023,94.70%,,,
9/1/2023,94.85%,,,
9/4/2023,94.75%,,,
9/5/2023,94.70%,,,
9/6/2023,94.63%,,,
9/7/2023,94.47%,,,
9/8/2023,94.19%,,,
9/11/2023,94.23%,,,
9/12/2023,94.22%,,,
9/13/2023,93.67%,,,
9/14/2023,93.87%,,,
9/15/2023,93.86%,,,
9/18/2023,94.07%,,,
9/19/2023,94.01%,,,
9/20/2023,93.04%,,,
9/21/2023,94.01%,,,
9/22/2023,93.80%,,,
9/25/2023,93.84%,,,
9/26/2023,93.68%,,,
9/27/2023,93.64%,,,
9/28/2023,93.46%,,,
9/29/2023,93.28%,,,
10/2/2023,93.14%,,,
10/3/2023,92.96%,,,
10/4/2023,92.43%,,,
10/5/2023,92.34%,,,
10/6/2023,92.27%,,,
10/9/2023,91.91%,,,
10/10/2023,91.90%,,,
10/11/2023,92.29%,,,
10/12/2023,92.33%,,,
10/13/2023,92.11%,,,
10/16/2023,92.07%,,,
10/17/2023,91.85%,,,
10/18/2023,91.83%,,,
10/19/2023,91.82%,,,
10/20/2023,91.90%,,,
10/23/2023,91.72%,,,
10/24/2023,91.81%,,,
10/25/2023,91.61%,,,
10/26/2023,91.53%,,,
10/27/2023,91.54%,,,
10/30/2023,91.47%,,,
10/31/2023,91.57%,,,
11/1/2023,91.48%,,,
11/2/2023,91.99%,,,
11/3/2023,92.39%,,,
11/6/2023,92.38%,,,
11/7/2023,92.48%,,,
11/8/2023,92.72%,,,
11/9/2023,92.97%,,,
11/10/2023,92.89%,,,
11/13/2023,92.79%,,,
11/14/2023,92.90%,,,
11/15/2023,93.51%,,,
11/16/2023,93.38%,,,
11/17/2023,93.50%,,,
11/20/2023,93.46%,,,
11/21/2023,93.94%,,,
11/22/2023,94.25%,,,
11/23/2023,94.63%,,,
11/24/2023,94.53%,,,
11/27/2023,94.54%,,,
11/28/2023,94.83%,,,
11/29/2023,95.11%,,,
11/30/2023,95.74%,,,
12/1/2023,95.25%,,,
12/4/2023,95.46%,,,
12/5/2023,96.02%,,,
12/6/2023,96.21%,,,
12/7/2023,96.57%,,,
12/8/2023,96.69%,,,
12/11/2023,96.42%,,,
12/12/2023,96.53%,,,
12/13/2023,96.57%,,,
12/14/2023,97.42%,,,
12/15/2023,97.71%,,,
12/18/2023,97.36%,,,
12/19/2023,97.74%,,,
12/20/2023,97.81%,,,
12/21/2023,97.77%,,,
12/22/2023,97.65%,,,
12/27/2023,97.55%,,,
12/28/2023,97.84%,,,
12/29/2023,97.92%,,,
1/2/2024,97.93%,,,
1/3/2024,97.93%,,,
1/4/2024,97.65%,,,
1/5/2024,97.32%,,,
1/8/2024,96.83%,,,
1/9/2024,96.54%,,,
1/10/2024,96.48%,,,
1/11/2024,96.54%,,,
1/12/2024,96.67%,,,
1/15/2024,96.96%,,,
1/16/2024,96.91%,,,
1/17/2024,96.77%,,,
1/18/2024,96.54%,,,
1/19/2024,96.66%,,,
1/22/2024,96.74%,,,
1/23/2024,96.87%,,,
1/24/2024,96.81%,,,
1/25/2024,96.73%,,,
1/26/2024,96.73%,,,
1/29/2024,96.93%,,,
1/30/2024,97.05%,,,
1/31/2024,97.05%,,,
2/1/2024,97.12%,,,
2/2/2024,97.27%,,,
2/5/2024,96.95%,,,
2/6/2024,96.58%,,,
2/7/2024,96.85%,,,
2/8/2024,96.81%,,,
2/9/2024,96.80%,,,
2/12/2024,96.81%,,,
2/13/2024,96.73%,,,
2/14/2024,96.66%,,,
2/15/2024,96.44%,,,
2/16/2024,96.52%,,,
2/19/2024,96.24%,,,
2/20/2024,96.28%,,,
2/21/2024,96.24%,,,
2/22/2024,96.27%,,,
2/23/2024,96.25%,,,
2/26/2024,96.28%,,,
2/27/2024,96.25%,,,
2/28/2024,96.25%,,,
2/29/2024,96.26%,,,
3/1/2024,96.32%,,,
3/4/2024,96.23%,,,
3/5/2024,96.33%,,,
3/6/2024,96.27%,,,
3/7/2024,96.33%,,,
3/8/2024,96.30%,,,
3/11/2024,96.51%,,,
3/12/2024,96.60%,,,
3/13/2024,96.55%,,,
3/14/2024,96.45%,,,
3/15/2024,96.41%,,,
3/18/2024,96.29%,,,
3/19/2024,96.25%,,,
3/20/2024,96.25%,,,
3/21/2024,96.43%,,,
3/22/2024,96.53%,,,
3/25/2024,96.47%,,,
3/26/2024,96.49%,,,
3/27/2024,96.54%,,,
3/28/2024,96.60%,,,
4/2/2024,96.52%,,,
4/3/2024,96.40%,,,
4/4/2024,96.37%,,,
4/5/2024,96.39%,,,
4/8/2024,96.44%,,,
4/9/2024,96.38%,,,
4/10/2024,96.43%,,,
4/11/2024,96.38%,,,
4/12/2024,96.14%,,,
4/15/2024,96.01%,,,
4/16/2024,95.75%,,,
4/17/2024,95.26%,,,
4/18/2024,95.33%,,,
4/19/2024,95.34%,,,
4/22/2024,95.35%,,,
4/23/2024,95.32%,,,
4/24/2024,95.52%,,,
4/25/2024,95.41%,,,
4/26/2024,95.31%,,,
4/29/2024,95.37%,,,
4/30/2024,95.57%,,,
5/2/2024,95.42%,,,
5/3/2024,95.58%,,,
5/6/2024,95.92%,,,
5/7/2024,96.20%,,,
5/8/2024,96.25%,,,
5/9/2024,96.31%,,,
5/10/2024,96.27%,,,
5/13/2024,96.31%,,,
5/14/2024,96.31%,,,
5/15/2024,96.72%,,,
5/16/2024,97.26%,,,
5/17/2024,97.25%,,,
