Date,Price
10/9/2024,97.61%
10/10/2024,97.64%
10/11/2024,97.66%
10/14/2024,97.63%
10/15/2024,97.71%
10/16/2024,97.72%
10/17/2024,97.71%
10/18/2024,97.74%
10/21/2024,97.71%
10/22/2024,97.68%
10/23/2024,97.65%
10/24/2024,97.64%
10/25/2024,96.08%
10/28/2024,95.95%
10/29/2024,95.42%
10/30/2024,95.44%
10/31/2024,95.54%
11/1/2024,95.53%
11/4/2024,96.21%
11/5/2024,96.23%
11/6/2024,96.24%
11/7/2024,96.16%
11/8/2024,96.30%
11/11/2024,96.31%
11/12/2024,96.32%
11/13/2024,96.36%
11/14/2024,96.43%
11/15/2024,96.40%
11/18/2024,96.34%
11/19/2024,96.45%
11/20/2024,96.59%
11/21/2024,96.63%
11/22/2024,97.12%
11/25/2024,97.22%
11/26/2024,97.41%
11/27/2024,97.44%
11/28/2024,97.47%
11/29/2024,97.35%
12/2/2024,96.99%
12/3/2024,96.96%
12/4/2024,96.75%
12/5/2024,96.69%
12/6/2024,96.70%
12/9/2024,96.57%
12/10/2024,96.63%
12/11/2024,96.60%
12/12/2024,96.64%
12/13/2024,96.64%
12/16/2024,96.46%
12/17/2024,96.46%
12/18/2024,96.57%
12/19/2024,96.26%
12/20/2024,96.29%
12/23/2024,96.28%
12/27/2024,96.31%
12/30/2024,96.32%
1/2/2025,96.24%
1/3/2025,96.20%
1/6/2025,96.32%
1/7/2025,96.35%
1/8/2025,96.37%
1/9/2025,96.34%
1/10/2025,96.29%
1/13/2025,96.27%
1/14/2025,96.34%
1/15/2025,96.32%
1/16/2025,96.36%
1/17/2025,96.38%
1/20/2025,96.43%
1/21/2025,96.47%
1/22/2025,96.52%
1/23/2025,96.54%
1/24/2025,96.38%
1/27/2025,96.37%
1/28/2025,96.36%
1/29/2025,96.33%
1/30/2025,96.29%
1/31/2025,96.36%
2/3/2025,96.31%
2/4/2025,96.31%
2/5/2025,96.33%
2/6/2025,96.44%
2/7/2025,96.38%
2/10/2025,96.38%
2/11/2025,96.37%
2/12/2025,96.42%
2/13/2025,96.38%
2/14/2025,96.48%
2/17/2025,96.64%
2/18/2025,96.68%
2/19/2025,96.71%
2/20/2025,96.68%
2/21/2025,96.66%
2/24/2025,96.73%
2/25/2025,96.77%
2/26/2025,96.82%
2/27/2025,96.83%
2/28/2025,96.89%
3/3/2025,96.98%
3/4/2025,97.08%
3/5/2025,97.12%
3/6/2025,97.14%
3/7/2025,97.10%
3/10/2025,97.06%
3/11/2025,97.11%
3/12/2025,97.22%
3/13/2025,97.18%
3/14/2025,97.36%
3/17/2025,97.17%
3/18/2025,97.27%
3/19/2025,97.28%
3/20/2025,97.13%
3/21/2025,97.27%
3/24/2025,97.28%
3/25/2025,97.28%
3/26/2025,97.30%
3/27/2025,97.30%
3/28/2025,97.30%
3/31/2025,97.23%
4/1/2025,97.07%
4/2/2025,97.02%
4/3/2025,96.99%
4/4/2025,96.82%
4/7/2025,94.86%
4/8/2025,94.70%
4/9/2025,94.21%
4/10/2025,96.43%
4/11/2025,96.05%
4/14/2025,96.36%
4/15/2025,96.63%
4/16/2025,96.61%
4/17/2025,96.55%
4/22/2025,96.58%
4/23/2025,96.83%
4/24/2025,96.92%
4/25/2025,96.86%
4/28/2025,96.98%
4/29/2025,97.34%
4/30/2025,97.38%
5/2/2025,97.45%
5/5/2025,97.55%
5/6/2025,97.98%
5/7/2025,98.26%
5/8/2025,98.30%
5/9/2025,98.30%
5/12/2025,98.40%
5/13/2025,98.47%
5/14/2025,98.53%
5/15/2025,98.57%
5/16/2025,98.56%
5/19/2025,98.51%
5/20/2025,98.53%
5/21/2025,98.52%
5/22/2025,98.49%
5/23/2025,98.32%
5/26/2025,98.13%
5/27/2025,98.20%
5/28/2025,98.24%
5/29/2025,98.25%
5/30/2025,98.22%
6/2/2025,98.23%
6/3/2025,98.26%
6/4/2025,98.35%
6/5/2025,98.40%
6/6/2025,98.34%
6/9/2025,98.45%
6/10/2025,98.50%
6/11/2025,98.55%
6/12/2025,98.55%
6/13/2025,98.59%
6/16/2025,98.64%
6/17/2025,98.63%
6/18/2025,98.71%
6/19/2025,98.74%
6/20/2025,98.73%
6/23/2025,98.79%
6/24/2025,98.84%
6/25/2025,98.85%
6/26/2025,98.83%
6/27/2025,98.86%
6/30/2025,98.92%
7/1/2025,99.02%
7/2/2025,99.01%
7/3/2025,98.97%
7/4/2025,99.01%
7/7/2025,99.16%
7/8/2025,99.20%
7/9/2025,99.10%
7/10/2025,99.08%
7/11/2025,99.17%
7/14/2025,99.26%
7/15/2025,98.95%
7/16/2025,99.02%
7/17/2025,99.13%
7/18/2025,99.07%
7/21/2025,99.19%
7/22/2025,99.10%
7/23/2025,99.07%
7/24/2025,99.09%
7/25/2025,99.04%
7/28/2025,99.23%
7/29/2025,99.33%
7/30/2025,99.42%
7/31/2025,99.43%
8/1/2025,99.31%
8/4/2025,99.30%
8/5/2025,99.39%
8/6/2025,99.33%
8/7/2025,99.34%
8/8/2025,99.37%
8/11/2025,99.47%
8/12/2025,99.48%
8/13/2025,99.52%
8/14/2025,99.72%
8/15/2025,99.80%
8/18/2025,99.75%
8/19/2025,99.81%
8/20/2025,99.77%
8/21/2025,99.73%
8/22/2025,99.77%
8/25/2025,100.10%
8/26/2025,99.88%
8/27/2025,99.84%
8/28/2025,99.70%
8/29/2025,99.79%
9/1/2025,99.75%
9/2/2025,99.85%
9/3/2025,99.93%
9/4/2025,99.96%
9/5/2025,99.99%
9/8/2025,99.96%
9/9/2025,99.97%
9/10/2025,100.12%
9/11/2025,100.15%
9/12/2025,100.22%
9/15/2025,100.12%
9/16/2025,100.15%
9/17/2025,100.17%
9/18/2025,100.21%
9/19/2025,100.44%
9/22/2025,100.50%
9/23/2025,100.62%
9/24/2025,102.50%
9/25/2025,100.58%
9/26/2025,100.73%
9/29/2025,100.47%
9/30/2025,100.73%
10/1/2025,100.89%
10/2/2025,100.53%
10/3/2025,100.59%
10/6/2025,100.36%
10/7/2025,102.53%
10/8/2025,102.66%
10/9/2025,102.50%
10/10/2025,102.62%
10/13/2025,102.66%
10/14/2025,102.57%
10/15/2025,102.58%
10/16/2025,102.49%
10/17/2025,102.32%
10/20/2025,102.58%
10/21/2025,102.51%
10/22/2025,102.59%
10/23/2025,102.55%
10/24/2025,102.73%
10/27/2025,102.61%
10/28/2025,102.91%
10/29/2025,102.86%
10/30/2025,102.89%
10/31/2025,102.75%
11/3/2025,102.57%
11/4/2025,102.66%
11/5/2025,102.82%
11/6/2025,102.76%
11/7/2025,102.63%
11/10/2025,102.52%
11/11/2025,103.13%
11/12/2025,102.80%
11/13/2025,103.15%
11/14/2025,103.69%
11/17/2025,102.55%
11/18/2025,102.95%
11/19/2025,102.78%
11/20/2025,102.97%
11/21/2025,102.87%
11/24/2025,102.87%
11/25/2025,103.64%
11/26/2025,102.91%
11/27/2025,103.03%
11/28/2025,103.00%
12/1/2025,103.13%
12/2/2025,103.23%
12/3/2025,103.91%
12/4/2025,103.54%
12/5/2025,103.64%
12/8/2025,103.61%
12/9/2025,103.60%
12/10/2025,103.78%
12/11/2025,103.76%
12/12/2025,103.76%
12/15/2025,103.82%
12/16/2025,103.69%
12/17/2025,103.77%
12/18/2025,103.69%
12/19/2025,103.79%
12/22/2025,103.30%
12/23/2025,103.75%
12/29/2025,103.66%
12/30/2025,103.66%
1/2/2026,103.93%
1/5/2026,103.91%
1/6/2026,103.94%
1/7/2026,103.92%
1/8/2026,103.91%
1/9/2026,103.91%
1/12/2026,103.93%
1/13/2026,103.94%
1/14/2026,103.88%
1/15/2026,104.08%
1/16/2026,103.99%
1/19/2026,104.08%
1/20/2026,104.22%
1/21/2026,104.38%
1/22/2026,104.55%
1/23/2026,104.58%
1/26/2026,104.33%
1/27/2026,104.48%
1/28/2026,104.88%
1/29/2026,104.40%
1/30/2026,104.80%
2/2/2026,104.91%
2/3/2026,105.04%
2/4/2026,105.06%
2/5/2026,105.01%
2/6/2026,104.99%
2/9/2026,105.29%
2/10/2026,105.08%
2/11/2026,105.32%
2/12/2026,105.13%
2/13/2026,105.06%
2/16/2026,104.97%
2/17/2026,105.11%
2/18/2026,105.18%
2/19/2026,105.10%
2/20/2026,105.01%
2/23/2026,105.15%
2/24/2026,105.06%
2/25/2026,105.04%
2/26/2026,105.11%
2/27/2026,105.13%
3/2/2026,105.02%
3/3/2026,104.83%
3/4/2026,105.00%
3/5/2026,104.80%
3/6/2026,104.88%
3/9/2026,104.44%
3/10/2026,104.51%
3/11/2026,104.71%
3/12/2026,104.65%
3/13/2026,104.60%
3/16/2026,104.57%
3/17/2026,104.52%
3/18/2026,104.68%
3/19/2026,104.44%
3/20/2026,104.24%
3/23/2026,104.02%
3/24/2026,104.16%
3/25/2026,104.11%
3/26/2026,104.07%
3/27/2026,103.77%
3/30/2026,103.69%
3/31/2026,103.74%
4/1/2026,103.88%
4/2/2026,104.03%
4/7/2026,103.94%
4/8/2026,104.04%
4/9/2026,104.18%
4/10/2026,104.16%
4/13/2026,104.10%
4/14/2026,104.15%
4/15/2026,104.22%
4/16/2026,104.29%
4/17/2026,104.22%
4/20/2026,104.26%
4/21/2026,104.32%
4/22/2026,104.31%
4/23/2026,104.35%
4/24/2026,104.36%
4/27/2026,104.30%
4/28/2026,104.32%
4/29/2026,104.30%
4/30/2026,104.27%
5/4/2026,104.29%
5/5/2026,104.31%
5/6/2026,104.38%
5/7/2026,104.33%
5/8/2026,104.29%
