Date,Price,,,
7/28/2023,67.78%,,,
7/31/2023,68.44%,,,
8/1/2023,68.36%,,,
8/2/2023,66.21%,,,
8/3/2023,65.87%,,,
8/4/2023,66.67%,,,
8/7/2023,66.83%,,,
8/8/2023,66.86%,,,
8/9/2023,66.66%,,,
8/10/2023,66.85%,,,
8/11/2023,66.65%,,,
8/14/2023,66.17%,,,
8/15/2023,65.23%,,,
8/16/2023,64.59%,,,
8/17/2023,64.52%,,,
8/18/2023,64.20%,,,
8/21/2023,63.97%,,,
8/22/2023,64.00%,,,
8/23/2023,64.55%,,,
8/24/2023,66.39%,,,
8/25/2023,66.14%,,,
8/28/2023,66.04%,,,
8/29/2023,66.99%,,,
8/30/2023,67.43%,,,
8/31/2023,67.44%,,,
9/1/2023,66.11%,,,
9/4/2023,65.84%,,,
9/5/2023,65.70%,,,
9/6/2023,65.39%,,,
9/7/2023,64.82%,,,
9/8/2023,65.41%,,,
9/11/2023,65.35%,,,
9/12/2023,65.15%,,,
9/13/2023,64.83%,,,
9/14/2023,64.58%,,,
9/15/2023,64.35%,,,
9/18/2023,63.91%,,,
9/19/2023,63.86%,,,
9/20/2023,65.25%,,,
9/21/2023,65.13%,,,
9/22/2023,64.75%,,,
9/25/2023,64.78%,,,
9/26/2023,64.38%,,,
9/27/2023,64.16%,,,
9/28/2023,63.69%,,,
9/29/2023,63.22%,,,
10/2/2023,62.94%,,,
10/3/2023,62.19%,,,
10/4/2023,61.34%,,,
10/5/2023,61.70%,,,
10/6/2023,61.40%,,,
10/9/2023,61.12%,,,
10/10/2023,62.22%,,,
10/11/2023,63.08%,,,
10/12/2023,63.10%,,,
10/13/2023,62.38%,,,
10/16/2023,61.94%,,,
10/17/2023,61.66%,,,
10/18/2023,61.02%,,,
10/19/2023,59.82%,,,
10/20/2023,59.85%,,,
10/23/2023,59.99%,,,
10/24/2023,61.00%,,,
10/25/2023,61.01%,,,
10/26/2023,60.25%,,,
10/27/2023,60.51%,,,
10/30/2023,60.58%,,,
10/31/2023,61.09%,,,
11/1/2023,61.86%,,,
11/2/2023,63.37%,,,
11/3/2023,64.80%,,,
11/6/2023,64.79%,,,
11/7/2023,63.96%,,,
11/8/2023,63.98%,,,
11/9/2023,63.91%,,,
11/10/2023,63.27%,,,
11/13/2023,61.96%,,,
11/14/2023,63.30%,,,
11/15/2023,63.71%,,,
11/16/2023,64.39%,,,
11/17/2023,65.00%,,,
11/20/2023,65.05%,,,
11/21/2023,65.72%,,,
11/22/2023,65.40%,,,
11/23/2023,65.32%,,,
11/24/2023,65.25%,,,
11/27/2023,65.01%,,,
11/28/2023,65.07%,,,
11/29/2023,66.13%,,,
11/30/2023,66.14%,,,
12/1/2023,65.73%,,,
12/4/2023,66.07%,,,
12/5/2023,66.53%,,,
12/6/2023,66.92%,,,
12/7/2023,67.27%,,,
12/8/2023,67.51%,,,
12/11/2023,67.26%,,,
12/12/2023,68.00%,,,
12/13/2023,68.69%,,,
12/14/2023,72.43%,,,
12/15/2023,73.06%,,,
12/18/2023,73.00%,,,
12/19/2023,73.05%,,,
12/20/2023,73.04%,,,
12/21/2023,72.94%,,,
12/22/2023,73.07%,,,
12/27/2023,73.22%,,,
12/28/2023,73.33%,,,
12/29/2023,72.91%,,,
1/2/2024,72.38%,,,
1/3/2024,70.50%,,,
1/4/2024,69.24%,,,
1/5/2024,68.82%,,,
1/8/2024,68.60%,,,
1/9/2024,68.54%,,,
1/10/2024,68.17%,,,
1/11/2024,68.85%,,,
1/12/2024,69.00%,,,
1/15/2024,68.90%,,,
1/16/2024,68.57%,,,
1/17/2024,67.48%,,,
1/18/2024,68.00%,,,
1/19/2024,67.50%,,,
1/22/2024,67.34%,,,
1/23/2024,66.85%,,,
1/24/2024,67.75%,,,
1/25/2024,67.85%,,,
1/26/2024,67.95%,,,
1/29/2024,68.00%,,,
1/30/2024,68.00%,,,
1/31/2024,67.40%,,,
2/1/2024,67.95%,,,
2/2/2024,68.35%,,,
2/5/2024,67.11%,,,
2/6/2024,67.37%,,,
2/7/2024,68.15%,,,
2/8/2024,68.45%,,,
2/9/2024,68.50%,,,
2/12/2024,69.30%,,,
2/13/2024,69.15%,,,
2/14/2024,68.30%,,,
2/15/2024,69.10%,,,
2/16/2024,69.05%,,,
2/19/2024,68.85%,,,
2/20/2024,68.88%,,,
2/21/2024,68.94%,,,
2/22/2024,69.00%,,,
2/23/2024,69.30%,,,
2/26/2024,69.70%,,,
2/27/2024,69.30%,,,
2/28/2024,68.90%,,,
2/29/2024,69.00%,,,
3/1/2024,68.59%,,,
3/4/2024,68.03%,,,
3/5/2024,67.03%,,,
3/6/2024,67.98%,,,
3/7/2024,68.83%,,,
3/8/2024,68.61%,,,
3/11/2024,68.85%,,,
3/12/2024,69.43%,,,
3/13/2024,69.35%,,,
3/14/2024,69.12%,,,
3/15/2024,68.09%,,,
3/18/2024,67.82%,,,
3/19/2024,67.48%,,,
3/20/2024,67.56%,,,
3/21/2024,69.95%,,,
3/22/2024,69.67%,,,
3/25/2024,69.62%,,,
3/26/2024,69.16%,,,
3/27/2024,69.51%,,,
3/28/2024,70.09%,,,
4/2/2024,69.83%,,,
4/3/2024,69.44%,,,
4/4/2024,70.44%,,,
4/5/2024,70.17%,,,
4/8/2024,69.96%,,,
4/9/2024,70.31%,,,
4/10/2024,70.71%,,,
4/11/2024,69.10%,,,
4/12/2024,68.68%,,,
4/15/2024,68.48%,,,
4/16/2024,67.30%,,,
4/17/2024,68.02%,,,
4/18/2024,67.94%,,,
4/19/2024,67.66%,,,
4/22/2024,67.84%,,,
4/23/2024,68.08%,,,
4/24/2024,68.12%,,,
4/25/2024,67.52%,,,
4/26/2024,67.83%,,,
4/29/2024,68.70%,,,
4/30/2024,68.71%,,,
5/2/2024,68.62%,,,
5/3/2024,69.45%,,,
5/6/2024,69.58%,,,
5/7/2024,70.14%,,,
5/8/2024,69.84%,,,
5/9/2024,69.50%,,,
5/10/2024,69.82%,,,
5/13/2024,69.74%,,,
5/14/2024,69.66%,,,
5/15/2024,69.96%,,,
5/16/2024,70.67%,,,
5/17/2024,70.41%,,,
5/20/2024,70.22%,,,
5/21/2024,70.41%,,,
5/22/2024,70.27%,,,
5/23/2024,70.35%,,,
5/24/2024,70.17%,,,
5/27/2024,70.27%,,,
5/28/2024,70.53%,,,
5/29/2024,69.75%,,,
5/30/2024,70.10%,,,
5/31/2024,70.36%,,,
6/3/2024,70.98%,,,
6/4/2024,70.78%,,,
6/5/2024,70.68%,,,
6/6/2024,71.21%,,,
6/7/2024,71.11%,,,
6/10/2024,70.32%,,,
6/11/2024,70.64%,,,
6/12/2024,71.76%,,,
6/13/2024,71.60%,,,
6/14/2024,71.12%,,,
6/17/2024,70.83%,,,
6/18/2024,70.92%,,,
6/19/2024,71.28%,,,
6/20/2024,71.21%,,,
6/21/2024,71.07%,,,
6/24/2024,71.19%,,,
6/25/2024,71.28%,,,
6/26/2024,71.06%,,,
6/27/2024,70.69%,,,
6/28/2024,70.91%,,,
7/1/2024,70.36%,,,
7/2/2024,70.36%,,,
7/3/2024,71.42%,,,
7/4/2024,71.79%,,,
7/5/2024,71.90%,,,
7/8/2024,72.04%,,,
7/9/2024,71.95%,,,
7/10/2024,71.97%,,,
7/11/2024,72.39%,,,
7/12/2024,72.33%,,,
7/15/2024,72.16%,,,
7/16/2024,72.00%,,,
7/17/2024,72.11%,,,
7/18/2024,71.88%,,,
7/19/2024,71.69%,,,
7/22/2024,71.77%,,,
7/23/2024,71.83%,,,
7/24/2024,71.53%,,,
7/25/2024,71.18%,,,
7/26/2024,71.65%,,,
7/29/2024,71.67%,,,
7/30/2024,71.60%,,,
7/31/2024,71.67%,,,
8/1/2024,71.72%,,,
8/2/2024,69.92%,,,
8/5/2024,69.75%,,,
8/6/2024,69.82%,,,
8/7/2024,69.63%,,,
8/8/2024,69.68%,,,
8/9/2024,70.44%,,,
8/12/2024,70.57%,,,
8/13/2024,70.81%,,,
8/14/2024,71.13%,,,
8/15/2024,71.60%,,,
8/16/2024,71.71%,,,
8/19/2024,72.17%,,,
8/20/2024,72.47%,,,
8/21/2024,72.38%,,,
8/22/2024,72.37%,,,
8/23/2024,72.40%,,,
8/26/2024,72.73%,,,
8/27/2024,72.48%,,,
8/28/2024,72.49%,,,
8/29/2024,72.29%,,,
8/30/2024,72.07%,,,
9/2/2024,73.25%,,,
9/3/2024,73.25%,,,
9/4/2024,72.70%,,,
9/5/2024,73.80%,,,
9/6/2024,73.83%,,,
9/9/2024,73.61%,,,
9/10/2024,73.75%,,,
9/11/2024,74.17%,,,
9/12/2024,73.94%,,,
9/13/2024,74.19%,,,
9/16/2024,74.87%,,,
9/17/2024,75.87%,,,
9/18/2024,75.67%,,,
9/19/2024,75.66%,,,
9/20/2024,75.68%,,,
9/23/2024,75.40%,,,
9/24/2024,75.16%,,,
9/25/2024,75.24%,,,
9/26/2024,75.48%,,,
9/27/2024,75.27%,,,
9/30/2024,75.23%,,,
10/1/2024,75.37%,,,
10/2/2024,74.97%,,,
10/3/2024,74.41%,,,
10/4/2024,73.88%,,,
10/7/2024,73.18%,,,
10/8/2024,72.82%,,,
10/9/2024,72.79%,,,
10/10/2024,72.68%,,,
10/11/2024,72.61%,,,
10/14/2024,72.62%,,,
10/15/2024,73.43%,,,
10/16/2024,73.59%,,,
10/17/2024,73.52%,,,
10/18/2024,72.86%,,,
10/21/2024,72.42%,,,
10/22/2024,71.15%,,,
10/23/2024,71.47%,,,
10/24/2024,71.78%,,,
10/25/2024,71.89%,,,
10/28/2024,71.45%,,,
10/29/2024,71.63%,,,
10/30/2024,72.35%,,,
10/31/2024,72.25%,,,
11/1/2024,71.83%,,,
11/4/2024,72.01%,,,
11/5/2024,71.63%,,,
11/6/2024,71.38%,,,
11/7/2024,72.29%,,,
11/8/2024,73.23%,,,
11/11/2024,72.77%,,,
11/12/2024,72.01%,,,
11/13/2024,71.86%,,,
11/14/2024,71.80%,,,
11/15/2024,71.55%,,,
11/18/2024,71.42%,,,
11/19/2024,71.57%,,,
11/20/2024,71.66%,,,
11/21/2024,71.61%,,,
11/22/2024,71.74%,,,
11/25/2024,72.29%,,,
11/26/2024,72.03%,,,
11/27/2024,72.16%,,,
11/28/2024,72.12%,,,
11/29/2024,72.62%,,,
12/2/2024,72.48%,,,
12/3/2024,72.56%,,,
12/4/2024,72.91%,,,
12/5/2024,73.19%,,,
12/6/2024,73.47%,,,
12/9/2024,73.40%,,,
12/10/2024,73.21%,,,
12/11/2024,72.82%,,,
12/12/2024,72.59%,,,
12/13/2024,72.26%,,,
12/16/2024,71.97%,,,
12/17/2024,71.72%,,,
12/18/2024,71.56%,,,
12/19/2024,70.37%,,,
12/20/2024,69.99%,,,
12/23/2024,69.86%,,,
12/27/2024,69.50%,,,
12/30/2024,69.34%,,,
1/2/2025,69.64%,,,
1/3/2025,69.74%,,,
1/6/2025,69.61%,,,
1/7/2025,69.40%,,,
1/8/2025,68.87%,,,
1/9/2025,69.06%,,,
1/10/2025,68.94%,,,
1/13/2025,67.90%,,,
1/14/2025,68.18%,,,
1/15/2025,68.82%,,,
1/16/2025,68.80%,,,
1/17/2025,68.92%,,,
1/20/2025,68.53%,,,
1/21/2025,69.16%,,,
1/22/2025,69.72%,,,
1/23/2025,69.79%,,,
1/24/2025,70.09%,,,
1/27/2025,70.28%,,,
1/28/2025,70.34%,,,
1/29/2025,70.72%,,,
1/30/2025,71.11%,,,
1/31/2025,71.27%,,,
2/3/2025,70.81%,,,
2/4/2025,71.25%,,,
2/5/2025,71.82%,,,
2/6/2025,71.65%,,,
2/7/2025,71.36%,,,
2/10/2025,71.24%,,,
2/11/2025,70.92%,,,
2/12/2025,70.78%,,,
2/13/2025,70.84%,,,
2/14/2025,71.35%,,,
2/17/2025,71.33%,,,
2/18/2025,71.29%,,,
2/19/2025,71.09%,,,
2/20/2025,71.09%,,,
2/21/2025,71.24%,,,
2/24/2025,71.28%,,,
2/25/2025,71.76%,,,
2/26/2025,71.95%,,,
2/27/2025,72.07%,,,
2/28/2025,72.13%,,,
3/3/2025,72.36%,,,
3/4/2025,72.82%,,,
3/5/2025,72.06%,,,
3/6/2025,71.04%,,,
3/7/2025,71.18%,,,
3/10/2025,71.58%,,,
3/11/2025,72.10%,,,
3/12/2025,71.71%,,,
3/13/2025,71.50%,,,
3/14/2025,71.28%,,,
3/17/2025,71.53%,,,
3/18/2025,71.58%,,,
3/19/2025,70.48%,,,
3/20/2025,71.26%,,,
3/21/2025,68.77%,,,
3/24/2025,69.28%,,,
3/25/2025,70.45%,,,
3/26/2025,70.44%,,,
3/27/2025,69.48%,,,
3/28/2025,69.29%,,,
3/31/2025,69.65%,,,
4/1/2025,70.12%,,,
4/2/2025,70.52%,,,
4/3/2025,70.45%,,,
4/4/2025,70.20%,,,
4/7/2025,67.64%,,,
4/8/2025,68.55%,,,
4/9/2025,66.32%,,,
4/10/2025,68.77%,,,
4/11/2025,66.86%,,,
4/14/2025,67.75%,,,
4/15/2025,67.92%,,,
4/16/2025,68.22%,,,
4/17/2025,68.53%,,,
4/22/2025,67.83%,,,
4/23/2025,68.79%,,,
4/24/2025,68.50%,,,
4/25/2025,68.59%,,,
4/28/2025,67.84%,,,
4/29/2025,67.26%,,,
4/30/2025,67.41%,,,
5/2/2025,67.61%,,,
5/5/2025,67.61%,,,
5/6/2025,67.68%,,,
5/7/2025,68.39%,,,
5/8/2025,68.15%,,,
5/9/2025,68.10%,,,
5/12/2025,69.10%,,,
5/13/2025,68.58%,,,
5/14/2025,68.70%,,,
5/15/2025,68.39%,,,
5/16/2025,69.13%,,,
5/19/2025,68.49%,,,
5/20/2025,69.09%,,,
5/21/2025,68.95%,,,
5/22/2025,68.21%,,,
5/23/2025,68.38%,,,
5/26/2025,68.40%,,,
5/27/2025,68.64%,,,
5/28/2025,68.22%,,,
5/29/2025,67.89%,,,
5/30/2025,67.42%,,,
6/2/2025,67.73%,,,
6/3/2025,68.18%,,,
6/4/2025,68.68%,,,
6/5/2025,68.46%,,,
6/6/2025,68.75%,,,
6/9/2025,68.71%,,,
6/10/2025,69.25%,,,
6/11/2025,69.61%,,,
6/12/2025,69.39%,,,
6/13/2025,68.74%,,,
6/16/2025,68.95%,,,
6/17/2025,69.14%,,,
6/18/2025,68.89%,,,
6/19/2025,68.87%,,,
6/20/2025,68.48%,,,
6/23/2025,68.99%,,,
6/24/2025,69.72%,,,
6/25/2025,69.89%,,,
6/26/2025,69.24%,,,
6/27/2025,69.54%,,,
6/30/2025,70.48%,,,
7/1/2025,71.41%,,,
7/2/2025,71.53%,,,
7/3/2025,71.94%,,,
7/4/2025,71.75%,,,
7/7/2025,71.26%,,,
7/8/2025,70.81%,,,
7/9/2025,70.81%,,,
7/10/2025,71.14%,,,
7/11/2025,71.03%,,,
7/14/2025,70.40%,,,
7/15/2025,70.35%,,,
7/16/2025,69.95%,,,
7/17/2025,69.72%,,,
7/18/2025,70.34%,,,
7/21/2025,70.96%,,,
7/22/2025,71.15%,,,
7/23/2025,71.40%,,,
7/24/2025,71.60%,,,
7/25/2025,71.18%,,,
7/28/2025,71.73%,,,
7/29/2025,71.47%,,,
7/30/2025,71.56%,,,
7/31/2025,71.76%,,,
8/1/2025,71.50%,,,
8/4/2025,72.13%,,,
8/5/2025,72.48%,,,
8/6/2025,72.26%,,,
8/7/2025,72.49%,,,
8/8/2025,72.53%,,,
8/11/2025,72.95%,,,
8/12/2025,72.88%,,,
8/13/2025,73.46%,,,
8/14/2025,73.53%,,,
8/15/2025,73.21%,,,
8/18/2025,73.24%,,,
8/19/2025,73.21%,,,
8/20/2025,72.89%,,,
8/21/2025,72.91%,,,
8/22/2025,72.80%,,,
8/25/2025,72.57%,,,
8/26/2025,72.86%,,,
8/27/2025,72.72%,,,
8/28/2025,72.83%,,,
8/29/2025,72.90%,,,
9/1/2025,72.80%,,,
9/2/2025,72.67%,,,
9/3/2025,72.42%,,,
9/4/2025,72.52%,,,
9/5/2025,73.39%,,,
9/8/2025,73.22%,,,
9/9/2025,72.82%,,,
9/10/2025,72.77%,,,
9/11/2025,73.62%,,,
9/12/2025,73.59%,,,
9/15/2025,74.31%,,,
9/16/2025,74.65%,,,
9/17/2025,75.17%,,,
9/18/2025,74.90%,,,
9/19/2025,74.17%,,,
9/22/2025,74.29%,,,
9/23/2025,74.20%,,,
9/24/2025,74.15%,,,
9/25/2025,73.83%,,,
9/26/2025,73.56%,,,
9/29/2025,73.89%,,,
9/30/2025,73.98%,,,
10/1/2025,74.34%,,,
10/2/2025,74.66%,,,
10/3/2025,74.55%,,,
10/6/2025,74.43%,,,
10/7/2025,74.20%,,,
10/8/2025,74.36%,,,
10/9/2025,74.29%,,,
10/10/2025,74.22%,,,
10/13/2025,73.80%,,,
10/14/2025,73.72%,,,
10/15/2025,74.55%,,,
10/16/2025,74.54%,,,
10/17/2025,74.36%,,,
10/20/2025,74.77%,,,
10/21/2025,75.52%,,,
10/22/2025,75.56%,,,
10/23/2025,75.47%,,,
10/24/2025,76.13%,,,
10/27/2025,76.20%,,,
10/28/2025,76.18%,,,
10/29/2025,76.12%,,,
10/30/2025,75.89%,,,
10/31/2025,76.25%,,,
11/3/2025,76.17%,,,
11/4/2025,75.85%,,,
11/5/2025,76.02%,,,
11/6/2025,75.97%,,,
11/7/2025,75.91%,,,
11/10/2025,75.72%,,,
11/11/2025,75.69%,,,
11/12/2025,75.85%,,,
11/13/2025,76.27%,,,
11/14/2025,76.02%,,,
11/17/2025,76.21%,,,
11/18/2025,76.04%,,,
11/19/2025,75.77%,,,
11/20/2025,76.01%,,,
11/21/2025,75.89%,,,
11/24/2025,76.14%,,,
11/25/2025,76.56%,,,
11/26/2025,76.78%,,,
11/27/2025,76.81%,,,
11/28/2025,76.96%,,,
12/1/2025,76.90%,,,
12/2/2025,77.15%,,,
12/3/2025,77.27%,,,
12/4/2025,77.25%,,,
12/5/2025,77.18%,,,
12/8/2025,77.02%,,,
12/9/2025,75.94%,,,
12/10/2025,75.94%,,,
12/11/2025,76.27%,,,
12/12/2025,76.30%,,,
12/15/2025,76.60%,,,
12/16/2025,76.62%,,,
12/17/2025,76.57%,,,
12/18/2025,76.76%,,,
12/19/2025,76.71%,,,
12/22/2025,76.55%,,,
12/23/2025,76.58%,,,
12/29/2025,76.80%,,,
12/30/2025,76.66%,,,
1/2/2026,76.50%,,,
1/5/2026,76.66%,,,
1/6/2026,76.24%,,,
1/7/2026,76.05%,,,
1/8/2026,76.02%,,,
1/9/2026,75.66%,,,
1/12/2026,75.66%,,,
1/13/2026,75.42%,,,
1/14/2026,75.38%,,,
1/15/2026,75.71%,,,
1/16/2026,75.71%,,,
1/19/2026,75.38%,,,
1/20/2026,74.90%,,,
1/21/2026,75.29%,,,
1/22/2026,75.95%,,,
1/23/2026,75.83%,,,
1/26/2026,75.93%,,,
1/27/2026,75.89%,,,
1/28/2026,75.70%,,,
1/29/2026,75.48%,,,
1/30/2026,74.98%,,,
2/2/2026,75.32%,,,
2/3/2026,75.37%,,,
2/4/2026,75.36%,,,
2/5/2026,75.32%,,,
2/6/2026,75.68%,,,
2/9/2026,75.85%,,,
2/10/2026,76.79%,,,
2/11/2026,76.71%,,,
2/12/2026,76.99%,,,
2/13/2026,77.04%,,,
2/16/2026,77.49%,,,
2/17/2026,77.64%,,,
2/18/2026,77.48%,,,
2/19/2026,76.95%,,,
2/20/2026,76.70%,,,
2/23/2026,76.80%,,,
2/24/2026,76.78%,,,
2/25/2026,76.83%,,,
2/26/2026,76.86%,,,
2/27/2026,76.57%,,,
3/2/2026,75.37%,,,
3/3/2026,75.09%,,,
3/4/2026,75.41%,,,
3/5/2026,75.63%,,,
3/6/2026,75.18%,,,
3/9/2026,73.04%,,,
3/10/2026,74.69%,,,
3/11/2026,74.37%,,,
3/12/2026,73.28%,,,
3/13/2026,72.11%,,,
3/16/2026,71.40%,,,
3/17/2026,71.95%,,,
3/18/2026,72.58%,,,
3/19/2026,70.60%,,,
3/20/2026,71.23%,,,
3/23/2026,69.19%,,,
3/24/2026,71.30%,,,
3/25/2026,71.66%,,,
3/26/2026,71.10%,,,
3/27/2026,69.96%,,,
3/30/2026,69.28%,,,
3/31/2026,70.12%,,,
4/1/2026,71.79%,,,
4/2/2026,71.34%,,,
4/7/2026,71.57%,,,
4/8/2026,74.23%,,,
4/9/2026,74.06%,,,
4/10/2026,74.75%,,,
4/13/2026,74.28%,,,
4/14/2026,75.32%,,,
4/15/2026,75.42%,,,
4/16/2026,75.07%,,,
4/17/2026,75.42%,,,
4/20/2026,74.95%,,,
4/21/2026,74.86%,,,
4/22/2026,74.49%,,,
4/23/2026,73.98%,,,
4/24/2026,73.57%,,,
4/27/2026,73.30%,,,
4/28/2026,72.95%,,,
4/29/2026,72.86%,,,
4/30/2026,72.53%,,,
5/4/2026,72.53%,,,
5/5/2026,72.35%,,,
5/6/2026,73.91%,,,
5/7/2026,74.20%,,,
5/8/2026,73.94%,,,
