Date,Price
2/19/2019,106.12
2/20/2019,106.75
2/21/2019,106.88
2/22/2019,106.62
2/25/2019,107.38
2/26/2019,107.5
2/27/2019,107.38
2/28/2019,107.75
3/1/2019,107.75
3/4/2019,107.25
3/5/2019,107.25
3/6/2019,107.38
3/7/2019,107.5
3/8/2019,107.5
3/11/2019,107.62
3/12/2019,108.12
3/13/2019,107.75
3/14/2019,107.62
3/15/2019,107.5
3/18/2019,107.62
3/19/2019,107.75
3/20/2019,107.88
3/21/2019,108
3/22/2019,108.25
3/25/2019,108.25
3/26/2019,108.5
3/27/2019,108.75
3/28/2019,108.12
3/29/2019,108.5
4/1/2019,108.25
4/2/2019,108.25
4/3/2019,108.5
4/4/2019,108.38
4/5/2019,108.38
4/8/2019,108.62
4/9/2019,108.88
4/10/2019,109.12
4/11/2019,109.25
4/12/2019,109.12
4/15/2019,109.25
4/16/2019,109.38
4/17/2019,109.38
4/18/2019,109.38
4/19/2019,109.38
4/22/2019,109.62
4/23/2019,109.38
4/24/2019,109.75
4/25/2019,109.62
4/26/2019,110
4/29/2019,110.25
4/30/2019,110.75
5/1/2019,111.25
5/2/2019,110.88
5/3/2019,110.38
5/6/2019,110.75
5/7/2019,110.5
5/8/2019,110
5/9/2019,109.88
5/10/2019,110.12
5/13/2019,110.12
5/14/2019,109.88
5/15/2019,110.12
5/16/2019,110.5
5/17/2019,110.5
5/20/2019,111
5/21/2019,111.25
5/22/2019,111.5
5/23/2019,111.12
5/24/2019,111.25
5/27/2019,111.25
5/28/2019,111.62
5/29/2019,111.5
5/30/2019,111.5
5/31/2019,111.38
6/3/2019,111.62
6/4/2019,111.75
6/5/2019,112.12
6/6/2019,113.12
6/7/2019,113.62
6/10/2019,113.88
6/11/2019,113.75
6/12/2019,113.62
6/13/2019,113.5
6/14/2019,113.62
6/17/2019,113.62
6/18/2019,114.75
6/19/2019,115.25
6/20/2019,115.5
6/21/2019,117.38
6/24/2019,117.12
6/25/2019,117.12
6/26/2019,117.12
6/27/2019,117.12
6/28/2019,117.12
7/1/2019,117.12
7/2/2019,117.12
7/3/2019,117.12
7/4/2019,117.12
7/5/2019,117.12
7/8/2019,117.12
7/9/2019,117.12
7/10/2019,117.12
7/11/2019,117.12
7/12/2019,117.12
7/15/2019,117.12
7/16/2019,117.12
7/17/2019,117.12
7/18/2019,117.12
7/19/2019,117.87
7/22/2019,117.87
7/23/2019,117.87
7/24/2019,117.87
7/25/2019,117.87
7/26/2019,117.87
7/29/2019,117.87
7/30/2019,117.87
7/31/2019,117.87
8/1/2019,117.75
8/2/2019,118.25
8/5/2019,118.5
8/6/2019,118.12
8/7/2019,118.12
8/8/2019,119.75
8/9/2019,120.38
8/12/2019,120.38
8/13/2019,120.38
8/14/2019,121.25
8/15/2019,122.25
8/16/2019,122.38
8/19/2019,121.75
8/20/2019,122.25
8/21/2019,121.88
8/22/2019,122
8/23/2019,121.88
8/26/2019,122.12
8/27/2019,122.38
8/28/2019,123.12
8/29/2019,123.38
8/30/2019,123.25
9/2/2019,123.88
9/3/2019,124.75
9/4/2019,125.38
9/5/2019,125.5
9/6/2019,124.62
9/9/2019,124.25
9/10/2019,123.5
9/11/2019,122.38
9/12/2019,123.88
9/13/2019,122
9/16/2019,122.25
9/17/2019,122.38
9/18/2019,123.12
9/19/2019,123.25
9/20/2019,123.62
9/23/2019,124.75
9/24/2019,124.25
9/25/2019,123.88
9/26/2019,123.62
9/27/2019,123.62
9/30/2019,123.38
10/1/2019,122.25
10/2/2019,122.62
10/3/2019,122.75
10/4/2019,123.12
10/7/2019,123.5
10/8/2019,123.25
10/9/2019,123.38
10/10/2019,123
10/11/2019,122.88
10/14/2019,122.62
10/15/2019,123
10/16/2019,122.88
10/17/2019,123
10/18/2019,123.12
10/21/2019,123
10/22/2019,122.88
10/23/2019,123
10/24/2019,123.12
10/25/2019,122.88
10/28/2019,122.75
10/29/2019,122.5
10/30/2019,122.75
10/31/2019,123.12
11/1/2019,123.62
11/4/2019,123.75
11/5/2019,122.5
11/6/2019,122.62
11/7/2019,122.75
11/8/2019,122.5
11/11/2019,122.75
11/12/2019,122.88
11/13/2019,122.88
11/14/2019,123.25
11/15/2019,123.5
11/18/2019,123.62
11/19/2019,123.88
11/20/2019,124.12
11/21/2019,125
11/22/2019,125.62
11/25/2019,125.88
11/26/2019,126.12
11/27/2019,126.25
11/28/2019,126.25
11/29/2019,126.62
12/2/2019,126
12/3/2019,126.25
12/4/2019,126.97
12/5/2019,127.06
12/6/2019,127.04
12/9/2019,127.66
12/10/2019,128.23
