Date,Price
1/27/2026,98.29
1/28/2026,98.24
1/29/2026,98.23
1/30/2026,98.19
2/2/2026,98.19
2/3/2026,98.2
2/4/2026,98.19
2/5/2026,98.2
2/6/2026,98.24
2/9/2026,98.16
2/10/2026,98.17
2/11/2026,98.16
2/12/2026,98.08
2/13/2026,98.1
2/16/2026,98.12
2/17/2026,98.12
2/18/2026,98.12
2/19/2026,98.08
2/20/2026,98.15
2/23/2026,98.27
2/24/2026,98.24
2/25/2026,98.24
2/26/2026,98.23
2/27/2026,98.26
3/2/2026,98.27
3/3/2026,98.1
3/4/2026,97.86
3/5/2026,97.91
3/6/2026,97.78
3/9/2026,97.62
3/10/2026,97.53
3/11/2026,97.49
3/12/2026,97.39
3/13/2026,97.22
3/16/2026,97.31
3/17/2026,97.24
3/18/2026,97.31
3/19/2026,97.04
3/20/2026,96.94
3/23/2026,96.54
3/24/2026,96.65
3/25/2026,96.6
3/26/2026,96.42
3/27/2026,96.09
3/30/2026,96.21
3/31/2026,95.88
4/1/2026,95.88
4/2/2026,95.68
4/7/2026,95.64
4/8/2026,95.84
4/9/2026,96.1
4/10/2026,96.18
4/13/2026,96.16
4/14/2026,96.32
4/15/2026,96.68
4/16/2026,96.73
4/17/2026,96.62
4/20/2026,96.83
4/21/2026,96.86
4/22/2026,96.86
4/23/2026,96.84
4/24/2026,96.82
4/27/2026,96.81
4/28/2026,96.75
4/29/2026,96.73
4/30/2026,96.59
5/4/2026,96.69
5/5/2026,96.6
5/6/2026,96.74
5/7/2026,96.95
5/8/2026,96.95
