Date,Price
2/24/2021,103.79%
2/25/2021,103.57%
2/26/2021,103.18%
3/1/2021,103.41%
3/2/2021,103.95%
3/3/2021,104.28%
3/4/2021,104.22%
3/5/2021,102.85%
3/8/2021,102.31%
3/9/2021,101.75%
3/10/2021,102.07%
3/11/2021,102.64%
3/12/2021,102.89%
3/15/2021,101.76%
3/16/2021,102.17%
3/17/2021,101.77%
3/18/2021,100.73%
3/19/2021,99.85%
3/22/2021,99.55%
3/23/2021,99.79%
3/24/2021,99.64%
3/25/2021,99.64%
3/26/2021,99.45%
3/29/2021,99.23%
3/30/2021,99.02%
3/31/2021,98.78%
4/1/2021,98.79%
4/6/2021,98.81%
4/7/2021,98.99%
4/8/2021,99.11%
4/9/2021,99.09%
4/12/2021,99.44%
4/13/2021,99.19%
4/14/2021,99.43%
4/15/2021,99.59%
4/16/2021,99.92%
4/19/2021,100.91%
4/20/2021,100.76%
4/21/2021,100.77%
4/22/2021,100.93%
4/23/2021,101.09%
4/26/2021,101.13%
4/27/2021,101.21%
4/28/2021,100.64%
4/29/2021,100.69%
4/30/2021,100.52%
5/3/2021,100.65%
5/4/2021,100.67%
5/5/2021,101.07%
5/6/2021,101.13%
5/7/2021,101.29%
5/10/2021,101.40%
5/11/2021,101.55%
5/12/2021,101.72%
5/13/2021,101.23%
5/14/2021,100.89%
5/17/2021,101.17%
5/18/2021,101.05%
5/19/2021,100.92%
5/20/2021,100.79%
5/21/2021,100.95%
5/25/2021,101.14%
5/26/2021,101.43%
5/27/2021,101.42%
5/28/2021,101.74%
5/31/2021,101.49%
6/1/2021,101.77%
6/2/2021,101.81%
6/3/2021,101.88%
6/4/2021,101.95%
6/7/2021,101.99%
6/8/2021,102.31%
6/9/2021,102.77%
6/10/2021,102.98%
6/11/2021,103.67%
6/14/2021,104.00%
6/15/2021,104.07%
6/16/2021,103.97%
6/17/2021,103.46%
6/18/2021,103.47%
6/21/2021,103.83%
6/22/2021,103.61%
6/23/2021,103.63%
6/24/2021,103.64%
6/25/2021,103.85%
6/28/2021,103.82%
6/29/2021,103.83%
6/30/2021,103.82%
7/1/2021,103.83%
7/2/2021,103.81%
7/5/2021,103.77%
7/6/2021,103.80%
7/7/2021,103.51%
7/8/2021,103.83%
7/9/2021,103.69%
7/12/2021,103.82%
7/13/2021,103.87%
7/14/2021,103.87%
7/15/2021,103.83%
7/16/2021,103.83%
7/19/2021,103.86%
7/20/2021,103.83%
7/21/2021,103.85%
7/22/2021,103.37%
7/23/2021,103.42%
7/26/2021,103.48%
7/27/2021,103.87%
7/28/2021,103.87%
7/29/2021,103.88%
7/30/2021,103.87%
8/2/2021,103.87%
8/3/2021,103.91%
8/4/2021,104.11%
8/5/2021,104.13%
8/6/2021,104.03%
8/9/2021,104.07%
8/10/2021,104.03%
8/11/2021,104.01%
8/12/2021,103.67%
8/13/2021,103.65%
8/16/2021,103.75%
8/17/2021,103.79%
8/18/2021,103.77%
8/19/2021,103.74%
8/20/2021,103.74%
8/23/2021,103.89%
8/24/2021,103.90%
8/25/2021,103.89%
8/26/2021,103.84%
8/27/2021,103.78%
8/30/2021,103.75%
8/31/2021,103.99%
9/1/2021,103.85%
9/2/2021,104.02%
9/3/2021,104.04%
9/6/2021,104.05%
9/7/2021,104.05%
9/8/2021,104.04%
9/9/2021,104.09%
9/10/2021,104.10%
9/13/2021,104.17%
9/14/2021,104.10%
9/15/2021,104.25%
9/16/2021,104.25%
9/17/2021,104.25%
9/20/2021,104.06%
9/21/2021,103.83%
9/22/2021,103.84%
9/23/2021,103.82%
9/24/2021,103.61%
9/27/2021,103.32%
9/28/2021,102.42%
9/29/2021,101.98%
9/30/2021,101.79%
10/1/2021,101.62%
10/4/2021,101.47%
10/5/2021,101.29%
10/6/2021,101.04%
10/7/2021,101.10%
10/8/2021,101.14%
10/11/2021,100.97%
10/12/2021,100.88%
10/13/2021,101.03%
10/14/2021,101.39%
10/15/2021,102.38%
10/18/2021,102.06%
10/19/2021,102.24%
10/20/2021,102.04%
10/21/2021,101.89%
10/22/2021,101.82%
10/25/2021,101.83%
10/26/2021,101.84%
10/27/2021,102.26%
10/28/2021,102.23%
10/29/2021,102.07%
11/1/2021,102.01%
11/2/2021,102.00%
11/3/2021,102.06%
11/4/2021,102.03%
11/5/2021,102.07%
11/8/2021,102.51%
11/9/2021,102.62%
11/10/2021,102.69%
11/11/2021,102.53%
11/12/2021,102.26%
11/15/2021,102.26%
11/16/2021,102.14%
11/17/2021,101.56%
11/18/2021,101.59%
11/19/2021,101.43%
11/22/2021,101.38%
11/23/2021,100.69%
11/24/2021,100.38%
11/25/2021,100.01%
11/26/2021,99.99%
11/29/2021,99.58%
11/30/2021,99.77%
12/1/2021,99.59%
12/2/2021,100.55%
12/3/2021,100.66%
12/6/2021,100.67%
12/7/2021,100.66%
12/8/2021,100.68%
12/9/2021,100.73%
12/10/2021,100.60%
12/13/2021,100.58%
12/14/2021,100.99%
12/15/2021,101.01%
12/16/2021,101.00%
12/17/2021,101.01%
12/20/2021,101.07%
12/21/2021,100.97%
12/22/2021,100.85%
12/23/2021,100.85%
12/27/2021,100.89%
12/28/2021,100.89%
12/29/2021,100.89%
12/30/2021,100.77%
1/3/2022,100.95%
1/4/2022,100.86%
1/5/2022,100.63%
1/6/2022,100.10%
1/7/2022,99.93%
1/10/2022,99.78%
1/11/2022,100.08%
1/12/2022,99.88%
1/13/2022,99.90%
1/14/2022,100.12%
1/17/2022,99.67%
1/18/2022,99.29%
1/19/2022,99.03%
1/20/2022,98.95%
1/21/2022,99.09%
1/24/2022,99.51%
1/25/2022,99.22%
1/26/2022,98.90%
1/27/2022,98.71%
1/28/2022,98.68%
1/31/2022,99.06%
2/1/2022,98.70%
2/2/2022,99.01%
2/3/2022,99.01%
2/4/2022,98.89%
2/7/2022,98.38%
2/8/2022,97.92%
2/9/2022,98.11%
2/10/2022,98.05%
2/11/2022,97.90%
2/14/2022,97.15%
2/15/2022,97.26%
2/16/2022,97.01%
2/17/2022,97.13%
2/18/2022,96.58%
2/21/2022,96.88%
2/22/2022,97.05%
2/23/2022,96.40%
2/24/2022,96.21%
2/25/2022,94.47%
2/28/2022,94.17%
3/1/2022,93.07%
3/2/2022,92.69%
3/3/2022,90.23%
3/4/2022,89.40%
3/7/2022,87.52%
3/8/2022,86.15%
3/9/2022,85.34%
3/10/2022,87.03%
3/14/2022,87.65%
3/15/2022,89.23%
3/16/2022,89.81%
3/17/2022,90.55%
3/18/2022,91.92%
3/21/2022,92.92%
3/22/2022,93.45%
3/23/2022,93.23%
3/24/2022,93.53%
3/25/2022,93.47%
3/28/2022,93.23%
3/29/2022,92.84%
3/30/2022,92.93%
3/31/2022,92.92%
4/1/2022,92.89%
4/4/2022,92.90%
4/5/2022,92.97%
4/6/2022,92.74%
4/7/2022,92.61%
4/8/2022,92.51%
4/11/2022,91.89%
4/12/2022,91.19%
4/13/2022,91.41%
4/14/2022,91.21%
4/19/2022,90.79%
4/20/2022,89.63%
4/21/2022,89.38%
4/22/2022,88.99%
4/25/2022,88.49%
4/26/2022,88.65%
4/27/2022,88.77%
4/28/2022,88.62%
4/29/2022,88.32%
5/2/2022,87.90%
5/3/2022,88.20%
5/4/2022,87.57%
5/5/2022,87.47%
5/6/2022,87.53%
5/9/2022,87.47%
5/10/2022,87.13%
5/11/2022,86.47%
5/12/2022,86.61%
5/13/2022,86.21%
5/16/2022,86.13%
5/17/2022,86.13%
5/18/2022,86.07%
5/19/2022,86.05%
5/20/2022,86.08%
5/23/2022,85.32%
5/24/2022,85.33%
5/25/2022,85.36%
5/26/2022,85.35%
5/27/2022,85.41%
5/30/2022,85.91%
5/31/2022,85.87%
6/1/2022,85.95%
6/2/2022,85.93%
6/3/2022,85.91%
6/6/2022,85.90%
6/7/2022,85.99%
6/8/2022,86.00%
6/9/2022,86.07%
6/10/2022,85.80%
6/13/2022,85.01%
6/14/2022,84.18%
6/15/2022,83.49%
6/16/2022,83.52%
6/17/2022,83.11%
6/20/2022,83.12%
6/21/2022,83.09%
6/22/2022,81.62%
6/23/2022,81.51%
6/24/2022,81.35%
6/27/2022,81.48%
6/28/2022,81.43%
6/29/2022,80.54%
6/30/2022,79.68%
7/1/2022,78.91%
7/4/2022,79.61%
7/5/2022,79.77%
7/6/2022,79.51%
7/7/2022,79.42%
7/8/2022,79.55%
7/11/2022,79.48%
7/12/2022,79.52%
7/13/2022,79.18%
7/14/2022,79.49%
7/15/2022,79.35%
7/18/2022,79.69%
7/19/2022,80.17%
7/20/2022,81.48%
7/21/2022,83.31%
7/22/2022,84.14%
7/25/2022,84.87%
7/26/2022,85.16%
7/27/2022,85.02%
7/28/2022,84.98%
7/29/2022,85.12%
8/1/2022,85.70%
8/2/2022,86.62%
8/3/2022,86.38%
8/4/2022,86.64%
8/5/2022,87.24%
8/8/2022,87.50%
8/9/2022,87.63%
8/10/2022,87.60%
8/11/2022,87.68%
8/12/2022,88.12%
8/15/2022,88.07%
8/16/2022,88.33%
8/17/2022,88.38%
8/18/2022,88.18%
8/19/2022,88.31%
8/22/2022,87.94%
8/23/2022,87.41%
8/24/2022,87.14%
8/25/2022,86.93%
8/26/2022,86.90%
8/29/2022,87.36%
8/30/2022,87.15%
8/31/2022,86.38%
9/1/2022,86.08%
9/2/2022,86.09%
9/5/2022,86.25%
9/6/2022,86.05%
9/7/2022,85.80%
9/8/2022,86.08%
9/9/2022,85.98%
9/12/2022,86.19%
9/13/2022,86.06%
9/14/2022,84.06%
9/15/2022,82.98%
9/16/2022,82.43%
9/19/2022,81.74%
9/20/2022,81.66%
9/21/2022,81.61%
9/22/2022,81.69%
9/23/2022,82.20%
9/26/2022,81.22%
9/27/2022,81.16%
9/28/2022,80.26%
9/29/2022,80.71%
9/30/2022,79.93%
10/3/2022,79.89%
10/4/2022,80.68%
10/5/2022,81.28%
10/6/2022,82.12%
10/7/2022,81.91%
10/10/2022,81.93%
10/11/2022,81.70%
10/12/2022,81.40%
10/13/2022,81.40%
10/14/2022,81.34%
10/17/2022,81.30%
10/18/2022,81.07%
10/19/2022,80.93%
10/20/2022,80.58%
10/21/2022,79.72%
10/24/2022,79.14%
10/25/2022,79.15%
10/26/2022,79.41%
10/27/2022,79.80%
10/28/2022,79.85%
10/31/2022,80.32%
11/1/2022,79.95%
11/2/2022,80.28%
11/3/2022,80.16%
11/4/2022,79.98%
11/7/2022,80.20%
11/8/2022,80.58%
11/9/2022,81.02%
11/10/2022,80.96%
11/11/2022,82.90%
11/14/2022,83.54%
11/15/2022,83.76%
11/16/2022,83.99%
11/17/2022,84.41%
11/18/2022,83.78%
11/21/2022,83.22%
11/22/2022,83.33%
11/23/2022,83.30%
11/24/2022,83.88%
11/25/2022,84.12%
11/28/2022,83.88%
11/29/2022,83.84%
11/30/2022,83.80%
12/1/2022,83.81%
12/2/2022,84.06%
12/5/2022,84.64%
12/6/2022,84.33%
12/7/2022,84.41%
12/8/2022,84.67%
12/9/2022,84.73%
12/12/2022,84.60%
12/13/2022,84.56%
12/14/2022,85.15%
12/15/2022,85.19%
12/16/2022,85.07%
12/19/2022,85.10%
12/20/2022,84.48%
12/21/2022,84.01%
12/22/2022,84.20%
12/23/2022,83.41%
12/27/2022,83.38%
12/28/2022,83.34%
12/29/2022,83.37%
12/30/2022,83.34%
1/2/2023,83.09%
1/3/2023,83.21%
1/4/2023,83.85%
1/5/2023,83.54%
1/6/2023,83.60%
1/9/2023,83.92%
1/10/2023,84.20%
1/11/2023,84.01%
1/12/2023,84.25%
1/13/2023,84.73%
1/16/2023,84.90%
1/17/2023,84.91%
1/18/2023,85.86%
1/19/2023,86.37%
1/20/2023,86.33%
1/23/2023,86.31%
1/24/2023,86.37%
1/25/2023,86.60%
1/26/2023,86.59%
1/27/2023,86.96%
1/30/2023,86.87%
1/31/2023,86.79%
2/1/2023,86.87%
2/2/2023,87.40%
2/3/2023,87.54%
2/6/2023,87.34%
2/7/2023,86.71%
2/8/2023,87.51%
2/9/2023,87.36%
2/10/2023,87.04%
2/13/2023,86.27%
2/14/2023,86.37%
2/15/2023,86.21%
2/16/2023,86.13%
2/17/2023,85.70%
2/20/2023,85.79%
2/21/2023,85.36%
2/22/2023,85.04%
2/23/2023,84.56%
2/24/2023,84.69%
2/27/2023,84.36%
2/28/2023,84.42%
3/1/2023,84.37%
3/2/2023,84.18%
3/3/2023,83.91%
3/6/2023,84.08%
3/7/2023,84.39%
3/8/2023,84.01%
3/9/2023,83.96%
3/10/2023,83.76%
3/13/2023,83.77%
3/14/2023,83.82%
3/15/2023,83.72%
3/16/2023,83.70%
3/17/2023,83.87%
3/20/2023,84.02%
3/21/2023,83.84%
3/22/2023,84.07%
3/23/2023,84.25%
3/24/2023,84.23%
3/27/2023,84.31%
3/28/2023,84.43%
3/29/2023,84.46%
3/30/2023,84.73%
3/31/2023,85.02%
4/3/2023,85.34%
4/4/2023,86.51%
4/5/2023,86.79%
4/6/2023,86.86%
4/11/2023,86.75%
4/12/2023,86.80%
4/13/2023,86.86%
4/14/2023,86.85%
4/17/2023,86.85%
4/18/2023,86.62%
4/19/2023,86.57%
4/20/2023,86.64%
4/21/2023,86.89%
4/24/2023,86.72%
4/25/2023,86.78%
4/26/2023,86.90%
4/27/2023,86.80%
4/28/2023,86.86%
5/2/2023,86.77%
5/3/2023,86.83%
5/4/2023,86.88%
5/5/2023,86.85%
5/8/2023,86.86%
5/9/2023,86.70%
5/10/2023,86.64%
5/11/2023,87.10%
5/12/2023,86.73%
5/15/2023,86.68%
5/16/2023,86.63%
5/17/2023,86.46%
5/18/2023,86.05%
5/19/2023,85.94%
5/22/2023,85.60%
5/23/2023,85.53%
5/24/2023,85.40%
5/25/2023,85.18%
5/26/2023,84.90%
5/29/2023,85.14%
5/30/2023,85.01%
5/31/2023,85.05%
6/1/2023,85.11%
6/2/2023,85.15%
6/5/2023,85.09%
6/6/2023,85.27%
6/7/2023,85.21%
6/8/2023,85.05%
6/9/2023,85.19%
6/12/2023,85.12%
6/13/2023,85.45%
6/14/2023,85.20%
6/15/2023,85.05%
6/16/2023,85.20%
6/19/2023,85.20%
6/20/2023,85.12%
6/21/2023,85.16%
6/22/2023,85.24%
6/23/2023,85.16%
6/26/2023,85.29%
6/27/2023,85.46%
6/28/2023,85.43%
6/29/2023,85.43%
6/30/2023,85.27%
7/3/2023,85.30%
7/4/2023,85.42%
7/5/2023,85.14%
7/6/2023,85.31%
7/7/2023,84.29%
7/10/2023,84.37%
7/11/2023,84.41%
7/12/2023,84.44%
7/13/2023,84.95%
7/14/2023,85.17%
7/17/2023,85.00%
7/18/2023,85.12%
7/19/2023,85.13%
7/20/2023,84.99%
7/21/2023,85.12%
7/24/2023,85.14%
7/25/2023,85.12%
7/26/2023,85.24%
7/27/2023,85.51%
7/28/2023,85.24%
7/31/2023,85.20%
8/1/2023,85.41%
8/2/2023,85.32%
8/3/2023,84.75%
8/4/2023,84.38%
8/7/2023,84.86%
8/8/2023,84.97%
8/9/2023,84.90%
8/10/2023,84.71%
8/11/2023,84.73%
8/14/2023,84.64%
8/15/2023,84.31%
8/16/2023,84.06%
8/17/2023,83.74%
8/18/2023,83.66%
8/21/2023,83.61%
8/22/2023,83.22%
8/23/2023,83.37%
8/24/2023,83.56%
8/25/2023,83.43%
8/28/2023,83.23%
8/29/2023,83.40%
8/30/2023,83.56%
8/31/2023,83.75%
9/1/2023,83.76%
9/4/2023,83.74%
9/5/2023,83.54%
9/6/2023,83.46%
9/7/2023,83.30%
9/8/2023,83.06%
9/11/2023,82.86%
9/12/2023,82.65%
9/13/2023,82.10%
9/14/2023,82.25%
9/15/2023,82.59%
9/18/2023,82.73%
9/19/2023,82.95%
9/20/2023,82.15%
9/21/2023,82.93%
9/22/2023,82.31%
9/25/2023,82.20%
9/26/2023,81.93%
9/27/2023,81.86%
9/28/2023,81.58%
9/29/2023,81.36%
10/2/2023,81.05%
10/3/2023,80.56%
10/4/2023,79.90%
10/5/2023,80.34%
10/6/2023,80.24%
10/9/2023,79.50%
10/10/2023,79.31%
10/11/2023,79.87%
10/12/2023,80.27%
10/13/2023,79.83%
10/16/2023,79.73%
10/17/2023,79.53%
10/18/2023,79.28%
10/19/2023,78.98%
10/20/2023,78.48%
10/23/2023,78.19%
10/24/2023,78.34%
10/25/2023,78.37%
10/26/2023,77.93%
10/27/2023,78.00%
10/30/2023,77.99%
10/31/2023,78.01%
11/1/2023,78.04%
11/2/2023,78.86%
11/3/2023,79.77%
11/6/2023,80.01%
11/7/2023,80.26%
11/8/2023,80.93%
11/9/2023,81.05%
11/10/2023,81.20%
11/13/2023,81.04%
11/14/2023,80.89%
11/15/2023,81.45%
11/16/2023,81.36%
11/17/2023,81.51%
11/20/2023,81.61%
11/21/2023,81.93%
11/22/2023,82.16%
11/23/2023,82.32%
11/24/2023,82.23%
11/27/2023,82.14%
11/28/2023,82.48%
11/29/2023,82.74%
11/30/2023,83.29%
12/1/2023,83.25%
12/4/2023,83.30%
12/5/2023,83.88%
12/6/2023,84.22%
12/7/2023,84.52%
12/8/2023,84.72%
12/11/2023,84.50%
12/12/2023,84.51%
12/13/2023,84.56%
12/14/2023,85.24%
12/15/2023,85.89%
12/18/2023,86.08%
12/19/2023,86.23%
12/20/2023,86.61%
12/21/2023,86.46%
12/22/2023,86.61%
12/27/2023,86.63%
12/28/2023,86.67%
12/29/2023,86.77%
1/2/2024,86.55%
1/3/2024,86.34%
1/4/2024,85.78%
1/5/2024,85.18%
1/8/2024,84.89%
1/9/2024,84.68%
1/10/2024,84.66%
1/11/2024,84.86%
1/12/2024,85.00%
1/15/2024,85.44%
1/16/2024,85.36%
1/17/2024,85.01%
1/18/2024,84.89%
1/19/2024,84.89%
1/22/2024,85.00%
1/23/2024,85.28%
1/24/2024,85.26%
1/25/2024,85.24%
1/26/2024,85.30%
1/29/2024,85.28%
1/30/2024,85.50%
1/31/2024,85.46%
2/1/2024,85.36%
2/2/2024,85.91%
2/5/2024,85.04%
2/6/2024,84.79%
2/7/2024,85.06%
2/8/2024,85.09%
2/9/2024,85.04%
2/12/2024,85.04%
2/13/2024,84.84%
2/14/2024,84.24%
2/15/2024,84.32%
2/16/2024,84.34%
2/19/2024,84.16%
2/20/2024,84.22%
2/21/2024,84.27%
2/22/2024,84.12%
2/23/2024,84.27%
2/26/2024,84.12%
2/27/2024,84.36%
2/28/2024,84.26%
2/29/2024,84.22%
3/1/2024,83.96%
3/4/2024,84.07%
3/5/2024,84.25%
3/6/2024,84.17%
3/7/2024,84.37%
3/8/2024,84.54%
3/11/2024,84.67%
3/12/2024,84.65%
3/13/2024,84.58%
3/14/2024,84.56%
3/15/2024,84.33%
3/18/2024,84.31%
3/19/2024,84.21%
3/20/2024,84.29%
3/21/2024,84.48%
3/22/2024,84.70%
3/25/2024,84.70%
3/26/2024,84.60%
3/27/2024,84.60%
3/28/2024,84.75%
4/2/2024,84.67%
4/3/2024,84.22%
4/4/2024,84.23%
4/5/2024,84.40%
4/8/2024,83.81%
4/9/2024,83.94%
4/10/2024,84.26%
4/11/2024,83.81%
4/12/2024,83.30%
4/15/2024,83.23%
4/16/2024,82.72%
4/17/2024,82.10%
4/18/2024,82.09%
4/19/2024,82.30%
4/22/2024,82.26%
4/23/2024,82.26%
4/24/2024,82.43%
4/25/2024,82.39%
4/26/2024,82.12%
4/29/2024,82.36%
4/30/2024,82.57%
5/2/2024,82.52%
5/3/2024,82.70%
5/6/2024,83.06%
5/7/2024,83.66%
5/8/2024,84.00%
5/9/2024,83.90%
5/10/2024,84.13%
5/13/2024,84.02%
5/14/2024,84.04%
5/15/2024,84.39%
5/16/2024,85.26%
5/17/2024,85.25%
5/20/2024,85.13%
5/21/2024,85.03%
5/22/2024,85.11%
5/23/2024,85.00%
5/24/2024,84.64%
5/27/2024,84.65%
5/28/2024,84.56%
5/29/2024,84.33%
5/30/2024,84.08%
5/31/2024,84.12%
6/3/2024,84.26%
6/4/2024,84.63%
6/5/2024,84.90%
6/6/2024,85.02%
6/7/2024,84.98%
6/10/2024,84.54%
6/11/2024,84.67%
6/12/2024,84.72%
6/13/2024,85.33%
6/14/2024,85.14%
6/17/2024,85.52%
6/18/2024,85.34%
6/19/2024,85.42%
6/20/2024,85.37%
6/21/2024,85.37%
6/24/2024,85.13%
6/25/2024,85.34%
6/26/2024,85.38%
6/27/2024,85.11%
6/28/2024,85.27%
7/1/2024,85.13%
7/2/2024,84.76%
7/3/2024,84.79%
7/4/2024,85.11%
7/5/2024,85.03%
7/8/2024,85.37%
7/9/2024,85.55%
7/10/2024,85.53%
7/11/2024,85.61%
7/12/2024,85.95%
7/15/2024,85.82%
7/16/2024,85.96%
7/17/2024,85.88%
7/18/2024,85.75%
7/19/2024,85.58%
7/22/2024,85.50%
7/23/2024,85.41%
7/24/2024,85.37%
7/25/2024,85.21%
7/26/2024,85.24%
7/29/2024,85.73%
7/30/2024,86.08%
7/31/2024,86.19%
8/1/2024,86.58%
8/2/2024,86.90%
8/5/2024,87.08%
8/6/2024,86.88%
8/7/2024,86.87%
8/8/2024,87.03%
8/9/2024,87.11%
8/12/2024,87.28%
8/13/2024,87.31%
8/14/2024,87.55%
8/15/2024,88.02%
8/16/2024,88.51%
8/19/2024,88.63%
8/20/2024,88.70%
8/21/2024,88.88%
8/22/2024,88.93%
8/23/2024,88.86%
8/26/2024,89.02%
8/27/2024,88.84%
8/28/2024,88.89%
8/29/2024,88.96%
8/30/2024,88.93%
9/2/2024,88.90%
9/3/2024,88.92%
9/4/2024,88.95%
9/5/2024,88.73%
9/6/2024,88.88%
9/9/2024,88.82%
9/10/2024,88.82%
9/11/2024,88.88%
9/12/2024,88.73%
9/13/2024,88.87%
9/16/2024,88.86%
9/17/2024,89.01%
9/18/2024,88.89%
9/19/2024,88.99%
9/20/2024,89.11%
9/23/2024,89.18%
9/24/2024,89.19%
9/25/2024,89.25%
9/26/2024,89.27%
9/27/2024,89.31%
9/30/2024,89.33%
10/1/2024,89.36%
10/2/2024,89.45%
10/3/2024,89.27%
10/4/2024,89.26%
10/7/2024,88.87%
10/8/2024,88.61%
10/9/2024,88.31%
10/10/2024,88.15%
10/11/2024,87.84%
10/14/2024,87.88%
10/15/2024,87.94%
10/16/2024,87.96%
10/17/2024,87.95%
10/18/2024,87.77%
10/21/2024,87.79%
10/22/2024,87.27%
10/23/2024,87.10%
10/24/2024,86.80%
10/25/2024,86.41%
10/28/2024,86.26%
10/29/2024,86.16%
10/30/2024,86.43%
10/31/2024,86.40%
11/1/2024,86.22%
11/4/2024,86.34%
11/5/2024,86.32%
11/6/2024,86.26%
11/7/2024,86.25%
11/8/2024,86.68%
11/11/2024,86.78%
11/12/2024,86.63%
11/13/2024,86.34%
11/14/2024,86.26%
11/15/2024,86.12%
11/18/2024,85.93%
11/19/2024,85.89%
11/20/2024,85.80%
11/21/2024,85.85%
11/22/2024,85.78%
11/25/2024,85.91%
11/26/2024,86.15%
11/27/2024,86.27%
11/28/2024,86.27%
11/29/2024,86.35%
12/2/2024,86.43%
12/3/2024,86.44%
12/4/2024,86.26%
12/5/2024,86.45%
12/6/2024,86.42%
12/9/2024,86.56%
12/10/2024,86.48%
12/11/2024,86.45%
12/12/2024,86.41%
12/13/2024,86.34%
12/16/2024,86.03%
12/17/2024,85.94%
12/18/2024,85.78%
12/19/2024,85.25%
12/20/2024,84.68%
12/23/2024,84.75%
12/27/2024,84.35%
12/30/2024,83.86%
1/2/2025,83.88%
1/3/2025,83.94%
1/6/2025,84.20%
1/7/2025,84.21%
1/8/2025,83.95%
1/9/2025,84.06%
1/10/2025,84.32%
1/13/2025,83.88%
1/14/2025,83.90%
1/15/2025,83.96%
1/16/2025,84.86%
1/17/2025,84.93%
1/20/2025,84.78%
1/21/2025,84.99%
1/22/2025,85.12%
1/23/2025,85.24%
1/24/2025,85.10%
1/27/2025,85.34%
1/28/2025,85.41%
1/29/2025,85.63%
1/30/2025,85.67%
1/31/2025,85.83%
2/3/2025,85.61%
2/4/2025,85.69%
2/5/2025,86.00%
2/6/2025,86.22%
2/7/2025,86.25%
2/10/2025,86.14%
2/11/2025,86.18%
2/12/2025,85.98%
2/13/2025,85.67%
2/14/2025,85.83%
2/17/2025,86.19%
2/18/2025,86.13%
2/19/2025,86.10%
2/20/2025,86.09%
2/21/2025,86.13%
2/24/2025,86.17%
2/25/2025,86.39%
2/26/2025,86.56%
2/27/2025,86.76%
2/28/2025,86.90%
3/3/2025,87.02%
3/4/2025,87.06%
3/5/2025,87.04%
3/6/2025,86.78%
3/7/2025,86.82%
3/10/2025,86.87%
3/11/2025,87.02%
3/12/2025,86.97%
3/13/2025,86.97%
3/14/2025,86.98%
3/17/2025,87.18%
3/18/2025,87.19%
3/19/2025,87.10%
3/20/2025,87.34%
3/21/2025,87.30%
3/24/2025,87.11%
3/25/2025,87.17%
3/26/2025,87.27%
3/27/2025,87.01%
3/28/2025,87.08%
3/31/2025,87.14%
4/1/2025,87.17%
4/2/2025,87.13%
4/3/2025,87.02%
4/4/2025,87.07%
4/7/2025,85.86%
4/8/2025,85.37%
4/9/2025,84.11%
4/10/2025,84.64%
4/11/2025,84.92%
4/14/2025,84.71%
4/15/2025,85.04%
4/16/2025,85.26%
4/17/2025,85.40%
