Date,GDRU
3/16/2021,817.191
3/17/2021,809.966
3/18/2021,805.527
3/19/2021,806.346
3/22/2021,808.144
3/23/2021,805.114
3/24/2021,805.658
3/25/2021,806.717
3/26/2021,805.313
3/29/2021,806.502
3/30/2021,803.134
3/31/2021,805.533
4/1/2021,807.066
4/5/2021,807.321
4/6/2021,805.755
4/7/2021,803.151
4/8/2021,806.651
4/9/2021,805.649
4/12/2021,805.897
4/13/2021,802.749
4/14/2021,813.089
4/15/2021,813.572
4/16/2021,822.736
4/19/2021,822.935
4/20/2021,818.728
4/21/2021,819.488
4/22/2021,825.346
4/23/2021,825.289
4/26/2021,825.137
4/27/2021,824.579
4/28/2021,821.705
4/29/2021,822.794
4/30/2021,823.507
5/3/2021,823.688
5/4/2021,824.523
5/5/2021,825.013
5/6/2021,827.704
5/7/2021,828.695
5/10/2021,828.51
5/11/2021,826.21
5/12/2021,824.019
5/13/2021,822.718
5/14/2021,825.991
5/17/2021,826.835
5/18/2021,826.541
5/19/2021,825.229
5/20/2021,826.251
5/21/2021,827.768
5/24/2021,827.719
5/25/2021,828.225
5/26/2021,829.723
5/27/2021,830.205
5/28/2021,830.183
5/31/2021,830.398
6/1/2021,830.644
6/2/2021,830.521
6/3/2021,829.584
6/4/2021,829.892
6/7/2021,831.531
6/8/2021,832.878
6/9/2021,835.512
6/10/2021,835.633
6/11/2021,837.823
6/14/2021,837.846
6/15/2021,836.236
6/16/2021,836.292
6/17/2021,834.613
6/18/2021,837.25
6/21/2021,838.301
6/22/2021,837.522
6/23/2021,837.472
6/24/2021,836.696
6/25/2021,837.796
6/28/2021,838.133
6/29/2021,838.403
6/30/2021,838.908
7/1/2021,837.961
7/2/2021,838.615
7/5/2021,838.942
7/6/2021,839.729
7/7/2021,841.904
7/8/2021,842.853
7/9/2021,842.551
7/12/2021,843.472
7/13/2021,843.599
7/14/2021,843.801
7/15/2021,845.624
7/16/2021,845.741
7/19/2021,846.064
7/20/2021,847.454
7/21/2021,847.182
7/22/2021,847.295
7/23/2021,847.31
7/26/2021,848.044
7/27/2021,847.85
7/28/2021,847.806
7/29/2021,848.365
7/30/2021,848.238
7/31/2021,848.347
8/2/2021,849.097
8/3/2021,851.129
8/4/2021,854.731
8/5/2021,855.568
8/6/2021,854.53
8/9/2021,854.877
8/10/2021,855.294
8/11/2021,853.625
8/12/2021,853.996
8/13/2021,854.806
8/16/2021,856.376
8/17/2021,857.907
8/18/2021,857.359
8/19/2021,857.765
8/20/2021,857.798
8/23/2021,857.727
8/24/2021,858.114
8/25/2021,858.392
8/26/2021,857.11
8/27/2021,857.482
8/30/2021,857.686
8/31/2021,859.102
9/1/2021,859.004
9/2/2021,860.074
9/3/2021,859.994
9/6/2021,860.321
9/7/2021,858.888
9/8/2021,859.775
9/9/2021,860.852
9/10/2021,861.717
9/13/2021,862.423
9/14/2021,863.761
9/15/2021,865.682
9/16/2021,866.536
9/17/2021,865.664
9/20/2021,865.233
9/21/2021,866.147
9/22/2021,866.668
9/23/2021,863.649
9/24/2021,858.957
9/27/2021,855.265
9/28/2021,849.836
9/29/2021,852.407
9/30/2021,850.629
10/1/2021,849.206
10/4/2021,847.052
10/5/2021,843.339
10/6/2021,842.553
10/7/2021,845.183
10/8/2021,842.836
10/11/2021,843.166
10/12/2021,843.355
10/13/2021,847.114
10/14/2021,851.78
10/15/2021,851.618
10/18/2021,850.44
10/19/2021,850.924
10/20/2021,849.674
10/21/2021,849.416
10/22/2021,848.996
10/25/2021,849.736
10/26/2021,850.195
10/27/2021,851.922
10/28/2021,853.289
10/29/2021,853.195
10/31/2021,853.305
11/1/2021,851.482
11/2/2021,851.845
11/3/2021,851.971
11/4/2021,853.47
11/5/2021,858.264
11/8/2021,861.84
11/9/2021,863.178
11/10/2021,861.685
11/11/2021,861.795
11/12/2021,855.211
11/15/2021,852.021
11/16/2021,849.909
11/17/2021,848.28
11/18/2021,849.045
11/19/2021,848.858
11/22/2021,841.982
11/23/2021,834.528
11/24/2021,836.792
11/25/2021,836.902
11/26/2021,836.888
11/29/2021,841.281
11/30/2021,845.634
12/1/2021,848.275
12/2/2021,853.573
12/3/2021,855.598
12/6/2021,857.282
12/7/2021,854.881
12/8/2021,854.395
12/9/2021,851.623
12/10/2021,850.69
12/13/2021,850.966
12/14/2021,852.009
12/15/2021,851.066
12/16/2021,851.002
12/17/2021,849.864
12/20/2021,848.124
12/21/2021,845.019
12/22/2021,844.945
12/23/2021,845.67
12/27/2021,845.134
12/28/2021,845.814
12/29/2021,845.314
12/30/2021,846.145
12/31/2021,846.68
1/3/2022,845.825
1/4/2022,840.792
1/5/2022,837.718
1/6/2022,830.383
1/7/2022,828.683
1/10/2022,823.767
1/11/2022,825.723
1/12/2022,826.422
1/13/2022,809.102
1/14/2022,802.584
1/17/2022,802.918
1/18/2022,782.934
1/19/2022,793.634
1/20/2022,782.728
1/21/2022,786.669
1/24/2022,764.446
1/25/2022,762.699
1/26/2022,764.814
1/27/2022,774.629
1/28/2022,772.059
1/31/2022,767.168
2/1/2022,768.982
2/2/2022,784.11
2/3/2022,780.534
2/4/2022,779.173
2/7/2022,778.33
2/8/2022,777.12
2/9/2022,784.199
2/10/2022,782.916
2/11/2022,768.274
2/14/2022,752.332
2/15/2022,767.314
2/16/2022,772.125
2/17/2022,757.55
2/18/2022,749.982
2/21/2022,750.316
2/22/2022,709.127
2/23/2022,663.152
2/24/2022,409.782
2/25/2022,549.406
2/28/2022,339.529
3/1/2022,269.258
3/2/2022,192.38
3/3/2022,151.488
3/4/2022,195.454
3/7/2022,138.34
3/8/2022,130.433
3/9/2022,117.052
3/10/2022,82.725
3/11/2022,70.419
3/14/2022,74.409
3/15/2022,84.168
3/16/2022,119.09
3/17/2022,216.683
3/18/2022,218.388
3/21/2022,203.857
3/22/2022,191.06
3/23/2022,166.338
3/24/2022,142.814
3/25/2022,157.745
3/28/2022,165.07
3/29/2022,174.722
3/30/2022,187.995
3/31/2022,0
